time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738546.467234178,-0.0976,0.1816,-0.0264,0.3056
738546.467236092,-0.0958,0.1805,-2.1038,2.3801
738546.467237916,-0.0939,0.1803,-2.9769,3.2511
738546.467239844,-0.092,0.1799,-3,3.2719
738546.46724169,-0.0898,0.1797,-3,3.2695
738546.467243504,-0.088,0.1793,-2.8729,3.1402
738546.467245375,-0.0865,0.1789,-2.5753,2.8407
738546.467247224,-0.0847,0.1787,-2.2769,2.5403
738546.467249081,-0.0833,0.1783,-1.9954,2.257
738546.467250989,-0.082,0.1769,-1.7282,1.9871
738546.467252926,-0.0809,0.1767,-1.482,1.7396
738546.467255013,-0.0802,0.1765,-1.263,1.5197
738546.467257068,-0.0797,0.1754,-1.1077,1.3628
738546.467259221,-0.0793,0.1744,-1.0116,1.2653
738546.467261267,-0.0794,0.1743,-0.9625,1.2162
738546.467263248,-0.0799,0.1732,-0.9378,1.1909
738546.46726514,-0.0808,0.1728,-0.921,1.1746
738546.4672678,-0.0818,0.172,-0.907,1.1608
738546.467269709,-0.0832,0.1707,-0.8915,1.1454
738546.467271631,-0.0849,0.1703,-0.883,1.1382
738546.467273503,-0.0866,0.169,-0.883,1.1386
738546.467275675,-0.0892,0.168,-0.8879,1.1451
738546.467277509,-0.0915,0.1667,-0.882,1.1402
738546.467279344,-0.0939,0.1661,-0.8527,1.1127
738546.467281245,-0.0966,0.1648,-0.7965,1.0579
738546.467283193,-0.0993,0.1637,-0.7309,0.9939
738546.467285091,-0.1027,0.1622,-0.6743,0.9392
738546.467286966,-0.1057,0.1619,-0.6338,0.9014
738546.467288921,-0.109,0.1606,-0.6093,0.8789
738546.467291126,-0.1129,0.1587,-0.5902,0.8618
738546.46729305,-0.1166,0.1575,-0.5737,0.8478
738546.467294925,-0.1202,0.1562,-0.56,0.8364
738546.4672968,-0.1238,0.1549,-0.5574,0.8361
738546.467298663,-0.1276,0.1526,-0.5771,0.8573
738546.467300572,-0.1315,0.1513,-0.6189,0.9017
738546.467302525,-0.1361,0.1501,-0.6746,0.9608
738546.467304445,-0.1406,0.1479,-0.717,1.0055
738546.467306359,-0.1453,0.1465,-0.73,1.0218
738546.467308193,-0.1497,0.1443,-0.7126,1.0066
738546.467310223,-0.1544,0.1423,-0.665,0.9617
738546.467312091,-0.159,0.141,-0.6089,0.9089
738546.467313973,-0.1638,0.1387,-0.5583,0.8608
738546.467315858,-0.1687,0.1365,-0.5291,0.8343
738546.46731779,-0.1737,0.1344,-0.5292,0.8373
738546.467319725,-0.179,0.1321,-0.555,0.8661
738546.467321641,-0.1842,0.13,-0.5895,0.9037
738546.467323572,-0.19,0.1277,-0.6122,0.9299
738546.467325517,-0.1956,0.1247,-0.6196,0.9399
738546.467327419,-0.201,0.1226,-0.616,0.9396
738546.467329384,-0.2066,0.1203,-0.6087,0.9356
738546.467331405,-0.2127,0.1174,-0.6053,0.9354
738546.467333346,-0.2187,0.1144,-0.5977,0.9308
738546.467335247,-0.2244,0.1121,-0.5623,0.8988
738546.467337408,-0.2298,0.109,-0.5027,0.8415
738546.467339551,-0.2363,0.1055,-0.4431,0.7849
738546.467341452,-0.2413,0.1025,-0.4121,0.7559
738546.467343407,-0.2462,0.1004,-0.3824,0.729
738546.467345248,-0.2508,0.0971,-0.3511,0.699
738546.467347217,-0.2554,0.0941,-0.3207,0.6702
738546.46734903,-0.2598,0.0908,-0.3039,0.6545
738546.467350962,-0.264,0.0878,-0.3081,0.6599
738546.467352998,-0.2684,0.0847,-0.3386,0.6917
738546.467354901,-0.2723,0.0816,-0.3856,0.7395
738546.467356771,-0.276,0.0786,-0.4227,0.7773
738546.467358674,-0.2798,0.0753,-0.4294,0.7845
738546.467360537,-0.2826,0.0732,-0.4071,0.7629
738546.467362531,-0.2856,0.0701,-0.372,0.7277
738546.467364474,-0.2884,0.0661,-0.3474,0.7019
738546.467366349,-0.2909,0.063,-0.3364,0.6903
738546.467368269,-0.2931,0.0607,-0.3244,0.6782
738546.467370179,-0.2948,0.0566,-0.2994,0.6508
738546.467372089,-0.2961,0.0535,-0.2564,0.606
738546.467374023,-0.2969,0.0504,-0.1962,0.5435
738546.467375873,-0.2973,0.0473,-0.1291,0.4737
738546.467377765,-0.2976,0.0441,-0.0685,0.4102
738546.467379679,-0.2974,0.041,-0.0478,0.3862
738546.467381597,-0.2969,0.0379,-0.0763,0.4111
738546.467383516,-0.2967,0.0338,-0.1227,0.4532
738546.4673854,-0.2961,0.0315,-0.1634,0.491
738546.467387257,-0.2945,0.0274,-0.2074,0.5293
738546.467389161,-0.2933,0.0243,-0.2627,0.5803
738546.467391017,-0.2919,0.021,-0.3086,0.6215
738546.467392996,-0.2893,0.0171,-0.3315,0.6379
738546.467394888,-0.2866,0.014,-0.3311,0.6317
738546.467396759,-0.2841,0.0107,-0.3375,0.6323
738546.467398701,-0.2814,-0.0074,-0.3723,0.6611
738546.467400647,-0.2785,-0.0034,-0.439,0.7209
738546.46740252,-0.2755,-0.0002,-0.5099,0.7856
738546.467404457,-0.2729,-0.004,-0.5761,0.853
738546.467406298,-0.2699,-0.0071,-0.6243,0.9013
738546.46740825,-0.2671,-0.0103,-0.6511,0.9285
738546.46741017,-0.2644,-0.0145,-0.6501,0.929
738546.467412177,-0.2615,-0.0177,-0.6256,0.9048
738546.467414126,-0.2583,-0.0218,-0.5935,0.8736
738546.467416166,-0.255,-0.0259,-0.5782,0.8591
738546.467418214,-0.252,-0.0289,-0.5725,0.8534
738546.467420252,-0.2489,-0.033,-0.5553,0.8372
738546.467422135,-0.2457,-0.0371,-0.529,0.8118
738546.467424022,-0.243,-0.0404,-0.5145,0.7979
738546.467425935,-0.2405,-0.0437,-0.5247,0.8089
738546.467427803,-0.2381,-0.0471,-0.5578,0.843
738546.467429721,-0.2356,-0.0512,-0.6048,0.8916
738546.467431576,-0.2338,-0.0547,-0.6434,0.9319
738546.467433438,-0.232,-0.058,-0.6646,0.9546
738546.467435385,-0.2301,-0.0621,-0.6638,0.956
738546.467437263,-0.2284,-0.0655,-0.6453,0.9392
