time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738546.454780093,-0.2313,-0.1252,0.233,0.5895
738546.454782294,-0.2318,-0.1257,-0.1074,0.4649
738546.454784342,-0.2348,-0.125,-1.4195,1.7793
738546.454786391,-0.2375,-0.1255,-1.8686,2.2316
738546.454788374,-0.2398,-0.125,-1.856,2.2208
738546.454790668,-0.2422,-0.125,-1.5497,1.9169
738546.454792691,-0.244,-0.1245,-1.2067,1.5752
738546.454794843,-0.2464,-0.1248,-0.853,1.2242
738546.454796978,-0.2489,-0.1243,-0.5769,0.9501
738546.454799123,-0.2523,-0.1237,-0.3489,0.7249
738546.454801393,-0.2569,-0.1238,-0.1727,0.5534
738546.45480391,-0.2614,-0.1228,-0.0961,0.4803
738546.454806035,-0.2671,-0.123,-0.0984,0.4885
738546.454808351,-0.2738,-0.122,-0.1101,0.5059
738546.454810374,-0.2794,-0.1217,-0.0852,0.4863
738546.454812793,-0.2862,-0.1207,-0.0122,0.4191
738546.454814855,-0.2924,-0.1202,0.0555,0.4681
738546.454816923,-0.2992,-0.1198,0.0896,0.5086
738546.454818986,-0.3064,-0.1195,0.0849,0.5108
738546.45482096,-0.3132,-0.119,0.0817,0.5139
738546.454823,-0.321,-0.1177,0.1092,0.5479
738546.454825015,-0.3288,-0.1174,0.1408,0.587
738546.454827402,-0.3375,-0.1163,0.1371,0.5909
738546.454829809,-0.3468,-0.1162,0.0977,0.5607
738546.454831871,-0.3541,-0.1148,0.0728,0.5417
738546.454834217,-0.3621,-0.1139,0.0829,0.5589
738546.454836231,-0.3676,-0.1136,0.1243,0.6055
738546.454838302,-0.3718,-0.1131,0.1745,0.6594
738546.454840677,-0.3756,-0.1121,0.2074,0.6951
738546.454842741,-0.3778,-0.1107,0.2041,0.6926
738546.454845179,-0.3784,-0.1095,0.2012,0.6891
738546.454847565,-0.3778,-0.1095,0.2298,0.7171
738546.454849607,-0.3763,-0.1081,0.2515,0.7359
738546.454851622,-0.374,-0.1076,0.2358,0.7174
738546.454853618,-0.3713,-0.1073,0.185,0.6636
738546.454855711,-0.3683,-0.1068,0.1311,0.6062
738546.45485807,-0.3644,-0.106,0.1003,0.5707
738546.454860274,-0.3596,-0.1051,0.0859,0.5506
738546.454862544,-0.3552,-0.1054,0.0567,0.5173
738546.454864842,-0.3502,-0.1044,0.0225,0.4771
738546.454867033,-0.3458,-0.1039,0.0082,0.4579
738546.454869136,-0.3411,-0.1035,0.0169,0.4615
738546.454871263,-0.3362,-0.1028,0.0351,0.4741
738546.454873372,-0.3319,-0.1023,0.034,0.4682
738546.454875481,-0.3274,-0.1018,-0.0072,0.4364
738546.454877605,-0.3229,-0.1013,-0.0674,0.4916
738546.454879693,-0.3186,-0.0999,-0.1045,0.523
738546.454882086,-0.3147,-0.0996,-0.1002,0.5145
738546.454884266,-0.3104,-0.0989,-0.0633,0.4726
738546.454886418,-0.306,-0.0982,-0.0292,0.4334
738546.45488858,-0.3022,-0.0977,-0.0265,0.4264
738546.454890696,-0.2988,-0.0972,-0.045,0.441
738546.45489292,-0.2957,-0.0966,-0.057,0.4493
738546.454895046,-0.2929,-0.0961,-0.048,0.437
738546.454897112,-0.2904,-0.0946,-0.0359,0.4209
738546.454899174,-0.2888,-0.0943,-0.0556,0.4387
738546.454901333,-0.2877,-0.0938,-0.1325,0.514
738546.454903372,-0.2867,-0.0933,-0.2294,0.6094
738546.454905512,-0.2863,-0.0919,-0.3129,0.6911
738546.454907633,-0.2862,-0.0914,-0.3505,0.7281
738546.454909807,-0.2866,-0.0909,-0.3288,0.7063
738546.454912031,-0.2872,-0.0892,-0.2564,0.6328
738546.454914116,-0.2883,-0.0889,-0.1727,0.5499
738546.454916348,-0.2893,-0.0882,-0.1026,0.4801
738546.454918478,-0.2904,-0.0868,-0.0673,0.4445
738546.454920659,-0.2916,-0.0861,-0.0529,0.4306
738546.454922844,-0.2932,-0.0847,-0.0348,0.4127
738546.45492501,-0.2939,-0.084,0.0044,0.3823
738546.454927218,-0.2943,-0.0825,0.0491,0.4259
738546.454929371,-0.2942,-0.0818,0.0479,0.4239
738546.454931605,-0.2942,-0.0802,-0.0316,0.406
738546.454933851,-0.2939,-0.0797,-0.171,0.5446
738546.454936001,-0.293,-0.079,-0.3167,0.6887
738546.454938134,-0.2922,-0.0776,-0.4252,0.795
738546.454940273,-0.2907,-0.0771,-0.5365,0.9043
738546.454942505,-0.288,-0.0756,-0.6648,1.0284
738546.454944643,-0.2854,-0.0749,-0.7493,1.1096
738546.454946712,-0.283,-0.0736,-0.7917,1.1483
738546.45494892,-0.2804,-0.0723,-0.8391,1.1918
738546.454951341,-0.2783,-0.0711,-0.9292,1.2786
738546.454953597,-0.277,-0.0704,-1.0181,1.3655
738546.45495591,-0.2761,-0.0699,-1.0766,1.4226
738546.454958355,-0.2758,-0.0679,-1.0822,1.4259
738546.454960631,-0.276,-0.0671,-1.0387,1.3818
738546.454962858,-0.277,-0.0665,-1.0083,1.3518
738546.454964945,-0.2782,-0.0651,-1.0172,1.3605
738546.45496709,-0.2801,-0.0647,-1.0554,1.4002
738546.454969254,-0.2825,-0.0632,-1.0903,1.436
738546.454971448,-0.2857,-0.0627,-1.0896,1.438
738546.45497364,-0.2896,-0.0612,-1.0514,1.4022
738546.454975759,-0.2934,-0.0607,-1.004,1.3581
738546.454978051,-0.2981,-0.06,-0.9694,1.3275
738546.45498025,-0.3033,-0.0583,-0.967,1.3286
738546.454982397,-0.3088,-0.0578,-0.9834,1.35
738546.454984641,-0.3147,-0.0573,-0.9822,1.3542
738546.454986944,-0.3209,-0.0566,-0.9169,1.2944
738546.454989421,-0.3275,-0.0557,-0.8096,1.1928
738546.454991797,-0.3348,-0.0547,-0.7218,1.1113
738546.45499412,-0.3414,-0.054,-0.6676,1.063
738546.454996608,-0.3491,-0.0529,-0.5975,0.9995
738546.454998936,-0.3564,-0.052,-0.5284,0.9368
738546.455001333,-0.3647,-0.051,-0.4814,0.8971
738546.455003938,-0.3726,-0.0498,-0.4964,0.9188
738546.455006615,-0.3813,-0.0493,-0.5736,1.0042
738546.455009195,-0.3896,-0.0481,-0.6432,1.0809
738546.455011476,-0.3957,-0.0472,-0.6441,1.087
738546.455013842,-0.4014,-0.0463,-0.6168,1.0645
738546.455016544,-0.4066,-0.0461,-0.5998,1.0525
