time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738509.411804515,-0.1308,-0.0082,-0.4078,0.5468
738509.41180636,-0.1309,0.0091,-0.7101,0.8501
738509.411808245,-0.1311,0.0093,-0.948,1.0884
738509.411810226,-0.1305,0.0094,-1.03,1.1699
738509.41181215,-0.1288,0.0103,-1.0269,1.166
738509.411814104,-0.1267,0.0104,-0.9845,1.1216
738509.411816092,-0.1235,0.0104,-0.9261,1.06
738509.411817845,-0.1201,0.0107,-0.8746,1.0054
738509.411819715,-0.116,0.0109,-0.8279,0.9548
738509.411821626,-0.1109,0.0111,-0.7913,0.9133
738509.411823563,-0.105,0.0121,-0.7645,0.8816
738509.411825542,-0.098,0.0121,-0.7487,0.8588
738509.411827454,-0.091,0.0115,-0.7433,0.8458
738509.411829426,-0.0826,0.0114,-0.7465,0.8405
738509.411831356,-0.0743,0.0117,-0.7566,0.8426
738509.41183331,-0.0649,-0.0118,-0.7734,0.8501
738509.411835241,-0.0554,-0.012,-0.7941,0.8615
738509.411837023,-0.0463,-0.0115,-0.8171,0.8749
738509.411838955,-0.0359,-0.0107,-0.8455,0.8921
738509.411840966,-0.025,-0.0108,-0.8775,0.9133
738509.411842803,-0.0149,-0.0104,-0.909,0.9343
738509.411844602,-0.0042,-0.0097,-0.9429,0.9568
738509.41184647,0.0066,-0.0102,-0.9789,0.9957
738509.411848284,0.0178,-0.0096,-1.016,1.0434
738509.411850348,0.0304,-0.0088,-1.0593,1.0985
738509.411852379,0.0431,-0.008,-1.103,1.1541
738509.411854243,0.0544,-0.0075,-1.1426,1.2045
738509.411856298,0.0676,-0.0067,-1.189,1.2633
738509.411858389,0.0807,-0.005,-1.2356,1.3213
738509.411860294,0.0933,-0.0043,-1.2806,1.3782
738509.411862194,0.1051,-0.0039,-1.3233,1.4323
738509.411864259,0.1182,-0.0021,-1.3703,1.4906
738509.41186632,0.1311,-0.0013,-1.4167,1.5491
738509.41186837,0.1437,-0.0002,-1.4628,1.6067
738509.411870389,0.1557,-0.0018,-1.5067,1.6642
738509.411872369,0.1679,-0.0026,-1.5501,1.7206
738509.411874366,0.1792,-0.004,-1.5924,1.7756
738509.411876268,0.1897,-0.0054,-1.6302,1.8253
738509.411878058,0.2,-0.0078,-1.6673,1.8751
738509.411880081,0.211,-0.0093,-1.707,1.9273
738509.411882058,0.2214,-0.0108,-1.7452,1.9774
738509.411884048,0.2318,-0.0123,-1.7823,2.0264
738509.411885997,0.2416,-0.0147,-1.8178,2.0741
738509.411888014,0.2516,-0.0172,-1.8533,2.1221
738509.411890008,0.2613,-0.0188,-1.8877,2.1678
738509.411892048,0.2706,-0.0211,-1.9216,2.2133
738509.411894084,0.2799,-0.0236,-1.9546,2.2581
738509.411896166,0.2889,-0.0271,-1.9865,2.3025
738509.411898122,0.2976,-0.0296,-2.0164,2.3436
738509.41190016,0.3057,-0.032,-2.0456,2.3833
738509.411902197,0.3139,-0.0354,-2.074,2.4233
738509.411904212,0.3219,-0.038,-2.1015,2.4614
738509.411906187,0.3292,-0.0413,-2.1268,2.4973
738509.411908188,0.3363,-0.0436,-2.1513,2.5312
738509.411910171,0.3432,-0.0469,-2.1749,2.565
738509.411912111,0.3498,-0.0502,-2.197,2.597
738509.411914156,0.3565,-0.0528,-2.2189,2.6282
738509.411916147,0.3627,0.0561,-2.2392,2.658
738509.411918177,0.3686,0.0594,-2.2585,2.6865
738509.411920165,0.3743,0.0627,-2.2767,2.7137
738509.411922094,0.3797,0.066,-2.2935,2.7392
738509.411924038,0.3849,0.0694,-2.3095,2.7638
738509.411926022,0.39,0.0727,-2.3249,2.7876
738509.411927991,0.395,0.076,-2.3397,2.8107
738509.411930024,0.3998,0.0793,-2.354,2.8331
738509.411932069,0.4045,0.0836,-2.3678,2.8559
738509.411934085,0.4093,0.0871,-2.3811,2.8775
738509.411936017,0.4134,0.0903,-2.3929,2.8966
738509.411938004,0.4177,0.0945,-2.4045,2.9167
738509.411939782,0.4215,0.0977,-2.4143,2.9335
738509.411941772,0.4252,0.1009,-2.4246,2.9507
738509.411943804,0.4293,0.1053,-2.4347,2.9693
738509.411945829,0.433,0.1096,-2.4441,2.9867
738509.411947862,0.4366,0.1139,-2.4528,3.0033
738509.411949915,0.4401,0.1173,-2.4608,3.0182
738509.411951824,0.4434,0.1216,-2.468,3.033
738509.411953908,0.4465,0.1258,-2.4752,3.0475
738509.411955956,0.4494,0.1311,-2.4813,3.0618
738509.41195803,0.4525,0.1356,-2.4871,3.0752
