time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738533.382227027,-0.104,0.0865,-0.2095,0.4
738533.382228846,-0.1039,0.0858,-0.5544,0.7441
738533.382230651,-0.1044,0.0844,-1.0481,1.2369
738533.382232521,-0.1048,0.0842,-1.2451,1.4341
738533.382234327,-0.1055,0.0828,-1.2684,1.4567
738533.382236125,-0.1059,0.0826,-1.2031,1.3916
738533.382237909,-0.1066,0.0812,-1.0967,1.2845
738533.382239725,-0.1075,0.0799,-0.9755,1.1629
738533.382241513,-0.1085,0.0795,-0.8601,1.0481
738533.382243265,-0.1093,0.0781,-0.7611,0.9485
738533.38224506,-0.1105,0.0777,-0.6759,0.8641
738533.382246898,-0.1118,0.0763,-0.6066,0.7947
738533.382248785,-0.1133,0.0751,-0.5528,0.7412
738533.382250735,-0.1149,0.0749,-0.5143,0.7041
738533.382252668,-0.1168,0.0737,-0.4879,0.6784
738533.382254606,-0.1188,0.0725,-0.4706,0.6619
738533.382256464,-0.1209,0.0712,-0.4602,0.6523
738533.382258311,-0.123,0.07,-0.4534,0.6464
738533.382260097,-0.1252,0.0695,-0.449,0.6437
738533.382261857,-0.1276,0.068,-0.4453,0.6409
738533.38226361,-0.13,0.0676,-0.4416,0.6392
738533.382265433,-0.1328,0.0662,-0.437,0.636
738533.382267199,-0.1354,0.0649,-0.4316,0.6319
738533.382269079,-0.1383,0.0635,-0.425,0.6268
738533.382270844,-0.1414,0.0631,-0.4172,0.6217
738533.382272658,-0.1444,0.0617,-0.4084,0.6145
738533.382274545,-0.1475,0.0605,-0.3984,0.6064
738533.382276365,-0.1508,0.0591,-0.3876,0.5975
738533.382278147,-0.1541,0.0578,-0.3764,0.5883
738533.382279953,-0.1574,0.0564,-0.3644,0.5782
738533.38228187,-0.161,0.0552,-0.3512,0.5674
738533.382283753,-0.1647,0.0538,-0.338,0.5565
738533.382285596,-0.1683,0.0517,-0.3241,0.5441
738533.382287456,-0.172,0.0505,-0.3098,0.5323
738533.382289284,-0.1756,0.0491,-0.2961,0.5208
