time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738533.394639707,-0.0976,0.1816,-0.0264,0.3056
738533.39464169,-0.0964,0.1815,0.3845,0.6624
738533.394643805,-0.0943,0.1807,0.6877,0.9627
738533.394645869,-0.0923,0.1806,0.7115,0.9844
738533.394648002,-0.0903,0.1798,0.5728,0.8429
738533.394650139,-0.0888,0.1798,0.3672,0.6358
738533.394652489,-0.0875,0.1791,0.1354,0.402
738533.394654505,-0.0864,0.1789,-0.0237,0.289
738533.394656697,-0.085,0.1781,-0.1255,0.3886
738533.394658925,-0.084,0.1773,-0.1757,0.437
738533.394660849,-0.0833,0.1771,-0.2177,0.4781
738533.394663116,-0.0828,0.1772,-0.2816,0.5416
738533.394665453,-0.0822,0.1766,-0.3543,0.6131
738533.394667423,-0.082,0.1763,-0.4033,0.6616
738533.39466962,-0.0826,0.1754,-0.4507,0.7087
738533.394671815,-0.083,0.1745,-0.5048,0.7623
738533.394674105,-0.0842,0.1745,-0.583,0.8417
738533.394676302,-0.0857,0.1735,-0.6745,0.9337
738533.394678407,-0.0877,0.1725,-0.7566,1.0168
738533.394680491,-0.0903,0.1723,-0.8145,1.0771
738533.394682685,-0.0931,0.1711,-0.8602,1.1244
738533.394684767,-0.0965,0.1709,-0.9183,1.1857
738533.394686886,-0.1004,0.1698,-0.9923,1.2625
738533.394688986,-0.1046,0.1695,-1.0564,1.3305
738533.394691174,-0.1093,0.1684,-1.0831,1.3608
738533.394693315,-0.1144,0.1683,-1.0735,1.3562
738533.3946956,-0.1205,0.1672,-1.0592,1.3469
738533.394697862,-0.1269,0.1662,-1.0683,1.3614
738533.394700082,-0.1341,0.165,-1.1008,1.3999
738533.394702354,-0.1418,0.164,-1.1549,1.4607
738533.394704469,-0.1502,0.1636,-1.2262,1.54
738533.394706595,-0.1589,0.1625,-1.3041,1.6255
738533.394708804,-0.1686,0.1613,-1.3765,1.7064
738533.394711116,-0.1797,0.1602,-1.4425,1.7824
738533.394713378,-0.1908,0.159,-1.4947,1.8445
738533.394715692,-0.2032,0.158,-1.5376,1.8988
738533.394717899,-0.2158,0.1569,-1.5633,1.936
738533.394720176,-0.2292,0.1557,-1.5642,1.9491
738533.39472248,-0.2436,0.1545,-1.5313,1.9294
738533.394724468,-0.2565,0.1541,-1.4844,1.895
738533.394726435,-0.2702,0.1526,-1.4525,1.8753
738533.394728568,-0.2852,0.1513,-1.4572,1.8937
738533.394730758,-0.3011,0.1501,-1.4841,1.9353
738533.394732907,-0.3173,0.1488,-1.504,1.9701
738533.394735142,-0.335,0.1476,-1.5154,1.998
738533.394737283,-0.3524,0.1455,-1.5145,2.0124
738533.394739461,-0.3704,0.1443,-1.4926,2.0073
738533.394741644,-0.3893,0.1432,-1.459,1.9915
738533.394743889,-0.4084,0.1411,-1.4271,1.9766
