time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738336.497580084,-0.1346,-0.0175,-1.1881,1.3402
738336.497582187,-0.1361,-0.018,-1.1276,1.2817
738336.497584338,-0.1382,-0.0189,-1.0762,1.2333
738336.497586524,-0.1406,-0.0196,-1.0423,1.2025
738336.497589382,-0.1433,-0.0207,-1.0217,1.1857
738336.497591665,-0.1465,-0.0212,-1.0067,1.1744
738336.497593746,-0.1496,-0.022,-0.9971,1.1687
738336.497595857,-0.1529,-0.0219,-0.9894,1.1642
738336.497597998,-0.1566,-0.0228,-0.9814,1.1608
738336.497600201,-0.1603,-0.0235,-0.972,1.1558
738336.497602324,-0.1642,-0.0244,-0.9614,1.15
738336.497604421,-0.1683,-0.0244,-0.949,1.1417
738336.497607333,-0.1723,-0.0253,-0.9352,1.1328
738336.497609495,-0.177,-0.0259,-0.918,1.1209
738336.497611685,-0.1818,-0.0268,-0.9004,1.109
738336.497613832,-0.1861,-0.0266,-0.8822,1.0949
738336.497615952,-0.191,-0.0275,-0.8625,1.081
738336.497618033,-0.1956,-0.0282,-0.8426,1.0664
738336.497620336,-0.2008,-0.0289,-0.8205,1.0502
738336.497622403,-0.2056,-0.0288,-0.7991,1.0335
738336.497624615,-0.2108,-0.0297,-0.7771,1.0176
738336.497626795,-0.2159,-0.0302,-0.7541,1.0002
738336.497628932,-0.2211,-0.0302,-0.7319,0.9832
738336.497631021,-0.2259,-0.0309,-0.7098,0.9666
738336.497633173,-0.2311,-0.0307,-0.6868,0.9486
738336.497635774,-0.2363,-0.0316,-0.6646,0.9325
738336.497637999,-0.242,-0.032,-0.6392,0.9132
738336.497640222,-0.2471,-0.0326,-0.6161,0.8958
738336.497642377,-0.2524,-0.0324,-0.5931,0.8779
738336.497644484,-0.2572,-0.0322,-0.5717,0.8611
738336.497646638,-0.2623,-0.033,-0.5496,0.8449
738336.497648768,-0.2674,-0.0328,-0.5276,0.8278
738336.497650927,-0.2727,-0.0335,-0.5054,0.8116
738336.497653022,-0.2778,-0.0333,-0.484,0.7951
738336.497655104,-0.2829,-0.0331,-0.4628,0.7788
738336.497657221,-0.2882,-0.0331,-0.4417,0.763
738336.497659296,-0.2937,-0.0338,-0.4199,0.7474
738336.497661397,-0.2992,-0.0336,-0.398,0.7308
738336.497663474,-0.3047,-0.0334,-0.3763,0.7144
738336.497665509,-0.3102,-0.0332,-0.3546,0.698
738336.49766756,-0.3158,-0.0332,-0.3332,0.6822
738336.497669657,-0.3211,-0.033,-0.312,0.6661
738336.497671805,-0.3267,-0.0327,-0.2894,0.6488
738336.497673929,-0.332,-0.0325,-0.2684,0.6329
738336.49767601,-0.3372,-0.0323,-0.2477,0.6172
738336.497678122,-0.3422,-0.0309,-0.2274,0.6005
738336.497680226,-0.347,-0.0307,-0.2081,0.5858
738336.497682278,-0.3517,-0.0305,-0.1894,0.5716
738336.497684423,-0.3566,-0.0294,-0.1708,0.5568
738336.497686506,-0.3612,-0.0292,-0.1531,0.5435
738336.49768856,-0.3658,-0.0288,-0.1355,0.5301
738336.497690587,-0.3705,-0.0279,-0.119,0.5174
738336.497692946,-0.376,-0.0272,-0.0995,0.5027
738336.497695062,-0.3811,-0.0268,-0.0816,0.4895
738336.497697136,-0.3862,-0.0256,-0.0644,0.4762
738336.497699439,-0.3923,-0.0251,-0.0445,0.4619
738336.497701896,-0.3981,-0.0242,-0.024,0.4463
738336.497704087,-0.4035,-0.0238,-0.0055,0.4328
738336.4977063,-0.4084,-0.0233,0.0126,0.4443
738336.497708419,-0.4133,-0.022,0.0299,0.4652
738336.497710647,-0.4178,-0.0216,0.0463,0.4857
738336.497712689,-0.4219,-0.0212,0.0616,0.5047
738336.497714766,-0.4259,-0.021,0.0759,0.5228
738336.497716887,-0.4294,-0.0197,0.0892,0.5383
738336.497719302,-0.4334,-0.019,0.1036,0.556
738336.497721388,-0.4364,-0.0186,0.1148,0.5698
738336.497723406,-0.4391,-0.0184,0.1247,0.5822
738336.497725459,-0.4413,-0.0172,0.1332,0.5917
738336.497727535,-0.443,-0.0169,0.1403,0.6002
738336.497729663,-0.4443,-0.0165,0.146,0.6068
738336.497732121,-0.4452,-0.0156,0.1504,0.6112
738336.497734173,-0.4457,-0.0144,0.1527,0.6128
738336.497736216,-0.4459,-0.0142,0.1538,0.6139
738336.497738274,-0.4457,-0.0129,0.1536,0.6122
738336.497740393,-0.4451,-0.0125,0.1523,0.6099
738336.497742681,-0.4444,-0.0119,0.1496,0.6059
738336.497744678,-0.4435,-0.0108,0.1462,0.6005
738336.497746884,-0.4422,-0.0104,0.1414,0.594
738336.497749115,-0.4404,-0.0097,0.1352,0.5853
738336.497751372,-0.4385,-0.0091,0.1281,0.5757
738336.497753718,-0.4361,-0.0074,0.1195,0.563
738336.497755972,-0.4336,-0.0069,0.1101,0.5506
738336.497758132,-0.4309,-0.0055,0.1006,0.537
738336.497760391,-0.4282,-0.0051,0.0894,0.5227
738336.497762651,-0.4246,-0.0044,0.0773,0.5063
738336.497765006,-0.4211,-0.0029,0.0639,0.4879
738336.497767307,-0.4171,-0.0022,0.0493,0.4686
738336.497769421,-0.4133,-0.0008,0.0355,0.4496
738336.497771462,-0.4095,-0.0004,0.0218,0.4317
738336.497773629,-0.4053,-0.0017,0.0064,0.4134
738336.497775884,-0.4008,-0.0021,-0.0103,0.4132
738336.497778018,-0.3962,-0.0035,-0.0271,0.4268
738336.497780237,-0.3914,-0.0048,-0.0448,0.441
738336.497782419,-0.3864,-0.0062,-0.063,0.4556
738336.497784615,-0.3809,-0.0077,-0.0821,0.4707
738336.497786724,-0.3758,-0.0089,-0.1008,0.4855
738336.497788815,-0.3706,-0.0101,-0.1199,0.5006
738336.497790971,-0.365,-0.0124,-0.1397,0.5171
738336.497793087,-0.3595,-0.0136,-0.1594,0.5325
738336.497795165,-0.3539,-0.0148,-0.1797,0.5484
738336.497797249,-0.3482,-0.017,-0.1996,0.5648
738336.497799537,-0.3421,-0.0184,-0.2216,0.5821
738336.497801854,-0.3357,-0.0209,-0.2443,0.6009
738336.497804161,-0.329,-0.0224,-0.2679,0.6193
738336.497806363,-0.3227,-0.0248,-0.2906,0.6381
738336.49780857,-0.3163,-0.0271,-0.3128,0.6562
738336.497810746,-0.3102,-0.0293,-0.3348,0.6743
738336.497812926,-0.3035,-0.0318,-0.3579,0.6932
738336.497815234,-0.2967,-0.0343,-0.3822,0.7132
738336.497817345,-0.2905,-0.0375,-0.4038,0.7318
738336.497819432,-0.2844,-0.0397,-0.4248,0.7489
738336.497821507,-0.2786,-0.0427,-0.4454,0.7667
738336.497823718,-0.2725,-0.0448,-0.4674,0.7847
738336.497825886,-0.2661,0.0482,-0.4892,0.8035
738336.497828154,-0.26,0.0504,-0.511,0.8214
738336.497830364,-0.2536,0.0537,-0.533,0.8403
738336.497832497,-0.2476,0.0569,-0.5535,0.858
738336.49783474,-0.2416,0.0601,-0.5746,0.8763
738336.497836894,-0.2355,0.0634,-0.595,0.8939
738336.497839015,-0.2299,0.0664,-0.6146,0.9109
738336.497841206,-0.2239,0.0698,-0.6345,0.9282
738336.497843252,-0.2185,0.0728,-0.6529,0.9442
738336.497845387,-0.2132,0.0758,-0.6712,0.9602
738336.497847525,-0.2076,0.079,-0.6898,0.9764
738336.497849616,-0.2024,0.082,-0.7074,0.9918
738336.497851701,-0.1974,0.085,-0.7245,1.0069
738336.497853889,-0.1921,0.0882,-0.7418,1.0221
738336.49785601,-0.1869,0.0914,-0.7585,1.0368
738336.497858191,-0.1821,0.0945,-0.7744,1.051
738336.497860413,-0.1769,0.0978,-0.791,1.0657
738336.497862557,-0.1724,0.1019,-0.8061,1.0804
738336.497864701,-0.1675,0.1053,-0.8213,1.0941
738336.49786674,-0.1632,0.1083,-0.8349,1.1064
738336.497868903,-0.1591,0.1123,-0.8482,1.1196
738336.497871087,-0.1548,0.1155,-0.8612,1.1315
738336.497873301,-0.1508,0.1188,-0.874,1.1436
738336.497875344,-0.1471,0.1228,-0.8853,1.1552
738336.497877518,-0.1436,0.1259,-0.8963,1.1658
738336.497879688,-0.14,0.1301,-0.9067,1.1768
738336.497881917,-0.1366,0.1343,-0.9168,1.1877
738336.497883976,-0.1335,0.1374,-0.9256,1.1965
738336.497886047,-0.1307,0.1414,-0.9337,1.2058
738336.497888113,-0.1282,0.1443,-0.9411,1.2136
738336.497890135,-0.1257,0.1484,-0.9479,1.222
738336.497892237,-0.1232,0.1524,-0.954,1.2296
738336.497894355,-0.1211,0.1565,-0.9596,1.2372
738336.497896428,-0.119,0.1596,-0.9645,1.2431
738336.497898525,-0.1171,0.1636,-0.9686,1.2493
738336.497900655,-0.1154,0.1677,-0.9721,1.2552
738336.497902793,-0.1139,0.1718,-0.9749,1.2606
738336.497904823,-0.1125,0.1759,-0.977,1.2654
738336.497906876,-0.1112,0.18,-0.9784,1.2696
738336.497908947,-0.1104,0.1839,-0.9791,1.2734
738336.497911053,-0.1094,0.188,-0.9793,1.2767
738336.497913181,-0.1087,0.1921,-0.9787,1.2795
738336.497915286,-0.108,0.1963,-0.9775,1.2818
738336.497917487,-0.1076,0.2004,-0.9757,1.2837
738336.497919563,-0.1075,0.2046,-0.9732,1.2853
738336.497921702,-0.1075,0.2097,-0.9701,1.2873
738336.497923841,-0.1075,0.214,-0.9663,1.2878
738336.497925989,-0.1077,0.2181,-0.962,1.2878
738336.497928103,-0.108,0.2234,-0.9571,1.2885
738336.497930136,-0.1087,0.2273,-0.9519,1.2879
738336.497932248,-0.1091,0.2316,-0.9459,1.2866
738336.497934295,-0.1102,0.2366,-0.9396,1.2864
738336.497936704,-0.1111,0.2423,-0.9318,1.2852
738336.497938806,-0.1122,0.2464,-0.9243,1.2829
738336.49794105,-0.1137,0.2517,-0.9157,1.2811
738336.497943285,-0.1149,0.2563,-0.9067,1.2779
738336.49794537,-0.1166,0.2614,-0.8976,1.2756
738336.49794739,-0.1181,0.2666,-0.8886,1.2733
738336.497949522,-0.1199,0.2707,-0.8789,1.2695
738336.497951716,-0.1219,0.2761,-0.8683,1.2663
738336.497953803,-0.1239,0.2802,-0.8579,1.262
738336.497955861,-0.126,0.2854,-0.8474,1.2588
738336.497957961,-0.1281,0.2896,-0.8364,1.2541
738336.497960099,-0.1304,0.295,-0.8246,1.25
738336.497962336,-0.1328,0.2993,-0.8126,1.2447
738336.497964502,-0.1353,0.3037,-0.8,1.239
738336.497966622,-0.1377,0.3091,-0.7875,1.2343
738336.497968662,-0.1403,0.3133,-0.7749,1.2285
738336.497970703,-0.1426,0.3175,-0.7627,1.2228
738336.497972819,-0.1455,0.3217,-0.7496,1.2168
738336.497974938,-0.1482,0.3259,-0.7366,1.2107
738336.497977159,-0.151,0.3305,-0.7223,1.2038
738336.497979291,-0.1538,0.3349,-0.7087,1.1974
738336.49798145,-0.1566,0.3383,-0.6949,1.1898
738336.497983887,-0.16,0.3431,-0.6794,1.1825
738336.497986141,-0.163,0.3477,-0.665,1.1757
738336.497988311,-0.1661,0.3511,-0.6509,1.1681
738336.497990621,-0.1693,0.3558,-0.6363,1.1614
738336.49799278,-0.1721,0.3594,-0.6225,1.154
738336.497995016,-0.1755,0.3628,-0.6083,1.1466
738336.49799726,-0.1787,0.3674,-0.594,1.1401
738336.497999389,-0.1817,0.3699,-0.5807,1.1323
738336.498001559,-0.1848,0.3735,-0.5669,1.1252
738336.498003796,-0.1881,0.3771,-0.5528,1.118
738336.498005979,-0.1912,0.3795,-0.5393,1.11
738336.498008169,-0.1945,0.382,-0.5257,1.1022
738336.49801035,-0.1974,0.3856,-0.5123,1.0953
738336.498012569,-0.2006,0.3872,-0.4985,1.0863
738336.498014708,-0.2037,0.3897,-0.4853,1.0787
738336.498016894,-0.2069,0.3921,-0.472,1.071
738336.498019146,-0.2098,0.3948,-0.4586,1.0632
738336.498021349,-0.2125,0.3966,-0.4452,1.0543
738336.498023489,-0.2153,0.398,-0.4328,1.0461
738336.498025616,-0.218,0.4005,-0.4206,1.0391
738336.498027661,-0.2203,0.4019,-0.4091,1.0313
738336.498029646,-0.2226,0.4032,-0.3984,1.0242
738336.498031758,-0.2248,0.4057,-0.3875,1.018
738336.49803388,-0.227,0.4071,-0.377,1.0111
738336.498035963,-0.2292,0.4084,-0.367,1.0046
738336.498038159,-0.2312,0.41,-0.3567,0.9979
738336.498040249,-0.233,0.4114,-0.3475,0.9919
738336.498042355,-0.2347,0.4139,-0.3388,0.9874
738336.498044406,-0.2364,0.4154,-0.3304,0.9822
738336.498046556,-0.2379,0.4168,-0.3224,0.9771
738336.498048734,-0.2395,0.4193,-0.3148,0.9736
738336.49805088,-0.2408,0.421,-0.3075,0.9693
738336.498052945,-0.2421,0.4224,-0.3009,0.9654
738336.498055139,-0.2431,0.4251,-0.2946,0.9628
738336.498057229,-0.2441,0.4266,-0.289,0.9597
738336.498059371,-0.2449,0.428,-0.2838,0.9567
738336.498061517,-0.2457,0.4307,-0.2789,0.9553
738336.498063608,-0.2463,0.4322,-0.2747,0.9532
738336.498065793,-0.2469,0.4347,-0.2708,0.9524
738336.498067928,-0.2472,0.4374,-0.2673,0.9519
738336.498070064,-0.2472,0.4391,-0.2644,0.9507
738336.498072207,-0.2475,0.4416,-0.2619,0.951
738336.498074294,-0.2475,0.4441,-0.2599,0.9515
738336.4980764,-0.2475,0.4466,-0.2583,0.9524
738336.498078502,-0.2472,0.4491,-0.2572,0.9535
738336.498080718,-0.2468,0.4508,-0.2564,0.954
738336.498082855,-0.2463,0.4535,-0.2561,0.9559
738336.498084992,-0.2456,0.4562,-0.2563,0.9581
738336.498087181,-0.245,0.4587,-0.2569,0.9606
738336.498089385,-0.2441,0.4614,-0.258,0.9635
738336.498091673,-0.2431,0.4643,-0.2596,0.967
738336.498093912,-0.2422,0.4669,-0.2617,0.9708
738336.498096279,-0.2409,0.47,-0.2645,0.9754
738336.498098687,-0.2393,0.4731,-0.2677,0.9801
738336.498100868,-0.2378,0.4761,-0.2713,0.9852
738336.498103013,-0.2362,0.4788,-0.275,0.99
738336.49810518,-0.2347,0.4803,-0.279,0.994
738336.498107214,-0.2329,0.4828,-0.283,0.9987
738336.49810937,-0.2312,0.4844,-0.2876,1.0032
738336.498111562,-0.2292,0.4871,-0.2923,1.0086
738336.498113844,-0.2272,0.4888,-0.2976,1.0136
738336.498116086,-0.2248,0.4907,-0.3031,1.0186
738336.498118306,-0.2226,0.4924,-0.3087,1.0237
738336.49812064,-0.2201,0.4944,-0.3149,1.0294
738336.498122944,-0.2179,0.4959,-0.321,1.0348
738336.498125324,-0.2151,0.498,-0.328,1.0411
738336.498127459,-0.2125,0.4997,-0.3346,1.0468
738336.498129669,-0.2098,0.5015,-0.3415,1.0528
738336.498131849,-0.2072,0.503,-0.3484,1.0586
738336.498133924,-0.2046,0.5045,-0.3553,1.0644
738336.498136071,-0.2019,0.505,-0.3623,1.0692
738336.498138327,-0.1991,0.5068,-0.3698,1.0757
738336.498140538,-0.1961,0.5085,-0.3773,1.0819
738336.498142865,-0.1932,0.5092,-0.3853,1.0877
738336.498145084,-0.1902,0.5109,-0.3933,1.0944
738336.498147245,-0.1873,0.5125,-0.401,1.1008
738336.498149339,-0.1841,0.5132,-0.4089,1.1062
738336.498151408,-0.1813,0.5145,-0.4165,1.1123
738336.498153721,-0.1781,0.5152,-0.4251,1.1184
738336.498155867,-0.1748,0.517,-0.4334,1.1252
738336.498158113,-0.1718,0.5185,-0.4418,1.1321
738336.498160379,-0.1685,0.5192,-0.4507,1.1384
738336.498162477,-0.1654,0.5208,-0.4591,1.1453
738336.498164604,-0.1622,0.5213,-0.4674,1.1509
738336.498166724,-0.1591,0.5228,-0.4756,1.1575
738336.498169043,-0.1558,0.5235,-0.4846,1.1639
738336.498171119,-0.1526,0.5251,-0.4928,1.1705
738336.498173167,-0.1497,0.5254,-0.501,1.1761
738336.498175379,-0.1463,0.5271,-0.5093,1.1827
738336.498177578,-0.1433,0.5276,-0.5176,1.1885
738336.498179795,-0.1403,0.5282,-0.526,1.1945
738336.498181953,-0.1372,0.5289,-0.5343,1.2004
738336.498184095,-0.1346,0.5302,-0.5421,1.2069
738336.498186228,-0.1317,0.5297,-0.5499,1.2113
738336.498188324,-0.1292,0.53,-0.557,1.2162
738336.498190581,-0.1263,0.5307,-0.5646,1.2216
738336.498192839,-0.1235,0.5304,-0.5716,1.2255
738336.49819499,-0.121,0.5309,-0.5782,1.2301
738336.498197267,-0.1184,0.5306,-0.5848,1.2338
738336.498199432,-0.116,0.53,-0.5905,1.2365
738336.498201732,-0.1135,0.5297,-0.5961,1.2393
738336.498203928,-0.1112,0.5291,-0.6012,1.2415
738336.49820609,-0.109,0.5275,-0.6059,1.2424
738336.498208327,-0.1066,0.5272,-0.6105,1.2443
738336.498210476,-0.1045,0.5266,-0.6147,1.2458
738336.498212575,-0.1025,0.5248,-0.6184,1.2457
738336.498214691,-0.1007,0.5241,-0.6219,1.2467
738336.498216903,-0.0987,0.5235,-0.6254,1.2476
738336.498219028,-0.0967,0.5219,-0.6287,1.2473
738336.498221089,-0.0949,0.5212,-0.6316,1.2477
738336.498223275,-0.093,0.5196,-0.6346,1.2472
738336.498225488,-0.0911,0.518,-0.6374,1.2465
738336.498227744,-0.0895,0.5174,-0.64,1.2469
738336.498229974,-0.0878,0.5158,-0.6425,1.2461
738336.4982321,-0.0861,0.5142,-0.6447,1.245
738336.498234216,-0.0846,0.5124,-0.6466,1.2436
738336.49823636,-0.0829,0.5118,-0.6484,1.2431
738336.498238618,-0.0812,0.5093,-0.6501,1.2406
738336.498240899,-0.0796,0.5079,-0.6516,1.2391
738336.498243042,-0.0784,0.5071,-0.6528,1.2383
738336.498245301,-0.0767,0.5057,-0.6539,1.2363
738336.498247443,-0.0755,0.5039,-0.6548,1.2342
738336.498249613,-0.0741,0.5023,-0.6556,1.232
738336.498251795,-0.0729,0.5017,-0.6562,1.2308
738336.498253966,-0.0715,0.5001,-0.6567,1.2283
738336.498256351,-0.0703,0.4986,-0.6571,1.226
738336.49825851,-0.0691,0.497,-0.6572,1.2233
738336.498260865,-0.0681,0.4956,-0.6572,1.2209
738336.498263062,-0.067,0.495,-0.6571,1.2191
738336.498265398,-0.0658,0.4938,-0.6567,1.2163
738336.498267561,-0.0647,0.4921,-0.6562,1.213
738336.498269694,-0.064,0.4914,-0.6555,1.2109
738336.498271843,-0.0633,0.4895,-0.6547,1.2075
