time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738297.519472073,-0.1308,-0.0082,-0.4078,0.5468
738297.519474352,-0.131,-0.0087,-0.5307,0.6704
738297.519476543,-0.1314,-0.0095,-0.5753,0.7162
738297.519478822,-0.1315,-0.0098,-0.5803,0.7216
738297.519481039,-0.1318,-0.0106,-0.5684,0.7108
738297.519483261,-0.1321,-0.0111,-0.5511,0.6943
738297.51948554,-0.1325,-0.0117,-0.5348,0.679
738297.51948772,-0.1326,-0.0113,-0.5222,0.6661
738297.519489961,-0.133,-0.0119,-0.5127,0.6576
738297.519492231,-0.1334,-0.0124,-0.5062,0.652
738297.519494437,-0.1339,-0.0131,-0.5017,0.6487
738297.519496659,-0.1343,-0.0137,-0.4981,0.6461
738297.519498914,-0.1347,-0.0143,-0.495,0.644
738297.519501217,-0.135,-0.0139,-0.492,0.6409
738297.519503499,-0.1353,-0.0143,-0.4889,0.6385
738297.519505769,-0.1355,-0.0148,-0.4858,0.6361
738297.519507926,-0.1359,-0.0156,-0.4828,0.6343
738297.519510255,-0.1361,-0.015,-0.4795,0.6306
738297.519512602,-0.1362,-0.0154,-0.4764,0.628
738297.519514855,-0.1363,-0.016,-0.4735,0.6258
738297.519517145,-0.1365,-0.0166,-0.4706,0.6237
738297.519519405,-0.1365,-0.0162,-0.468,0.6207
738297.519521622,-0.1365,-0.0168,-0.4656,0.6189
738297.51952385,-0.1364,-0.0164,-0.4635,0.6163
738297.519526134,-0.1364,-0.0169,-0.4614,0.6147
738297.519528421,-0.136,-0.0164,-0.4597,0.6121
738297.519530654,-0.1359,-0.017,-0.4582,0.6111
738297.519532753,-0.1356,-0.0168,-0.4569,0.6093
738297.519534883,-0.1353,-0.0166,-0.4559,0.6078
738297.519537056,-0.135,-0.0173,-0.4554,0.6077
738297.519539275,-0.1346,-0.0169,-0.4555,0.607
738297.519541492,-0.1344,-0.0167,-0.4564,0.6075
738297.519543758,-0.1339,-0.0173,-0.4582,0.6094
738297.519545961,-0.1333,-0.0168,-0.4609,0.611
738297.519548204,-0.1329,-0.0166,-0.4646,0.6141
738297.519550527,-0.1323,-0.016,-0.4698,0.6181
738297.519552735,-0.1319,-0.0158,-0.4755,0.6232
738297.519554918,-0.1313,-0.0155,-0.482,0.6288
738297.519557213,-0.1308,-0.0151,-0.4893,0.6352
738297.519559438,-0.1303,-0.0147,-0.4975,0.6425
738297.519561693,-0.1299,-0.0143,-0.5071,0.6513
738297.519563961,-0.1295,-0.014,-0.5185,0.662
738297.519566195,-0.1291,-0.0136,-0.5322,0.6749
738297.519568396,-0.1289,-0.0125,-0.5492,0.6906
738297.519570645,-0.1288,-0.0121,-0.5713,0.7122
738297.519572934,-0.1289,-0.0117,-0.5973,0.7379
738297.519575177,-0.1293,-0.0106,-0.6257,0.7656
738297.519577466,-0.1296,-0.0102,-0.6551,0.7949
738297.519579763,-0.1303,-0.0089,-0.6847,0.8239
738297.519582062,-0.1311,-0.0085,-0.7114,0.851
738297.519584302,-0.1321,-0.0074,-0.7339,0.8734
738297.519586556,-0.1333,-0.006,-0.754,0.8933
738297.519588855,-0.1348,-0.0049,-0.7706,0.9103
738297.519591162,-0.1363,-0.0045,-0.7842,0.925
738297.519593461,-0.1379,-0.0032,-0.7945,0.9356
738297.519595744,-0.1397,-0.0019,-0.8021,0.9437
738297.519597923,-0.1416,-0.0007,-0.8069,0.9492
738297.519600295,-0.1437,-0.0008,-0.8096,0.9541
738297.51960264,-0.146,-0.0019,-0.8099,0.9578
738297.519604852,-0.1483,-0.0033,-0.8081,0.9597
738297.519607122,-0.1508,-0.0046,-0.8045,0.9599
738297.519609492,-0.1534,-0.0059,-0.7993,0.9586
738297.519611756,-0.156,-0.0073,-0.7928,0.9561
738297.519614049,-0.1587,-0.0095,-0.7853,0.9535
738297.519616368,-0.1615,-0.0109,-0.7769,0.9493
738297.519618615,-0.1643,-0.0122,-0.7681,0.9446
738297.519620925,-0.1673,-0.0136,-0.7586,0.9395
738297.519623265,-0.1703,-0.0158,-0.749,0.9351
738297.519625622,-0.1734,-0.0172,-0.739,0.9296
738297.519627977,-0.1764,-0.0187,-0.7288,0.9239
738297.519630321,-0.1794,-0.0202,-0.7189,0.9185
738297.519632632,-0.1822,-0.0225,-0.7096,0.9143
738297.519634968,-0.1852,-0.0238,-0.7003,0.9093
738297.519637293,-0.1878,-0.0254,-0.6914,0.9046
738297.519639581,-0.1903,-0.0267,-0.6832,0.9002
738297.519641908,-0.1929,-0.0281,-0.6753,0.8963
738297.519644501,-0.1953,-0.0299,-0.6673,0.8925
738297.51964678,-0.1975,-0.0313,-0.6607,0.8895
738297.519649156,-0.1995,-0.0319,-0.6545,0.8859
738297.519651471,-0.2015,-0.0332,-0.6491,0.8838
738297.5196538,-0.2034,-0.0336,-0.6442,0.8812
738297.51965621,-0.2051,-0.0351,-0.6397,0.8799
738297.519658649,-0.2066,-0.0359,-0.6355,0.878
738297.519661086,-0.2081,-0.0365,-0.632,0.8766
738297.519663451,-0.2094,-0.0361,-0.6288,0.8743
738297.519665873,-0.2108,-0.0367,-0.626,0.8735
738297.51966836,-0.2121,-0.0365,-0.6234,0.872
738297.519670691,-0.2135,-0.0369,-0.6213,0.8717
738297.519673128,-0.2146,-0.0365,-0.6194,0.8705
738297.519675515,-0.2156,0.0372,-0.6177,0.8705
738297.519677932,-0.2169,0.0367,-0.6161,0.8697
738297.519680309,-0.218,0.0363,-0.6146,0.8689
738297.519682595,-0.2188,0.0358,-0.6135,0.8681
738297.519684988,-0.2196,0.0354,-0.6126,0.8676
738297.519687404,-0.2204,0.035,-0.6121,0.8675
738297.519689864,-0.2211,0.0346,-0.6119,0.8676
738297.519692419,-0.2218,0.0344,-0.6122,0.8684
738297.519694762,-0.2221,0.0342,-0.6129,0.8692
738297.519697056,-0.2224,0.0336,-0.6141,0.8701
738297.519699468,-0.2228,0.0331,-0.6157,0.8716
738297.51970206,-0.2227,0.0321,-0.618,0.8728
