time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738193.820270839,-0.2313,-0.1252,0.233,0.5895
738193.820272789,-0.2331,-0.1254,-1.191,1.5495
738193.820275082,-0.2365,-0.1255,-2.0763,2.4383
738193.820277404,-0.2401,-0.1255,-2.2314,2.597
738193.820279731,-0.2445,-0.1254,-2.0349,2.4048
738193.820282037,-0.2491,-0.1247,-1.7053,2.0791
738193.820284385,-0.2545,-0.1248,-1.3202,1.6995
738193.820286751,-0.2599,-0.1249,-0.9601,1.3449
738193.820288986,-0.266,-0.1252,-0.6737,1.0649
738193.820291673,-0.2738,-0.125,-0.3956,0.7944
738193.820294012,-0.2799,-0.1242,-0.1599,0.564
738193.820296298,-0.2862,-0.1243,0.034,0.4445
738193.820298619,-0.2934,-0.1244,0.152,0.5698
738193.820300943,-0.301,-0.1236,0.1703,0.5949
738193.820303231,-0.308,-0.1239,0.1261,0.558
738193.820305572,-0.3158,-0.1239,0.066,0.5057
738193.820307893,-0.3231,-0.1232,0.0328,0.4791
738193.820310179,-0.3318,-0.1224,0.0178,0.472
738193.820312524,-0.3397,-0.1224,-0.0231,0.4852
738193.820314863,-0.348,-0.1214,-0.0938,0.5632
738193.82031711,-0.3554,-0.1208,-0.1329,0.6091
738193.82031943,-0.3618,-0.12,-0.1144,0.5962
738193.820321772,-0.3669,-0.1198,-0.0705,0.5572
738193.820324051,-0.3718,-0.119,-0.0662,0.557
738193.820326379,-0.3744,-0.118,-0.077,0.5694
738193.820328684,-0.3759,-0.117,-0.0561,0.549
738193.820331033,-0.3766,-0.1151,-0.0295,0.5212
738193.820333565,-0.3754,-0.1142,-0.042,0.5316
738193.820336144,-0.3727,-0.1136,-0.0599,0.5462
738193.820338724,-0.3695,-0.1123,-0.0364,0.5182
738193.820341289,-0.3659,-0.111,0.0188,0.4957
738193.820343908,-0.3626,-0.1097,0.0445,0.5168
738193.820346439,-0.3601,-0.1083,0.0039,0.4723
738193.820349024,-0.3585,-0.107,-0.0684,0.5339
738193.820351575,-0.3575,-0.1056,-0.1062,0.5693
738193.82035419,-0.3573,-0.1042,-0.1002,0.5617
738193.820356736,-0.3583,-0.1019,-0.105,0.5652
738193.820359294,-0.36,-0.1006,-0.1485,0.6091
738193.820361721,-0.3626,-0.0991,-0.1882,0.6499
738193.820364424,-0.3663,-0.098,-0.1847,0.649
738193.820366757,-0.3706,-0.0957,-0.1539,0.6202
738193.820369149,-0.3754,-0.0947,-0.141,0.6111
738193.820371375,-0.3808,-0.0928,-0.1482,0.6218
738193.820373713,-0.387,-0.0916,-0.1601,0.6387
738193.820376051,-0.3936,-0.091,-0.1531,0.6377
738193.820378304,-0.4006,-0.0892,-0.1046,0.5944
738193.82038062,-0.4075,-0.0882,-0.0111,0.5068
738193.820382975,-0.4157,-0.0872,0.0854,0.5883
738193.820385244,-0.4228,-0.0864,0.1292,0.6384
738193.82038761,-0.4305,-0.0852,0.1736,0.6893
738193.820389883,-0.438,-0.0834,0.241,0.7624
738193.820392187,-0.445,-0.0822,0.3014,0.8286
738193.820394504,-0.452,-0.0811,0.3305,0.8636
738193.820396851,-0.459,-0.0799,0.3558,0.8947
738193.820399134,-0.4658,-0.0787,0.4102,0.9547
738193.82040145,-0.4717,-0.0766,0.5117,1.06
738193.82040381,-0.4768,-0.0754,0.6561,1.2083
738193.820406082,-0.4814,-0.0741,0.7824,1.3379
738193.820408399,-0.4849,-0.0721,0.8407,1.3977
738193.820410731,-0.4882,-0.0708,0.8937,1.4527
738193.820413101,-0.4911,-0.0685,0.9271,1.4867
738193.820415371,-0.4929,-0.0662,0.9069,1.466
738193.820417664,-0.4949,-0.0648,0.878,1.4377
738193.820420033,-0.4961,-0.0627,0.8871,1.4459
738193.820422326,-0.4962,-0.0604,0.9056,1.4622
738193.82042461,-0.4962,-0.0582,0.8942,1.4486
738193.820427329,-0.4951,-0.0565,0.8821,1.4337
738193.820430098,-0.4934,-0.0537,0.9427,1.4898
738193.820432799,-0.4912,-0.052,1.027,1.5702
738193.820435398,-0.4891,-0.0498,1.0506,1.5895
738193.820437733,-0.4868,-0.0472,1.024,1.558
738193.820440176,-0.4847,-0.0458,0.9933,1.5238
738193.82044274,-0.4823,-0.0436,0.973,1.4989
738193.820445147,-0.4794,-0.0408,0.9331,1.4533
738193.820447749,-0.4766,-0.0383,0.8669,1.3818
738193.820450094,-0.4737,-0.0358,0.8004,1.3099
738193.820452453,-0.47,-0.0334,0.7785,1.2819
738193.820455098,-0.4651,-0.0305,0.7814,1.277
738193.82045748,-0.4605,-0.0282,0.7741,1.2628
738193.820460129,-0.4559,-0.0258,0.7337,1.2154
738193.820462821,-0.4505,-0.0231,0.6651,1.1387
738193.820465135,-0.4458,-0.0197,0.621,1.0865
738193.820467786,-0.4417,-0.0173,0.6326,1.0916
738193.820470203,-0.4371,-0.0136,0.654,1.1047
738193.820472842,-0.4333,-0.0109,0.6342,1.0784
738193.820475262,-0.4301,-0.0085,0.6128,1.0514
738193.820477851,-0.4262,-0.005,0.6311,1.0623
738193.820480519,-0.423,-0.0023,0.6247,1.05
738193.820483385,-0.4197,-0.0017,0.5635,0.9849
738193.820486027,-0.4172,-0.0045,0.5337,0.9554
738193.820488642,-0.415,-0.0074,0.5322,0.9546
738193.820490961,-0.4134,-0.0107,0.5109,0.935
738193.820493361,-0.4124,-0.0141,0.4717,0.8982
738193.820495952,-0.4121,-0.0169,0.4656,0.8946
738193.820498286,-0.4115,-0.0201,0.5266,0.9582
738193.820500954,-0.4102,-0.0226,0.6263,1.0591
738193.820503287,-0.4085,-0.0264,0.7114,1.1463
738193.820505967,-0.4067,-0.0299,0.7567,1.1933
738193.820508003,-0.4043,-0.033,0.788,1.2253
738193.820510252,-0.4011,-0.0362,0.8501,1.2874
738193.820513026,-0.397,-0.0399,0.946,1.3829
738193.820515757,-0.3923,-0.0435,0.9797,1.4155
738193.820518328,-0.3878,-0.0474,0.9558,1.391
738193.820520689,-0.3836,-0.051,0.9177,1.3523
738193.820523025,-0.3801,0.0541,0.866,1.3002
738193.820525283,-0.3765,0.0565,0.8012,1.2342
738193.820527622,-0.3735,0.06,0.7229,1.1564
738193.820529855,-0.3712,0.0621,0.6522,1.0855
738193.820532236,-0.3689,0.0644,0.6141,1.0474
738193.820534892,-0.3665,0.0668,0.6323,1.0656
738193.820537212,-0.3646,0.0685,0.6763,1.1094
738193.820539552,-0.3628,0.071,0.6833,1.1171
738193.82054222,-0.3609,0.0724,0.6673,1.1006
738193.820544526,-0.3597,0.0735,0.6853,1.1185
738193.82054683,-0.3586,0.0748,0.7271,1.1605
738193.82054917,-0.3572,0.0752,0.7484,1.1808
738193.820551463,-0.3563,0.0765,0.7322,1.165
738193.820553835,-0.3553,0.0768,0.7084,1.1405
738193.82055613,-0.354,0.0772,0.7098,1.141
738193.82055883,-0.3531,0.0781,0.7131,1.1443
738193.820561911,-0.3516,0.0789,0.6831,1.1136
738193.820564256,-0.35,0.0788,0.6923,1.1211
738193.820566917,-0.3484,0.0805,0.7247,1.1536
738193.820569283,-0.3463,0.0811,0.7182,1.1456
738193.820571936,-0.3442,0.0818,0.7046,1.1306
738193.820574311,-0.3416,0.0823,0.7187,1.1426
738193.820577322,-0.3385,0.0832,0.722,1.1437
738193.820579736,-0.336,0.0847,0.666,1.0867
738193.820581992,-0.3336,0.0851,0.5862,1.0049
738193.820584631,-0.3312,0.0868,0.5365,0.9545
738193.820587336,-0.3292,0.0878,0.5405,0.9575
738193.820590019,-0.3267,0.0891,0.5419,0.9577
738193.820592366,-0.325,0.0896,0.505,0.9196
738193.820594658,-0.3236,0.09,0.464,0.8776
738193.820596957,-0.3223,0.0904,0.4511,0.8638
738193.820599291,-0.3212,0.0905,0.4739,0.8856
738193.820601603,-0.3202,0.0899,0.5112,0.9213
738193.820603955,-0.3193,0.0893,0.5228,0.9314
738193.820606603,-0.3181,0.089,0.5087,0.9158
738193.820608927,-0.3168,0.0884,0.5177,0.9229
738193.820611254,-0.3153,0.0871,0.5603,0.9627
738193.820613572,-0.314,0.0855,0.5758,0.9753
738193.820615869,-0.3123,0.0848,0.5456,0.9427
738193.820618174,-0.3108,0.0828,0.5177,0.9113
738193.820620746,-0.3092,0.0814,0.5328,0.9234
738193.820623321,-0.3065,0.0801,0.5806,0.9672
738193.820625898,-0.3035,0.0788,0.5983,0.9806
738193.820628468,-0.3002,0.0766,0.5812,0.958
738193.820631042,-0.2966,0.0751,0.5889,0.9606
738193.820633599,-0.2921,0.0738,0.6387,1.0046
738193.820636175,-0.288,0.0724,0.6686,1.029
738193.820638773,-0.2833,0.0701,0.641,0.9944
738193.820641306,-0.2783,0.0688,0.5785,0.9256
738193.820643897,-0.2738,0.0673,0.5103,0.8514
738193.820646446,-0.2695,0.066,0.4543,0.7898
738193.820649021,-0.2656,0.0645,0.3979,0.728
738193.820651604,-0.2619,0.0643,0.3212,0.6474
738193.820654162,-0.2595,0.0628,0.2594,0.5817
738193.820656749,-0.2564,0.0613,0.2475,0.5652
738193.820659356,-0.2543,0.06,0.2237,0.538
738193.820661876,-0.2527,0.0595,0.1858,0.498
738193.820664454,-0.2511,0.058,0.1856,0.4947
738193.82066703,-0.2502,0.0576,0.2188,0.5266
738193.820669602,-0.2495,0.0563,0.2411,0.5469
738193.820672155,-0.2496,0.0558,0.2204,0.5258
738193.820674725,-0.2507,0.0543,0.1908,0.4958
738193.820677321,-0.2528,0.0538,0.1725,0.4791
738193.820679864,-0.2553,0.0533,0.1689,0.4775
738193.820682448,-0.2586,0.0528,0.1638,0.4752
738193.820685008,-0.2628,0.0525,0.129,0.4443
738193.820687593,-0.2684,0.0511,0.0708,0.3903
738193.820690164,-0.274,0.0506,0.0886,0.4132
738193.820692725,-0.2803,0.0501,0.1775,0.5079
738193.820695289,-0.2859,0.0508,0.2805,0.6172
738193.820697891,-0.292,0.0503,0.4215,0.7638
738193.820700429,-0.2979,0.0498,0.5997,0.9474
738193.820703006,-0.3032,0.0493,0.7589,1.1114
738193.820705582,-0.3084,0.0501,0.8543,1.2128
738193.820708156,-0.3142,0.0496,0.886,1.2498
738193.820710714,-0.3199,0.0501,0.9156,1.2856
738193.820713304,-0.3256,0.0496,0.9749,1.3501
738193.820715873,-0.3314,0.0503,0.9885,1.3702
738193.820718454,-0.3367,0.0498,0.967,1.3535
738193.820721016,-0.3423,0.0506,0.9661,1.359
738193.820723578,-0.3475,0.0501,0.9631,1.3607
738193.820726148,-0.3527,0.0506,0.9201,1.3234
738193.820728717,-0.3579,0.0512,0.8249,1.234
738193.820731298,-0.3628,0.0507,0.6988,1.1123
738193.820733871,-0.368,0.0512,0.5787,0.9979
738193.820736428,-0.3725,0.0519,0.5308,0.9552
738193.820739012,-0.3766,0.0514,0.5521,0.9801
738193.820741581,-0.3806,0.052,0.5762,1.0088
738193.820744149,-0.384,0.0525,0.5661,1.0026
738193.820746723,-0.3866,0.0522,0.5768,1.0156
738193.820749285,-0.3889,0.0528,0.6405,1.0822
738193.82075186,-0.3892,0.0523,0.6733,1.1148
738193.820754432,-0.3891,0.0528,0.6782,1.1201
738193.820757017,-0.3874,0.0534,0.6899,1.1307
738193.820759571,-0.3844,0.0529,0.6577,1.095
738193.820762132,-0.3811,0.0534,0.5336,0.9681
738193.820764719,-0.3772,0.054,0.3579,0.7891
738193.820767276,-0.3729,0.0545,0.2128,0.6402
738193.820769858,-0.3684,0.0551,0.1138,0.5373
738193.82077242,-0.3638,0.0565,0.0205,0.4408
738193.820774998,-0.3587,0.057,-0.0838,0.4995
738193.820777566,-0.3545,0.0574,-0.1567,0.5686
738193.820780128,-0.3503,0.0579,-0.1579,0.5661
738193.820782695,-0.346,0.0583,-0.1236,0.5279
738193.820785273,-0.3426,0.0586,-0.1207,0.5219
738193.820787842,-0.3398,0.058,-0.1306,0.5284
738193.820790422,-0.3369,0.0575,-0.0996,0.494
738193.820792973,-0.3352,0.0558,-0.0441,0.4351
738193.820795549,-0.3343,0.0551,-0.0214,0.4108
738193.820798115,-0.3341,0.0523,-0.051,0.4374
738193.820800694,-0.3344,0.0504,-0.1017,0.4865
738193.820803265,-0.3354,0.0476,-0.1343,0.5173
738193.820805841,-0.3365,0.0448,-0.1381,0.5194
738193.820808413,-0.3373,0.041,-0.1373,0.5156
738193.820811001,-0.3388,0.0382,-0.1628,0.5398
738193.820813606,-0.3405,0.0344,-0.1924,0.5673
738193.820816134,-0.342,0.0304,-0.1843,0.5567
738193.8208187,-0.3428,0.0265,-0.1462,0.5155
738193.820821307,-0.3436,0.0225,-0.1214,0.4875
738193.820823862,-0.3436,0.0186,-0.1323,0.4945
738193.820826425,-0.3426,-0.0137,-0.1445,0.5008
738193.820829013,-0.3406,-0.0098,-0.1111,0.4615
738193.820831559,-0.3379,-0.0058,-0.0413,0.385
738193.820834152,-0.3337,-0.0008,0.0298,0.3643
738193.8208367,-0.3291,-0.0033,0.0661,0.3985
738193.820839254,-0.3243,-0.0073,0.0499,0.3815
738193.82084184,-0.32,-0.0112,0.0167,0.3479
738193.820844399,-0.316,-0.0153,0.0246,0.3559
738193.82084698,-0.3115,-0.0192,0.0303,0.361
738193.820849564,-0.3085,-0.0233,-0.0283,0.3601
738193.820852125,-0.3054,-0.0274,-0.119,0.4518
738193.820854706,-0.303,-0.0316,-0.1807,0.5153
738193.820857277,-0.3014,-0.0357,-0.2416,0.5787
738193.82085984,-0.3001,-0.0387,-0.3346,0.6734
738193.820862414,-0.3006,-0.0429,-0.4195,0.763
738193.820864976,-0.3015,-0.0468,-0.4546,0.8029
738193.820867566,-0.3032,-0.0499,-0.4474,0.8005
738193.820870159,-0.3064,-0.054,-0.4456,0.806
738193.820872701,-0.3104,-0.0571,-0.4488,0.8163
738193.820875276,-0.3149,-0.0602,-0.4106,0.7857
738193.820877832,-0.3202,-0.0643,-0.3263,0.7108
738193.820880396,-0.3264,-0.0674,-0.227,0.6208
738193.820882977,-0.3332,-0.0716,-0.1533,0.5581
738193.820885577,-0.3407,-0.0745,-0.1303,0.5455
738193.820888111,-0.3483,-0.0787,-0.1506,0.5776
738193.82089068,-0.3571,-0.0829,-0.1745,0.6145
738193.820893271,-0.3658,-0.086,-0.1929,0.6447
738193.820895815,-0.3741,-0.09,-0.2516,0.7157
738193.8208984,-0.3837,-0.0931,-0.3394,0.8162
738193.820900967,-0.3932,-0.0973,-0.3996,0.8901
738193.820903571,-0.4026,-0.1015,-0.3984,0.9025
738193.820906109,-0.4114,-0.1045,-0.3343,0.8502
738193.820908694,-0.4202,-0.1087,-0.2421,0.771
738193.820911267,-0.4289,-0.1118,-0.175,0.7157
738193.820913816,-0.4373,-0.1159,-0.1698,0.723
738193.820916388,-0.4466,-0.119,-0.1677,0.7333
738193.820918966,-0.4561,-0.122,-0.1233,0.7014
738193.820921538,-0.4653,-0.1252,-0.0662,0.6567
738193.820924113,-0.4746,-0.1282,-0.0351,0.6379
738193.82092668,-0.4841,-0.1313,-0.0076,0.623
738193.820929241,-0.4928,-0.1345,0.0457,0.673
738193.8209318,-0.5016,-0.1364,0.0803,0.7183
738193.820934384,-0.5102,-0.1396,0.0974,0.7472
738193.82093694,-0.5189,-0.1426,0.136,0.7975
738193.820939529,-0.5273,-0.1447,0.2063,0.8783
738193.82094209,-0.5347,-0.1477,0.3031,0.9855
738193.820944671,-0.5406,-0.1498,0.3841,1.0745
738193.82094725,-0.5446,-0.1518,0.4135,1.1099
738193.820949839,-0.5475,-0.1539,0.3837,1.0851
738193.820952385,-0.5498,-0.156,0.3361,1.0419
738193.820954969,-0.551,-0.159,0.3087,1.0187
738193.820957515,-0.5514,-0.1601,0.2932,1.0047
738193.820960088,-0.5518,-0.1622,0.2486,0.9626
738193.820962651,-0.5521,-0.1643,0.1823,0.8987
738193.820965231,-0.5526,-0.1665,0.1443,0.8634
738193.820967785,-0.5534,-0.1686,0.165,0.887
738193.820970359,-0.5547,-0.1718,0.2035,0.93
738193.820972923,-0.5559,-0.1749,0.1902,0.921
738193.820975453,-0.5571,-0.1772,0.1421,0.8764
738193.820978019,-0.5586,-0.1805,0.1154,0.8545
738193.820980583,-0.5598,-0.1839,0.1477,0.8914
738193.820982931,-0.5596,-0.1876,0.2004,0.9476
738193.820985482,-0.5598,-0.1919,0.2342,0.9859
738193.820988042,-0.5592,-0.1965,0.2734,1.0291
738193.820990622,-0.5569,-0.2008,0.3446,1.1023
738193.820993085,-0.5548,-0.2049,0.3935,1.1532
738193.820995641,-0.5507,-0.21,0.408,1.1687
738193.820998211,-0.5464,-0.2144,0.406,1.1668
738193.821000765,-0.5416,-0.2178,0.3986,1.158
738193.821003083,-0.5361,-0.2215,0.3406,1.0982
738193.821005656,-0.5313,-0.2263,0.2177,0.9753
738193.821007971,-0.5267,-0.23,0.095,0.8517
738193.821010542,-0.5219,-0.2346,0.0001,0.7566
738193.821013138,-0.5172,-0.2381,-0.0484,0.8037
738193.821015716,-0.513,-0.2427,-0.0824,0.8381
738193.821018255,-0.5096,-0.2473,-0.1346,0.8915
738193.821020852,-0.5066,-0.2509,-0.1909,0.9484
738193.821023408,-0.5039,-0.2555,-0.2254,0.9848
738193.821025997,-0.5016,-0.259,-0.2098,0.9704
738193.821028577,-0.4998,-0.2637,-0.143,0.9065
738193.821031142,-0.4985,-0.2674,-0.0787,0.8446
738193.821033688,-0.4973,-0.2709,-0.0777,0.8459
738193.821036248,-0.4971,-0.2745,-0.1177,0.8893
738193.821038558,-0.4971,-0.2786,-0.1473,0.923
738193.82104091,-0.497,-0.2814,-0.1786,0.957
738193.821043454,-0.4971,-0.285,-0.2522,1.0343
738193.821046033,-0.4979,-0.2888,-0.3772,1.1639
738193.821048608,-0.4985,-0.2923,-0.5119,1.3027
738193.821051171,-0.4996,-0.2961,-0.6067,1.4024
738193.821053748,-0.501,-0.2997,-0.6692,1.4699
738193.821056327,-0.5021,-0.3035,-0.7532,1.5588
738193.821058876,-0.5035,-0.307,-0.8384,1.6489
738193.821061459,-0.5063,-0.3108,-0.8703,1.6874
738193.821064036,-0.5081,-0.3146,-0.8776,1.7003
738193.821066632,-0.5107,-0.3184,-0.9283,1.7574
738193.821069165,-0.5145,-0.322,-1.0129,1.8494
738193.821071737,-0.5179,-0.3258,-1.0567,1.9004
738193.821074331,-0.5217,-0.3296,-1.0311,1.8824
738193.821076883,-0.526,-0.3333,-0.9862,1.8455
738193.821079453,-0.5308,-0.3382,-0.9579,1.8269
738193.821082025,-0.536,-0.3432,-0.9206,1.7998
738193.821084591,-0.5418,-0.3492,-0.8279,1.7189
738193.821087157,-0.5467,-0.3551,-0.6822,1.584
738193.821089744,-0.5514,-0.3612,-0.5252,1.4378
738193.821092322,-0.5555,-0.3673,-0.4027,1.3255
738193.821094864,-0.5593,-0.3745,-0.3475,1.2813
738193.821097435,-0.563,-0.3818,-0.3582,1.303
738193.821100019,-0.5663,-0.3902,-0.3925,1.349
738193.821102586,-0.5686,-0.3986,-0.3893,1.3565
738193.821105179,-0.5702,-0.407,-0.3519,1.3291
738193.821107727,-0.5716,-0.4154,-0.3403,1.3273
738193.821110307,-0.5728,-0.4249,-0.383,1.3807
738193.821112874,-0.5736,-0.4345,-0.4423,1.4504
738193.821115454,-0.5745,-0.4441,-0.4792,1.4978
738193.821118017,-0.5748,-0.4537,-0.5183,1.5468
738193.8211206,-0.5748,-0.4633,-0.5872,1.6253
738193.821123164,-0.5746,-0.4729,-0.6481,1.6956
738193.821125725,-0.5733,-0.4823,-0.6418,1.6974
738193.821128296,-0.5712,-0.4922,-0.5602,1.6236
738193.821130868,-0.568,-0.5016,-0.4655,1.5351
738193.821133439,-0.5643,-0.5101,-0.4074,1.4818
738193.821136009,-0.5596,-0.5198,-0.3644,1.4438
738193.821138608,-0.5546,-0.5295,-0.3267,1.4108
