time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738353.523568196,-0.2313,-0.1252,0.233,0.5895
738353.523570506,-0.2331,-0.1256,-1.9876,2.3463
738353.523572849,-0.2354,-0.1255,-3,3.3609
738353.523575184,-0.2377,-0.1253,-3,3.363
738353.523577497,-0.2407,-0.1253,-3,3.366
738353.523579505,-0.2435,-0.125,-2.6555,3.024
738353.523581609,-0.2466,-0.1253,-2.1042,2.4761
738353.523583708,-0.2508,-0.1246,-1.613,1.9884
738353.523585749,-0.2552,-0.1242,-1.1885,1.5679
738353.523588192,-0.2608,-0.124,-0.7496,1.1344
738353.523590331,-0.2662,-0.1244,-0.4762,0.8668
738353.523592453,-0.2724,-0.1238,-0.2868,0.683
738353.523594902,-0.2799,-0.1236,-0.1375,0.541
738353.523597205,-0.2885,-0.1237,-0.0306,0.4428
738353.52359954,-0.2975,-0.1227,0.0376,0.4578
738353.523601801,-0.3071,-0.1228,0.0674,0.4973
738353.523604079,-0.3169,-0.123,0.0838,0.5237
738353.523606365,-0.3277,-0.1223,0.1125,0.5625
738353.523608626,-0.3392,-0.1224,0.1436,0.6052
738353.523610905,-0.3511,-0.1224,0.168,0.6415
738353.5236129,-0.3625,-0.1221,0.1842,0.6688
738353.523615218,-0.3761,-0.1221,0.1949,0.6931
738353.523617261,-0.3883,-0.1216,0.1897,0.6996
738353.523619519,-0.4027,-0.1217,0.1797,0.7041
738353.523621806,-0.4177,-0.1217,0.1984,0.7378
738353.523624082,-0.4329,-0.1208,0.284,0.8377
738353.523626334,-0.4479,-0.1208,0.4552,1.0239
738353.523628362,-0.4611,-0.1203,0.6472,1.2286
738353.523630674,-0.477,-0.1203,0.8494,1.4467
738353.523633016,-0.4928,-0.1201,0.9986,1.6115
738353.523635338,-0.5085,-0.1189,1.1366,1.764
738353.523637591,-0.5242,-0.1187,1.2876,1.9305
738353.523639834,-0.5389,-0.1187,1.4134,2.071
738353.52364218,-0.5525,-0.1179,1.492,2.1624
738353.523644579,-0.5679,-0.1175,1.5661,2.2515
738353.523646973,-0.5824,-0.1171,1.6683,2.3678
738353.523649061,-0.5949,-0.1165,1.7555,2.4669
738353.52365124,-0.6074,-0.1164,1.7933,2.5171
738353.52365344,-0.6191,-0.1155,1.7858,2.5204
738353.523655489,-0.631,-0.1154,1.7738,2.5202
738353.52365784,-0.6435,-0.1141,1.7766,2.5342
738353.523660091,-0.655,-0.1137,1.7767,2.5454
738353.52366236,-0.6657,-0.1135,1.7475,2.5267
