time_dn,ecg_projection_ll_ra_mV,ecg_projection_la_ra_mV,ecg_projection_vx_rl_mV
738534.45281942584551870823,-0.572374645222327,-0.563142796105838,-299.038056581317
738534.45281951630022376776,-0.553910946989349,-0.563142796105838,-298.945738090152
738534.45281960663851350546,-0.572374645222327,-0.563142796105838,-299.001129184851
738534.45281969709321856499,-0.553910946989349,-0.572374645222327,-299.0288247322
738534.45281978754792362452,-0.563142796105838,-0.572374645222327,-299.047288430433
738534.45281987800262868404,-0.54467909787286,-0.572374645222327,-299.010361033967
738534.45281996845733374357,-0.572374645222327,-0.572374645222327,-299.05652027955
738534.45282005879562348127,-0.572374645222327,-0.609302041688284,-299.038056581317
738534.45282014925032854080,-0.572374645222327,-0.563142796105838,-298.973433637501
738534.45282023970503360033,-0.54467909787286,-0.553910946989349,-299.0288247322
738534.45282033015973865986,-0.572374645222327,-0.54467909787286,-299.047288430433
738534.45282042061444371939,-0.563142796105838,-0.572374645222327,-299.001129184851
738534.45282051095273345709,-0.572374645222327,-0.572374645222327,-299.019592883084
738534.45282060140743851662,-0.553910946989349,-0.553910946989349,-299.019592883084
738534.45282069186214357615,-0.572374645222327,-0.563142796105838,-299.0288247322
738534.45282078231684863567,-0.563142796105838,-0.581606494338817,-299.010361033967
738534.45282087277155369520,-0.553910946989349,-0.581606494338817,-299.05652027955
738534.45282096310984343290,-0.498519852290414,-0.572374645222327,-299.038056581317
738534.45282105356454849243,-0.498519852290414,-0.54467909787286,-299.019592883084
738534.45282114401925355196,-0.489288003173925,-0.553910946989349,-298.991897335734
738534.45282123447395861149,-0.480056154057436,-0.54467909787286,-299.084215826899
738534.45282132492866367102,-0.470824304940947,-0.516983550523392,-299.05652027955
738534.45282141526695340872,-0.424665059358501,-0.54467909787286,-298.991897335734
738534.45282150572165846825,-0.424665059358501,-0.516983550523392,-299.05652027955
738534.45282159617636352777,-0.461592455824458,-0.54467909787286,-299.001129184851
738534.45282168663106858730,-0.480056154057436,-0.516983550523392,-298.890346995453
738534.45282177708577364683,-0.498519852290414,-0.526215399639882,-299.038056581317
738534.45282186742406338453,-0.526215399639882,-0.590838343455306,-299.065752128666
738534.45282195787876844406,-0.563142796105838,-0.590838343455306,-298.991897335734
738534.45282204833347350359,-0.581606494338817,-0.54467909787286,-299.010361033967
738534.45282213878817856312,-0.572374645222327,-0.563142796105838,-299.010361033967
738534.45282222924288362265,-0.600070192571795,-0.590838343455306,-299.001129184851
738534.45282231958117336035,-0.600070192571795,-0.590838343455306,-299.019592883084
738534.45282241003587841988,-0.600070192571795,-0.563142796105838,-299.010361033967
738534.45282250049058347940,-0.590838343455306,-0.572374645222327,-299.001129184851
738534.45282259094528853893,-0.590838343455306,-0.572374645222327,-298.927274391919
738534.45282268139999359846,-0.618533890804773,-0.535447248756371,-299.019592883084
738534.45282277173828333616,-0.480056154057436,-0.498519852290414,-299.001129184851
738534.45282286219298839569,-0.0553910946989349,-0.396969512009033,-298.936506241035
738534.45282295264769345522,0.498519852290414,-0.387737662892544,-298.853419598987
738534.45282304310239851475,0.729316080202643,-0.387737662892544,-298.853419598987
738534.45282313355710357428,0.766243476668599,-0.415433210242012,-298.853419598987
738534.45282322389539331198,0.00923184911648915,-0.692388683736686,-298.927274391919
738534.45282331435009837151,-0.387737662892544,-0.858561967833491,-299.019592883084
738534.45282340480480343103,-0.526215399639882,-0.720084231086154,-299.038056581317
738534.45282349525950849056,-0.553910946989349,-0.600070192571795,-299.019592883084
738534.45282358571421355009,-0.54467909787286,-0.563142796105838,-299.001129184851
738534.45282367605250328779,-0.572374645222327,-0.572374645222327,-299.019592883084
738534.45282376650720834732,-0.563142796105838,-0.553910946989349,-299.010361033967
738534.45282385696191340685,-0.572374645222327,-0.54467909787286,-298.964201788385
738534.45282394741661846638,-0.563142796105838,-0.535447248756371,-299.001129184851
738534.45282403787132352591,-0.54467909787286,-0.507751701406903,-299.010361033967
738534.45282412820961326361,-0.54467909787286,-0.526215399639882,-298.945738090152
738534.45282421866431832314,-0.553910946989349,-0.516983550523392,-299.010361033967
738534.45282430911902338266,-0.526215399639882,-0.470824304940947,-299.001129184851
738534.45282439957372844219,-0.535447248756371,-0.470824304940947,-298.973433637501
738534.45282449002843350172,-0.516983550523392,-0.489288003173925,-298.991897335734
738534.45282458036672323942,-0.516983550523392,-0.470824304940947,-298.982665486618
738534.45282467082142829895,-0.480056154057436,-0.480056154057436,-298.954969939268
738534.45282476127613335848,-0.489288003173925,-0.452360606707968,-298.964201788385
738534.45282485173083841801,-0.461592455824458,-0.443128757591479,-298.973433637501
738534.45282494218554347754,-0.452360606707968,-0.415433210242012,-298.936506241035
738534.45282503252383321524,-0.43389690847499,-0.406201361125523,-298.936506241035
738534.45282512297853827477,-0.396969512009033,-0.378505813776055,-298.881115146336
738534.45282521343324333429,-0.369273964659566,-0.360042115543077,-298.834955900754
738534.45282530388794839382,-0.32311471907712,-0.341578417310099,-298.927274391919
738534.45282539434265345335,-0.295419171727653,-0.267723624378185,-298.890346995453
738534.45282548468094319105,-0.230796227912229,-0.258491775261696,-298.945738090152
738534.45282557513564825058,-0.203100680562761,-0.203100680562761,-298.936506241035
738534.45282566559035331011,-0.138477736747337,-0.156941434980316,-298.945738090152
738534.45282575604505836964,-0.129245887630848,-0.156941434980316,-298.964201788385
738534.45282584649976342916,-0.0923184911648915,-0.156941434980316,-298.973433637501
738534.45282593695446848869,-0.0830866420484024,-0.138477736747337,-298.954969939268
738534.45282602729275822639,-0.0738547929319132,-0.184636982329783,-298.908810693686
738534.45282611774746328592,-0.11078218939787,-0.175405133213294,-298.945738090152
738534.45282620820216834545,-0.138477736747337,-0.249259926145207,-299.010361033967
738534.45282629865687340498,-0.22156437879574,-0.304651020844142,-298.908810693686
738534.45282638911157846451,-0.267723624378185,-0.378505813776055,-299.010361033967
738534.45282647944986820221,-0.350810266426588,-0.443128757591479,-299.019592883084
738534.45282656990457326174,-0.396969512009033,-0.461592455824458,-298.973433637501
738534.45282666035927832127,-0.443128757591479,-0.480056154057436,-299.010361033967
738534.45282675081398338079,-0.452360606707968,-0.498519852290414,-299.019592883084
738534.45282684126868844032,-0.470824304940947,-0.516983550523392,-299.074983977782
738534.45282693160697817802,-0.489288003173925,-0.526215399639882,-298.991897335734
738534.45282702206168323755,-0.498519852290414,-0.563142796105838,-299.047288430433
738534.45282711251638829708,-0.507751701406903,-0.516983550523392,-299.010361033967
738534.45282720297109335661,-0.498519852290414,-0.535447248756371,-298.927274391919
738534.45282729342579841614,-0.516983550523392,-0.535447248756371,-298.954969939268
738534.45282738376408815384,-0.498519852290414,-0.526215399639882,-298.945738090152
738534.45282747421879321337,-0.507751701406903,-0.535447248756371,-298.945738090152
738534.45282756467349827290,-0.498519852290414,-0.54467909787286,-298.936506241035
738534.45282765512820333242,-0.498519852290414,-0.526215399639882,-298.973433637501
738534.45282774558290839195,-0.489288003173925,-0.553910946989349,-298.982665486618
738534.45282783592119812965,-0.489288003173925,-0.54467909787286,-298.964201788385
738534.45282792637590318918,-0.480056154057436,-0.507751701406903,-298.964201788385
738534.45282801683060824871,-0.498519852290414,-0.535447248756371,-298.982665486618
738534.45282810728531330824,-0.480056154057436,-0.535447248756371,-298.973433637501
738534.45282819774001836777,-0.480056154057436,-0.54467909787286,-299.010361033967
738534.45282828807830810547,-0.489288003173925,-0.54467909787286,-299.047288430433
738534.45282837853301316500,-0.498519852290414,-0.526215399639882,-299.0288247322
738534.45282846898771822453,-0.489288003173925,-0.535447248756371,-298.982665486618
738534.45282855944242328405,-0.489288003173925,-0.526215399639882,-298.964201788385
738534.45282864989712834358,-0.498519852290414,-0.516983550523392,-298.945738090152
738534.45282874023541808128,-0.507751701406903,-0.563142796105838,-298.853419598987
738534.45282883069012314081,-0.498519852290414,-0.54467909787286,-298.954969939268
738534.45282892114482820034,-0.498519852290414,-0.54467909787286,-299.010361033967
738534.45282901159953325987,-0.516983550523392,-0.54467909787286,-298.991897335734
738534.45282910205423831940,-0.516983550523392,-0.526215399639882,-298.973433637501
738534.45282919239252805710,-0.526215399639882,-0.535447248756371,-298.973433637501
738534.45282928284723311663,-0.516983550523392,-0.572374645222327,-299.001129184851
738534.45282937330193817616,-0.516983550523392,-0.54467909787286,-299.001129184851
738534.45282946375664323568,-0.526215399639882,-0.535447248756371,-298.973433637501
738534.45282955421134829521,-0.526215399639882,-0.535447248756371,-298.964201788385
738534.45282964454963803291,-0.535447248756371,-0.563142796105838,-299.0288247322
738534.45282973500434309244,-0.535447248756371,-0.572374645222327,-299.038056581317
738534.45282982545904815197,-0.54467909787286,-0.572374645222327,-299.019592883084
738534.45282991591375321150,-0.535447248756371,-0.553910946989349,-299.038056581317
738534.45283000636845827103,-0.535447248756371,-0.553910946989349,-299.05652027955
738534.45283009670674800873,-0.54467909787286,-0.553910946989349,-299.0288247322
738534.45283018716145306826,-0.54467909787286,-0.563142796105838,-299.010361033967
738534.45283027761615812778,-0.526215399639882,-0.563142796105838,-299.019592883084
738534.45283036807086318731,-0.553910946989349,-0.553910946989349,-299.038056581317
738534.45283045852556824684,-0.535447248756371,-0.563142796105838,-299.0288247322
738534.45283054886385798454,-0.54467909787286,-0.553910946989349,-299.05652027955
738534.45283063931856304407,-0.553910946989349,-0.581606494338817,-299.065752128666
738534.45283072977326810360,-0.563142796105838,-0.563142796105838,-299.084215826899
738534.45283082022797316313,-0.553910946989349,-0.563142796105838,-299.019592883084
738534.45283091068267822266,-0.54467909787286,-0.563142796105838,-299.038056581317
738534.45283100102096796036,-0.563142796105838,-0.563142796105838,-299.065752128666
738534.45283109147567301989,-0.54467909787286,-0.563142796105838,-299.010361033967
738534.45283118193037807941,-0.553910946989349,-0.572374645222327,-299.065752128666
738534.45283127238508313894,-0.553910946989349,-0.572374645222327,-299.047288430433
738534.45283136283978819847,-0.54467909787286,-0.572374645222327,-299.001129184851
738534.45283145317807793617,-0.54467909787286,-0.600070192571795,-298.991897335734
738534.45283154363278299570,-0.563142796105838,-0.572374645222327,-299.0288247322
738534.45283163408748805523,-0.535447248756371,-0.54467909787286,-299.019592883084
738534.45283172454219311476,-0.507751701406903,-0.553910946989349,-298.982665486618
738534.45283181499689817429,-0.480056154057436,-0.563142796105838,-298.973433637501
738534.45283190533518791199,-0.470824304940947,-0.526215399639882,-298.982665486618
738534.45283199578989297152,-0.470824304940947,-0.526215399639882,-298.973433637501
738534.45283208624459803104,-0.443128757591479,-0.54467909787286,-298.973433637501
738534.45283217669930309057,-0.415433210242012,-0.54467909787286,-298.807260353404
738534.45283226715400815010,-0.415433210242012,-0.516983550523392,-298.890346995453
738534.45283235749229788780,-0.461592455824458,-0.553910946989349,-298.927274391919
738534.45283244794700294733,-0.470824304940947,-0.553910946989349,-299.001129184851
738534.45283253840170800686,-0.489288003173925,-0.516983550523392,-299.038056581317
738534.45283262885641306639,-0.498519852290414,-0.54467909787286,-299.010361033967
738534.45283271931111812592,-0.54467909787286,-0.54467909787286,-298.908810693686
738534.45283280964940786362,-0.553910946989349,-0.563142796105838,-299.019592883084
738534.45283290010411292315,-0.572374645222327,-0.581606494338817,-299.05652027955
738534.45283299055881798267,-0.572374645222327,-0.600070192571795,-299.0288247322
738534.45283308101352304220,-0.590838343455306,-0.553910946989349,-298.945738090152
738534.45283317146822810173,-0.590838343455306,-0.581606494338817,-299.038056581317
738534.45283326180651783943,-0.590838343455306,-0.572374645222327,-299.074983977782
738534.45283335226122289896,-0.581606494338817,-0.581606494338817,-298.973433637501
738534.45283344271592795849,-0.590838343455306,-0.572374645222327,-298.991897335734
738534.45283353317063301802,-0.526215399639882,-0.507751701406903,-299.047288430433
738534.45283362362533807755,-0.184636982329783,-0.378505813776055,-299.0288247322
738534.45283371396362781525,0.360042115543077,-0.32311471907712,-298.853419598987
738534.45283380441833287477,0.766243476668599,-0.396969512009033,-298.918042542802
738534.45283389487303793430,0.581606494338817,-0.452360606707968,-298.954969939268
738534.45283398532774299383,-0.156941434980316,-0.812402722251045,-298.982665486618
738534.45283407578244805336,-0.452360606707968,-0.858561967833491,-299.065752128666
738534.45283416612073779106,-0.54467909787286,-0.710852381969665,-299.038056581317
738534.45283425657544285059,-0.553910946989349,-0.65546128727073,-299.0288247322
738534.45283434703014791012,-0.535447248756371,-0.600070192571795,-298.982665486618
738534.45283443748485296965,-0.553910946989349,-0.535447248756371,-299.019592883084
738534.45283452793955802917,-0.553910946989349,-0.563142796105838,-299.010361033967
738534.45283461827784776688,-0.563142796105838,-0.54467909787286,-299.019592883084
738534.45283470873255282640,-0.553910946989349,-0.526215399639882,-298.964201788385
738534.45283479918725788593,-0.553910946989349,-0.516983550523392,-299.010361033967
738534.45283488964196294546,-0.563142796105838,-0.553910946989349,-299.010361033967
738534.45283498009666800499,-0.572374645222327,-0.535447248756371,-298.964201788385
738534.45283507043495774269,-0.553910946989349,-0.526215399639882,-298.982665486618
738534.45283516088966280222,-0.553910946989349,-0.535447248756371,-299.001129184851
738534.45283525134436786175,-0.54467909787286,-0.526215399639882,-299.001129184851
738534.45283534179907292128,-0.535447248756371,-0.507751701406903,-298.973433637501
738534.45283543225377798080,-0.516983550523392,-0.498519852290414,-298.991897335734
738534.45283552259206771851,-0.507751701406903,-0.489288003173925,-298.982665486618
738534.45283561304677277803,-0.489288003173925,-0.480056154057436,-298.918042542802
738534.45283570350147783756,-0.461592455824458,-0.443128757591479,-298.733405560472
738534.45283579395618289709,-0.452360606707968,-0.424665059358501,-298.862651448103
738534.45283588441088795662,-0.406201361125523,-0.415433210242012,-298.927274391919
738534.45283597486559301615,-0.396969512009033,-0.396969512009033,-298.899578844569
738534.45283606520388275385,-0.341578417310099,-0.369273964659566,-298.890346995453
738534.45283615565858781338,-0.332346568193609,-0.332346568193609,-298.954969939268
738534.45283624611329287291,-0.286187322611164,-0.295419171727653,-298.945738090152
738534.45283633656799793243,-0.249259926145207,-0.249259926145207,-298.862651448103
738534.45283642702270299196,-0.193868831446272,-0.240028077028718,-298.918042542802
738534.45283651736099272966,-0.166173284096805,-0.193868831446272,-298.918042542802
738534.45283660781569778919,-0.138477736747337,-0.156941434980316,-298.881115146336
738534.45283669827040284872,-0.11078218939787,-0.156941434980316,-298.908810693686
738534.45283678872510790825,-0.11078218939787,-0.166173284096805,-298.936506241035
738534.45283687917981296778,-0.129245887630848,-0.21233252967925,-298.936506241035
738534.45283696951810270548,-0.166173284096805,-0.240028077028718,-298.853419598987
738534.45283705997280776501,-0.203100680562761,-0.313882869960631,-298.918042542802
738534.45283715042751282454,-0.286187322611164,-0.369273964659566,-298.982665486618
738534.45283724088221788406,-0.341578417310099,-0.443128757591479,-298.991897335734
738534.45283733133692294359,-0.406201361125523,-0.480056154057436,-298.982665486618
738534.45283742167521268129,-0.424665059358501,-0.507751701406903,-298.936506241035
738534.45283751212991774082,-0.470824304940947,-0.516983550523392,-298.991897335734
738534.45283760258462280035,-0.489288003173925,-0.54467909787286,-298.991897335734
738534.45283769303932785988,-0.507751701406903,-0.553910946989349,-298.936506241035
738534.45283778349403291941,-0.489288003173925,-0.535447248756371,-299.001129184851
738534.45283787383232265711,-0.516983550523392,-0.54467909787286,-298.991897335734
738534.45283796428702771664,-0.489288003173925,-0.54467909787286,-299.001129184851
738534.45283805474173277617,-0.498519852290414,-0.54467909787286,-298.973433637501
738534.45283814519643783569,-0.507751701406903,-0.535447248756371,-298.991897335734
738534.45283823565114289522,-0.489288003173925,-0.535447248756371,-299.001129184851
738534.45283832598943263292,-0.507751701406903,-0.535447248756371,-298.945738090152
738534.45283841644413769245,-0.480056154057436,-0.535447248756371,-298.991897335734
738534.45283850689884275198,-0.498519852290414,-0.535447248756371,-298.991897335734
738534.45283859735354781151,-0.480056154057436,-0.54467909787286,-299.001129184851
738534.45283868780825287104,-0.480056154057436,-0.535447248756371,-298.936506241035
738534.45283877814654260874,-0.470824304940947,-0.54467909787286,-298.954969939268
738534.45283886860124766827,-0.480056154057436,-0.526215399639882,-298.945738090152
738534.45283895905595272779,-0.480056154057436,-0.553910946989349,-298.936506241035
738534.45283904951065778732,-0.489288003173925,-0.54467909787286,-298.954969939268
738534.45283913996536284685,-0.480056154057436,-0.535447248756371,-298.964201788385
738534.45283923030365258455,-0.489288003173925,-0.535447248756371,-298.84418774987
738534.45283932075835764408,-0.480056154057436,-0.553910946989349,-298.918042542802
738534.45283941121306270361,-0.498519852290414,-0.54467909787286,-299.001129184851
738534.45283950166776776314,-0.498519852290414,-0.553910946989349,-298.982665486618
738534.45283959212247282267,-0.498519852290414,-0.54467909787286,-298.991897335734
738534.45283968246076256037,-0.516983550523392,-0.563142796105838,-299.001129184851
738534.45283977291546761990,-0.526215399639882,-0.553910946989349,-299.001129184851
738534.45283986337017267942,-0.526215399639882,-0.553910946989349,-299.001129184851
738534.45283995382487773895,-0.516983550523392,-0.572374645222327,-298.991897335734
738534.45284004427958279848,-0.535447248756371,-0.553910946989349,-299.001129184851
738534.45284013461787253618,-0.526215399639882,-0.572374645222327,-299.001129184851
738534.45284022507257759571,-0.54467909787286,-0.581606494338817,-299.010361033967
738534.45284031552728265524,-0.535447248756371,-0.590838343455306,-298.954969939268
738534.45284040598198771477,-0.54467909787286,-0.600070192571795,-299.001129184851
738534.45284049643669277430,-0.535447248756371,-0.590838343455306,-299.019592883084
738534.45284058677498251200,-0.54467909787286,-0.553910946989349,-299.001129184851
738534.45284067722968757153,-0.54467909787286,-0.553910946989349,-298.964201788385
738534.45284076768439263105,-0.54467909787286,-0.553910946989349,-299.001129184851
738534.45284085813909769058,-0.54467909787286,-0.572374645222327,-298.991897335734
738534.45284094859380275011,-0.54467909787286,-0.572374645222327,-298.927274391919
738534.45284103893209248781,-0.54467909787286,-0.590838343455306,-299.010361033967
738534.45284112938679754734,-0.54467909787286,-0.581606494338817,-298.973433637501
738534.45284121984150260687,-0.54467909787286,-0.581606494338817,-298.982665486618
738534.45284131029620766640,-0.54467909787286,-0.581606494338817,-298.982665486618
738534.45284140075091272593,-0.54467909787286,-0.572374645222327,-298.964201788385
738534.45284149108920246363,-0.54467909787286,-0.563142796105838,-298.982665486618
738534.45284158154390752316,-0.54467909787286,-0.553910946989349,-298.982665486618
738534.45284167199861258268,-0.54467909787286,-0.563142796105838,-298.964201788385
738534.45284176245331764221,-0.54467909787286,-0.563142796105838,-298.964201788385
738534.45284185290802270174,-0.54467909787286,-0.572374645222327,-298.936506241035
738534.45284194324631243944,-0.563142796105838,-0.572374645222327,-298.927274391919
738534.45284203370101749897,-0.553910946989349,-0.590838343455306,-298.936506241035
738534.45284212415572255850,-0.553910946989349,-0.572374645222327,-298.936506241035
738534.45284221461042761803,-0.535447248756371,-0.590838343455306,-298.936506241035
738534.45284230506513267756,-0.507751701406903,-0.563142796105838,-298.918042542802
738534.45284239540342241526,-0.470824304940947,-0.535447248756371,-298.973433637501
738534.45284248585812747478,-0.470824304940947,-0.590838343455306,-299.0288247322
738534.45284257631283253431,-0.480056154057436,-0.563142796105838,-299.038056581317
738534.45284266676753759384,-0.43389690847499,-0.507751701406903,-299.065752128666
738534.45284275722224265337,-0.406201361125523,-0.516983550523392,-298.890346995453
738534.45284284756053239107,-0.369273964659566,-0.498519852290414,-298.945738090152
738534.45284293801523745060,-0.470824304940947,-0.553910946989349,-299.038056581317
738534.45284302846994251013,-0.470824304940947,-0.526215399639882,-298.973433637501
738534.45284311892464756966,-0.498519852290414,-0.535447248756371,-299.05652027955
738534.45284320937935262918,-0.507751701406903,-0.581606494338817,-299.001129184851
738534.45284329971764236689,-0.581606494338817,-0.600070192571795,-299.010361033967
738534.45284339017234742641,-0.563142796105838,-0.600070192571795,-298.973433637501
738534.45284348062705248594,-0.590838343455306,-0.609302041688284,-299.019592883084
738534.45284357108175754547,-0.600070192571795,-0.627765739921262,-299.019592883084
738534.45284366153646260500,-0.600070192571795,-0.618533890804773,-299.019592883084
738534.45284375187475234270,-0.590838343455306,-0.627765739921262,-299.010361033967
738534.45284384232945740223,-0.572374645222327,-0.609302041688284,-299.019592883084
738534.45284393278416246176,-0.581606494338817,-0.600070192571795,-299.019592883084
738534.45284402323886752129,-0.572374645222327,-0.563142796105838,-299.001129184851
