time_dn,ecg_projection_ll_ra_mV,ecg_projection_la_ra_mV,ecg_projection_vx_rl_mV
738534.42114689364098012447,-6.45306253242592,-2.24333933530686,-298.68724631489
738534.42114698409568518400,-6.42536698507645,-2.25257118442335,-298.678014465773
738534.42114707455039024353,-6.45306253242592,-2.25257118442335,-298.659550767541
738534.42114716488867998123,-6.41613513595996,-2.26180303353984,-298.650318918424
738534.42114725534338504076,-6.44383068330943,-2.24333933530686,-298.68724631489
738534.42114734579809010029,-6.41613513595996,-2.26180303353984,-298.724173711356
738534.42114743625279515982,-6.44383068330943,-2.25257118442335,-298.68724631489
738534.42114752670750021935,-6.40690328684347,-2.26180303353984,-298.733405560472
738534.42114761704578995705,-6.44383068330943,-2.25257118442335,-298.770332956938
738534.42114770750049501657,-6.41613513595996,-2.26180303353984,-298.761101107822
738534.42114779795520007610,-6.43459883419294,-2.25257118442335,-298.742637409589
738534.42114788840990513563,-6.41613513595996,-2.26180303353984,-298.770332956938
738534.42114797886461019516,-6.43459883419294,-2.26180303353984,-298.816492202521
738534.42114806931931525469,-6.41613513595996,-2.26180303353984,-298.696478164006
738534.42114815965760499239,-6.42536698507645,-2.25257118442335,-298.761101107822
738534.42114825011231005192,-6.42536698507645,-2.26180303353984,-298.779564806055
738534.42114834056701511145,-6.40690328684347,-2.26180303353984,-298.779564806055
738534.42114843102172017097,-6.42536698507645,-2.25257118442335,-298.724173711356
738534.42114852147642523050,-6.36997589037751,-2.25257118442335,-298.742637409589
738534.42114861181471496820,-6.36997589037751,-2.23410748619037,-298.742637409589
738534.42114870226942002773,-6.31458479567858,-2.24333933530686,-298.68724631489
738534.42114879272412508726,-6.34228034302805,-2.23410748619037,-298.751869258705
738534.42114888317883014679,-6.27765739921262,-2.22487563707389,-298.650318918424
738534.42114897363353520632,-6.27765739921262,-2.23410748619037,-298.641087069308
738534.42114906397182494402,-6.24073000274667,-2.23410748619037,-298.714941862239
738534.42114915442653000355,-6.30535294656209,-2.23410748619037,-298.742637409589
738534.42114924488123506308,-6.31458479567858,-2.23410748619037,-298.724173711356
738534.42114933533594012260,-6.35151219214454,-2.2156437879574,-298.678014465773
738534.42114942579064518213,-6.35151219214454,-2.26180303353984,-298.742637409589
738534.42114951612893491983,-6.39767143772698,-2.26180303353984,-298.742637409589
738534.42114960658363997936,-6.42536698507645,-2.27103488265633,-298.714941862239
738534.42114969703834503889,-6.42536698507645,-2.27103488265633,-298.733405560472
738534.42114978749305009842,-6.43459883419294,-2.27103488265633,-298.724173711356
738534.42114987794775515795,-6.42536698507645,-2.28026673177282,-298.733405560472
738534.42114996840246021748,-6.44383068330943,-2.27103488265633,-298.678014465773
738534.42115005874074995518,-6.42536698507645,-2.28026673177282,-298.678014465773
738534.42115014919545501471,-6.44383068330943,-2.26180303353984,-298.724173711356
738534.42115023965016007423,-6.41613513595996,-2.23410748619037,-298.68724631489
738534.42115033010486513376,-6.26842555009613,-2.16025269325846,-298.668782616657
738534.42115042055957019329,-5.80683309427168,-2.01254310739463,-298.604159672842
738534.42115051089785993099,-5.31754509109775,-2.00331125827815,-298.585695974609
738534.42115060135256499052,-5.13290810876797,-2.0402386547441,-298.622623371075
738534.42115069180727005005,-5.70528275399029,-2.2156437879574,-298.622623371075
738534.42115078226197510958,-6.19457075716422,-2.61261329996643,-298.761101107822
738534.42115087271668016911,-6.379207739494,-2.53875850703452,-298.761101107822
738534.42115096305496990681,-6.42536698507645,-2.3818170720542,-298.770332956938
738534.42115105350967496634,-6.39767143772698,-2.2987304300058,-298.696478164006
738534.42115114396438002586,-6.40690328684347,-2.27103488265633,-298.641087069308
738534.42115123441908508539,-6.38843958861049,-2.25257118442335,-298.678014465773
738534.42115132487379014492,-6.41613513595996,-2.24333933530686,-298.678014465773
738534.42115141521207988262,-6.38843958861049,-2.24333933530686,-298.650318918424
738534.42115150566678494215,-6.40690328684347,-2.22487563707389,-298.733405560472
738534.42115159612149000168,-6.36997589037751,-2.22487563707389,-298.742637409589
738534.42115168657619506121,-6.39767143772698,-2.2156437879574,-298.724173711356
738534.42115177703090012074,-6.36074404126102,-2.2156437879574,-298.714941862239
738534.42115186748560518026,-6.39767143772698,-2.19718008972442,-298.770332956938
738534.42115195782389491796,-6.35151219214454,-2.19718008972442,-298.761101107822
738534.42115204827859997749,-6.36074404126102,-2.18794824060793,-298.714941862239
738534.42115213873330503702,-6.34228034302805,-2.17871639149144,-298.751869258705
738534.42115222918801009655,-6.31458479567858,-2.17871639149144,-298.761101107822
738534.42115231964271515608,-6.31458479567858,-2.16025269325846,-298.724173711356
738534.42115240998100489378,-6.26842555009613,-2.14178899502548,-298.696478164006
738534.42115250043570995331,-6.27765739921262,-2.11409344767602,-298.641087069308
738534.42115259089041501284,-6.2130344553972,-2.09562974944304,-298.751869258705
738534.42115268134512007236,-6.2130344553972,-2.05870235297708,-298.68724631489
738534.42115277179982513189,-6.14841151158177,-2.03100680562761,-298.714941862239
738534.42115286213811486959,-6.13917966246528,-1.98484756004517,-298.724173711356
738534.42115295259281992912,-6.04686117130039,-1.94792016357921,-298.631855220191
738534.42115304304752498865,-6.02839747306742,-1.89252906888028,-298.714941862239
738534.42115313350223004818,-5.9545426801355,-1.86483352153081,-298.668782616657
738534.42115322395693510771,-5.94531083101901,-1.82790612506485,-298.613391521958
738534.42115331429522484541,-5.88068788720359,-1.81867427594836,-298.650318918424
738534.42115340474992990494,-5.91761528366955,-1.80944242683187,-298.641087069308
738534.42115349520463496447,-5.88068788720359,-1.82790612506485,-298.585695974609
738534.42115358565934002399,-5.92684713278603,-1.86483352153081,-298.659550767541
738534.42115367611404508352,-5.9545426801355,-1.93868831446272,-298.659550767541
738534.42115376656875014305,-6.04686117130039,-2.00331125827815,-298.659550767541
738534.42115385690703988075,-6.09302041688284,-2.06793420209357,-298.650318918424
738534.42115394736174494028,-6.12071596423231,-2.09562974944304,-298.668782616657
738534.42115403781644999981,-6.2130344553972,-2.14178899502548,-298.68724631489
738534.42115412827115505934,-6.22226630451369,-2.17871639149144,-298.68724631489
738534.42115421872586011887,-6.2961210974456,-2.19718008972442,-298.68724631489
738534.42115430906414985657,-6.27765739921262,-2.22487563707389,-298.714941862239
738534.42115439951885491610,-6.32381664479507,-2.22487563707389,-298.733405560472
738534.42115448997355997562,-6.30535294656209,-2.24333933530686,-298.678014465773
738534.42115458042826503515,-6.33304849391156,-2.23410748619037,-298.68724631489
738534.42115467088297009468,-6.30535294656209,-2.24333933530686,-298.696478164006
738534.42115476122125983238,-6.34228034302805,-2.24333933530686,-298.696478164006
738534.42115485167596489191,-6.30535294656209,-2.24333933530686,-298.714941862239
738534.42115494213066995144,-6.33304849391156,-2.24333933530686,-298.705710013123
738534.42115503258537501097,-6.31458479567858,-2.24333933530686,-298.705710013123
738534.42115512304008007050,-6.31458479567858,-2.23410748619037,-298.678014465773
738534.42115521349478513002,-6.2961210974456,-2.24333933530686,-298.705710013123
738534.42115530383307486773,-6.30535294656209,-2.24333933530686,-298.705710013123
738534.42115539428777992725,-6.2961210974456,-2.24333933530686,-298.659550767541
738534.42115548474248498678,-6.27765739921262,-2.24333933530686,-298.751869258705
738534.42115557519719004631,-6.28688924832911,-2.24333933530686,-298.68724631489
738534.42115566565189510584,-6.27765739921262,-2.24333933530686,-298.751869258705
738534.42115575599018484354,-6.2961210974456,-2.23410748619037,-298.779564806055
738534.42115584644488990307,-6.26842555009613,-2.24333933530686,-298.714941862239
738534.42115593689959496260,-6.2961210974456,-2.23410748619037,-298.678014465773
738534.42115602735430002213,-6.27765739921262,-2.24333933530686,-298.622623371075
738534.42115611780900508165,-6.30535294656209,-2.23410748619037,-298.788796655171
738534.42115620814729481936,-6.28688924832911,-2.24333933530686,-298.714941862239
738534.42115629860199987888,-6.31458479567858,-2.24333933530686,-298.798028504288
738534.42115638905670493841,-6.2961210974456,-2.24333933530686,-298.761101107822
738534.42115647951140999794,-6.30535294656209,-2.25257118442335,-298.705710013123
738534.42115656996611505747,-6.30535294656209,-2.25257118442335,-298.68724631489
738534.42115666030440479517,-6.30535294656209,-2.25257118442335,-298.68724631489
738534.42115675075910985470,-6.31458479567858,-2.25257118442335,-298.659550767541
738534.42115684121381491423,-6.30535294656209,-2.25257118442335,-298.678014465773
738534.42115693166851997375,-6.33304849391156,-2.25257118442335,-298.714941862239
738534.42115702212322503328,-6.30535294656209,-2.25257118442335,-298.705710013123
