time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738332.444084378,-0.1308,-0.0082,-0.4078,0.5468
738332.444086516,-0.131,-0.0087,-0.4587,0.5984
738332.444088752,-0.131,-0.0091,-0.5183,0.6584
738332.444090892,-0.1312,-0.0098,-0.5346,0.6756
738332.444093061,-0.1313,-0.0105,-0.5325,0.6743
738332.444095287,-0.1313,-0.0111,-0.5233,0.6657
738332.444097545,-0.1315,-0.0107,-0.5127,0.6549
738332.444099668,-0.1315,-0.0114,-0.5041,0.647
738332.444101901,-0.1315,-0.012,-0.4969,0.6404
738332.444104089,-0.1317,-0.0127,-0.4911,0.6355
738332.44410633,-0.1316,-0.0133,-0.4867,0.6316
738332.444108422,-0.1315,-0.0131,-0.4832,0.6278
738332.444110731,-0.1314,-0.0136,-0.4803,0.6253
738332.444113064,-0.1312,-0.014,-0.4778,0.623
738332.444115276,-0.131,-0.0146,-0.4758,0.6214
738332.444117514,-0.1307,-0.0142,-0.4742,0.6191
738332.44411977,-0.1304,-0.0148,-0.473,0.6182
738332.444122093,-0.1299,-0.0152,-0.4719,0.617
738332.444124338,-0.1298,-0.015,-0.4712,0.616
738332.444126601,-0.1291,-0.0154,-0.4708,0.6153
738332.444128837,-0.1288,-0.0161,-0.4706,0.6155
738332.444131194,-0.1281,-0.0156,-0.4707,0.6144
738332.444133176,-0.1275,-0.0165,-0.4711,0.6151
738332.444135561,-0.1266,-0.0159,-0.4719,0.6144
738332.444137927,-0.1258,-0.0163,-0.473,0.6151
738332.444139957,-0.125,-0.0163,-0.4742,0.6155
738332.444142057,-0.124,-0.0161,-0.4756,0.6157
738332.444144164,-0.1229,-0.0159,-0.4773,0.6161
738332.44414623,-0.1221,-0.0158,-0.4792,0.6171
738332.444148387,-0.1211,-0.0156,-0.4814,0.6181
738332.444150452,-0.1199,-0.0154,-0.4839,0.6192
738332.444152505,-0.1188,-0.0154,-0.4866,0.6208
738332.444154502,-0.1176,-0.0154,-0.4897,0.6227
738332.444156607,-0.116,-0.0152,-0.493,0.6242
738332.444158728,-0.1146,-0.015,-0.4968,0.6264
738332.444160889,-0.113,-0.0148,-0.5007,0.6285
738332.444163023,-0.1113,-0.0146,-0.5049,0.6308
738332.444165374,-0.1097,-0.0144,-0.5096,0.6337
738332.444167773,-0.1075,-0.0137,-0.5149,0.6361
738332.44416983,-0.1058,-0.0136,-0.5195,0.6389
738332.444171864,-0.1041,-0.0136,-0.5242,0.6419
738332.44417397,-0.1021,-0.0134,-0.5292,0.6447
738332.444176033,-0.1004,-0.0133,-0.5342,0.6479
738332.444177983,-0.0986,-0.0124,-0.539,0.65
738332.444179945,-0.097,-0.0125,-0.5438,0.6533
738332.444182276,-0.0949,-0.012,-0.5494,0.6563
738332.444184618,-0.0927,-0.0114,-0.5551,0.6592
738332.444186946,-0.0909,-0.011,-0.5607,0.6626
738332.444189021,-0.0891,-0.011,-0.5656,0.6657
738332.444190999,-0.0874,-0.01,-0.5704,0.6678
738332.444193353,-0.0853,-0.0095,-0.5759,0.6707
738332.444195746,-0.0833,-0.0089,-0.5814,0.6736
738332.444197793,-0.0817,-0.008,-0.586,0.6757
738332.444199769,-0.08,-0.0079,-0.5904,0.6783
738332.444202133,-0.078,-0.0064,-0.5954,0.6798
738332.444204237,-0.0765,-0.0064,-0.5998,0.6827
738332.444206336,-0.075,-0.0054,-0.6039,0.6843
738332.444208677,-0.0732,-0.0049,-0.6086,0.6867
738332.444210727,-0.0715,-0.0037,-0.6126,0.6878
738332.444212754,-0.07,-0.0027,-0.6163,0.689
738332.444215131,-0.0684,-0.0022,-0.6206,0.6912
738332.444217153,-0.0672,-0.0013,-0.624,0.6925
