time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738213.686229888,-0.104,0.0865,-0.2095,0.4
738213.686232359,-0.1039,-0.0856,-2.8471,3.0366
738213.686234438,-0.104,-0.0837,-3,3.1877
738213.686236559,-0.1037,-0.0828,-3,3.1865
738213.686238651,-0.1033,-0.082,-3,3.1853
738213.686240772,-0.103,-0.081,-3,3.184
738213.686242888,-0.1024,-0.0801,-2.8048,2.9873
738213.686245056,-0.1022,-0.0791,-2.3357,2.517
738213.686247254,-0.1019,-0.0773,-1.922,2.1012
738213.686249432,-0.1017,-0.0765,-1.5919,1.7701
738213.686251555,-0.1018,0.0755,-1.3491,1.5264
738213.686253741,-0.1019,0.0746,-1.1669,1.3434
738213.686255796,-0.1026,0.0734,-1.0407,1.2167
738213.686257911,-0.1033,0.0724,-0.9531,1.1288
738213.686259979,-0.1043,0.0714,-0.8972,1.0729
738213.686261979,-0.1057,0.0711,-0.862,1.0388
738213.686264037,-0.1073,0.0699,-0.8402,1.0174
738213.686266393,-0.1096,0.0683,-0.825,1.0029
738213.686268408,-0.1119,0.0681,-0.8178,0.9978
738213.686270461,-0.1145,0.0669,-0.8135,0.9949
738213.686272879,-0.1179,0.0653,-0.8104,0.9936
738213.686274874,-0.121,0.0641,-0.8083,0.9934
738213.686276876,-0.1244,0.0638,-0.8061,0.9943
738213.686279008,-0.1282,0.0618,-0.8031,0.9931
738213.68628108,-0.1325,0.0606,-0.7993,0.9924
738213.686283184,-0.1368,0.0596,-0.7945,0.9909
738213.686285245,-0.1413,0.0586,-0.7886,0.9885
738213.686287688,-0.1471,0.0579,-0.7803,0.9853
738213.686289729,-0.1524,0.0558,-0.772,0.9802
738213.686291764,-0.158,0.0546,-0.7627,0.9753
738213.686293846,-0.1635,0.0535,-0.7524,0.9694
738213.686295926,-0.1693,0.0525,-0.7411,0.9629
738213.686297955,-0.1749,0.0513,-0.73,0.9562
738213.686300026,-0.1806,0.0501,-0.7189,0.9496
738213.68630204,-0.1854,0.0481,-0.7088,0.9423
738213.68630446,-0.191,0.0465,-0.6977,0.9352
738213.686306536,-0.1955,0.0453,-0.6891,0.9299
738213.68630858,-0.1996,0.0433,-0.6809,0.9238
738213.686310598,-0.2037,0.0421,-0.6732,0.919
738213.686312667,-0.2078,0.04,-0.6657,0.9135
738213.686315016,-0.2119,0.0383,-0.6576,0.9078
738213.686317119,-0.216,0.0373,-0.6504,0.9037
738213.686319158,-0.2197,0.0351,-0.644,0.8988
738213.686321194,-0.2231,0.0341,-0.6379,0.8951
738213.686323218,-0.2267,0.0319,-0.6322,0.8908
738213.686325287,-0.2298,0.0309,-0.6271,0.8878
738213.686327396,-0.2331,0.0289,-0.6223,0.8843
738213.686329549,-0.2363,0.0269,-0.6179,0.8811
738213.686331696,-0.2394,0.0249,-0.6142,0.8785
738213.686333765,-0.242,0.0239,-0.6114,0.8773
738213.686335924,-0.2448,-0.0219,-0.6091,0.8758
738213.686338021,-0.2469,-0.0199,-0.6075,0.8743
738213.686340076,-0.2489,-0.0188,-0.6063,0.874
738213.686342106,-0.2508,-0.0167,-0.6054,0.8729
738213.686344154,-0.2525,-0.0154,-0.6046,0.8725
738213.686346265,-0.2538,-0.0134,-0.604,0.8712
738213.686348339,-0.2549,-0.0124,-0.6037,0.871
738213.68635048,-0.2558,-0.0104,-0.6036,0.8698
738213.686352539,-0.2565,-0.0084,-0.6038,0.8687
738213.686354634,-0.2571,-0.0073,-0.604,0.8684
738213.6863567,-0.2576,-0.0053,-0.6043,0.8672
