time_dn,respiration_trace_mV
738532.56269958813209086657,5.34524063844722
738532.56269967858679592609,5.37293618579669
738532.56269976904150098562,5.40063173314615
738532.56269985949620604515,5.52064577166051
738532.56269994995091110468,5.30831324198126
738532.56270004040561616421,5.54834131900998
738532.56270013086032122374,5.1882992034669
738532.56270022131502628326,5.58526871547594
738532.56270031165331602097,5.15137180700095
738532.56270040210802108049,5.56680501724296
738532.56270049256272614002,5.30831324198126
738532.56270058301743119955,5.51141392254402
738532.56270067347213625908,5.35447248756371
738532.56270076392684131861,5.40986358226264
738532.56270085438154637814,5.41909543137913
738532.56270094483625143766,5.39139988402966
738532.56270103517454117537,5.4467909787286
738532.56270112562924623489,5.16060365611744
738532.56270121608395129442,5.4467909787286
738532.56270130653865635395,5.11444441053499
738532.56270139699336141348,5.50218207342753
738532.56270148744806647301,5.12367625965148
738532.56270157790277153254,5.58526871547594
738532.56270166835747659206,5.1052125614185
738532.56270175881218165159,5.63142796105838
738532.56270184915047138929,5.15137180700095
738532.56270193960517644882,5.65912350840785
738532.56270203005988150835,5.09598071230201
738532.56270212051458656788,5.64989165929136
738532.56270221096929162741,5.13290810876797
738532.56270230142399668694,5.24369029816584
738532.56270239187870174646,5.529877620777
738532.56270248233340680599,5.22522659993286
738532.56270257267169654369,5.59450056459243
738532.56270266312640160322,5.16983550523392
738532.56270275358110666275,5.63142796105838
738532.56270284403581172228,5.15137180700095
738532.56270293449051678181,5.66835535752434
738532.56270302494522184134,5.14213995788446
738532.56270311539992690086,5.67758720664083
738532.56270320585463196039,5.14213995788446
738532.56270329630933701992,5.67758720664083
738532.56270338664762675762,5.15137180700095
738532.56270347710233181715,5.64989165929136
738532.56270356755703687668,5.17906735435041
738532.56270365801174193621,5.6129642628254
738532.56270374846644699574,5.21599475081637
738532.56270383892115205526,5.56680501724296
738532.56270392937585711479,5.2713858455153
738532.56270401983056217432,5.50218207342753
738532.56270411028526723385,5.32677694021424
738532.56270420062355697155,5.1052125614185
738532.56270429107826203108,5.64989165929136
738532.56270438153296709061,5.11444441053499
738532.56270447198767215014,5.67758720664083
738532.56270456244237720966,5.14213995788446
738532.56270465289708226919,5.67758720664083
738532.56270474335178732872,5.17906735435041
738532.56270483380649238825,5.62219611194189
738532.56270492414478212595,5.21599475081637
738532.56270501459948718548,5.57603686635945
738532.56270510505419224501,5.28061769463179
738532.56270519550889730453,5.529877620777
738532.56270528596360236406,5.35447248756371
738532.56270537641830742359,5.45602282784509
738532.56270546687301248312,5.40063173314615
738532.56270555732771754265,5.3637043366802
738532.56270564778242260218,5.45602282784509
738532.56270573812071233988,5.29908139286477
738532.56270582857541739941,5.48371837519456
738532.56270591903012245893,5.19753105258339
738532.56270600948482751846,5.57603686635945
738532.56270609993953257799,5.16983550523392
738532.56270619039423763752,5.53910946989349
738532.56270628084894269705,5.24369029816584
738532.56270637130364775658,5.48371837519456
738532.56270646164193749428,5.30831324198126
738532.56270655209664255381,5.4467909787286
738532.56270664255134761333,5.38216803491317
738532.56270673300605267286,5.35447248756371
738532.56270682346075773239,5.43755912961211
738532.56270691391546279192,5.30831324198126
738532.56270700437016785145,5.49295022431104
738532.56270709482487291098,5.20676290169988
738532.56270718527957797050,5.57603686635945
738532.56270727561786770821,5.22522659993286
738532.56270736607257276773,5.76990569780572
738532.56270745652727782726,5.26215399639882
738532.56270754698198288679,5.55757316812647
738532.56270763743668794632,4.81902523880734
738532.56270772789139300585,5.529877620777
738532.56270781834609806538,5.07751701406903
738532.56270790880080312490,5.35447248756371
738532.56270799925550818443,5.47448652607807
738532.56270808959379792213,5.33600878933073
738532.56270818004850298166,5.53910946989349
738532.56270827050320804119,5.28984954374828
738532.56270836095791310072,5.6129642628254
738532.56270845141261816025,5.20676290169988
738532.56270854186732321978,5.62219611194189
738532.56270863232202827930,5.17906735435041
738532.56270872277673333883,5.69605090487381
738532.56270881311502307653,5.11444441053499
738532.56270890356972813606,5.6129642628254
738532.56270899402443319559,5.09598071230201
738532.56270908447913825512,5.60373241370891
738532.56270917493384331465,5.16983550523392
738532.56270926538854837418,5.74221015045625
738532.56270935584325343370,5.1882992034669
738532.56270944629795849323,5.69605090487381
738532.56270953675266355276,5.21599475081637
738532.56270962709095329046,5.57603686635945
738532.56270971754565834999,5.23445844904935
738532.56270980800036340952,5.14213995788446
738532.56270989845506846905,5.64989165929136
738532.56270998890977352858,5.11444441053499
738532.56271007936447858810,5.64065981017487
738532.56271016981918364763,5.07751701406903
738532.56271026027388870716,5.65912350840785
738532.56271035072859376669,5.07751701406903
738532.56271044106688350439,5.65912350840785
738532.56271053152158856392,5.14213995788446
738532.56271062197629362345,5.53910946989349
738532.56271071243099868298,5.04058961760308
738532.56271080288570374250,5.43755912961211
738532.56271089334040880203,5.13290810876797
738532.56271098379511386156,5.6129642628254
738532.56271107424981892109,5.33600878933073
738532.56271116458810865879,5.46525467696158
738532.56271125504281371832,5.54834131900998
738532.56271134549751877785,5.60373241370891
738532.56271143595222383738,5.65912350840785
738532.56271152640692889690,5.53910946989349
738532.56271161686163395643,5.7883693960387
738532.56271170731633901596,5.39139988402966
738532.56271179777104407549,5.81606494338816
738532.56271188822574913502,5.35447248756371
738532.56271197856403887272,5.74221015045625
738532.56271206901874393225,5.65912350840785
738532.56271215947344899178,5.63142796105838
738532.56271224992815405130,5.45602282784509
738532.56271234038285911083,5.64065981017487
738532.56271243083756417036,5.50218207342753
738532.56271252129226922989,5.48371837519456
738532.56271261174697428942,5.48371837519456
738532.56271270208526402712,5.37293618579669
738532.56271279253996908665,5.529877620777
738532.56271288299467414618,5.2713858455153
738532.56271297344937920570,5.52064577166051
738532.56271306390408426523,5.1882992034669
738532.56271315435878932476,5.57603686635945
738532.56271324481349438429,5.16060365611744
738532.56271333526819944382,5.63142796105838
738532.56271342572290450335,5.14213995788446
738532.56271351606119424105,5.45602282784509
738532.56271360651589930058,5.35447248756371
738532.56271369697060436010,5.35447248756371
738532.56271378742530941963,5.4467909787286
738532.56271387788001447916,5.38216803491317
738532.56271396833471953869,5.51141392254402
738532.56271405878942459822,5.30831324198126
738532.56271414924412965775,5.55757316812647
738532.56271423969883471727,5.20676290169988
738532.56271433003712445498,5.6129642628254
738532.56271442049182951450,5.17906735435041
738532.56271451094653457403,5.57603686635945
738532.56271460140123963356,5.14213995788446
738532.56271469185594469309,5.64989165929136
738532.56271478231064975262,5.16060365611744
738532.56271487276535481215,5.71451460310678
738532.56271496322005987167,5.09598071230201
738532.56271505355834960938,5.6129642628254
738532.56271514401305466890,5.12367625965148
738532.56271523446775972843,5.60373241370891
738532.56271532492246478796,5.11444441053499
738532.56271541537716984749,5.14213995788446
738532.56271550583187490702,5.529877620777
738532.56271559628657996655,5.04982146671956
738532.56271568674128502607,5.59450056459243
738532.56271577719599008560,5.23445844904935
738532.56271586753427982330,5.70528275399029
738532.56271595798898488283,5.16983550523392
738532.56271604844368994236,5.72374645222327
738532.56271613889839500189,5.16983550523392
738532.56271622935310006142,5.72374645222327
738532.56271631980780512094,5.23445844904935
738532.56271641026251018047,5.66835535752434
738532.56271650071721524000,5.24369029816584
738532.56271659105550497770,5.63142796105838
738532.56271668151021003723,5.28061769463179
738532.56271677196491509676,5.63142796105838
738532.56271686241962015629,5.42832728049562
738532.56271695287432521582,5.63142796105838
738532.56271704332903027534,5.1882992034669
738532.56271713378373533487,5.14213995788446
738532.56271722423844039440,5.26215399639882
738532.56271731469314545393,5.08674886318552
738532.56271740503143519163,5.68681905575732
738532.56271749548614025116,5.17906735435041
738532.56271758594084531069,5.72374645222327
738532.56271767639555037022,5.21599475081637
738532.56271776685025542974,5.64065981017487
738532.56271785730496048927,5.21599475081637
738532.56271794775966554880,5.60373241370891
738532.56271803821437060833,5.2713858455153
738532.56271812866907566786,5.52064577166051
738532.56271821900736540556,5.31754509109775
738532.56271830946207046509,5.38216803491317
738532.56271839991677552462,5.3637043366802
738532.56271849037148058414,5.35447248756371
738532.56271858082618564367,5.47448652607807
738532.56271867128089070320,5.30831324198126
738532.56271876173559576273,5.58526871547594
738532.56271885219030082226,5.28984954374828
738532.56271894252859055996,5.62219611194189
738532.56271903298329561949,5.20676290169988
738532.56271912343800067902,5.62219611194189
738532.56271921389270573854,5.28984954374828
738532.56271930434741079807,5.50218207342753
738532.56271939480211585760,5.51141392254402
738532.56271948525682091713,5.40063173314615
738532.56271957571152597666,5.37293618579669
738532.56271966616623103619,5.31754509109775
738532.56271975650452077389,5.41909543137913
738532.56271984695922583342,5.29908139286477
738532.56271993741393089294,5.45602282784509
738532.56272002786863595247,5.21599475081637
738532.56272011832334101200,5.54834131900998
738532.56272020877804607153,5.17906735435041
738532.56272029923275113106,5.58526871547594
738532.56272038968745619059,5.08674886318552
738532.56272048002574592829,5.57603686635945
738532.56272057048045098782,5.05905331583605
738532.56272066093515604734,5.62219611194189
738532.56272075138986110687,5.08674886318552
738532.56272084184456616640,5.62219611194189
738532.56272093229927122593,5.08674886318552
738532.56272102275397628546,5.24369029816584
738532.56272111320868134499,5.45602282784509
738532.56272120366338640451,5.11444441053499
738532.56272129400167614222,5.48371837519456
738532.56272138445638120174,5.05905331583605
738532.56272147491108626127,5.47448652607807
738532.56272156536579132080,4.98519852290414
738532.56272165582049638033,5.52064577166051
738532.56272174627520143986,4.98519852290414
738532.56272183672990649939,5.55757316812647
738532.56272192718461155891,5.04058961760308
738532.56272201763931661844,5.60373241370891
738532.56272210797760635614,5.09598071230201
738532.56272219843231141567,5.6129642628254
738532.56272228888701647520,5.11444441053499
738532.56272237934172153473,5.55757316812647
738532.56272246979642659426,5.13290810876797
738532.56272256025113165379,5.50218207342753
738532.56272265070583671331,5.16983550523392
738532.56272274116054177284,5.43755912961211
738532.56272283149883151054,5.23445844904935
738532.56272292195353657007,5.04982146671956
738532.56272301240824162960,5.58526871547594
738532.56272310286294668913,5.01289407025361
738532.56272319331765174866,5.58526871547594
738532.56272328377235680819,5.01289407025361
738532.56272337422706186771,5.60373241370891
738532.56272346468176692724,5.1052125614185
738532.56272355513647198677,5.62219611194189
738532.56272364547476172447,5.19753105258339
738532.56272373592946678400,5.57603686635945
738532.56272382638417184353,5.24369029816584
738532.56272391683887690306,5.51141392254402
738532.56272400729358196259,5.30831324198126
