time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738279.564678883,-0.0976,0.1816,-0.0264,0.3056
738279.564680996,-0.0952,-0.1808,-2.5076,2.7836
738279.564682883,-0.0934,-0.1804,-3,3.2738
738279.564684739,-0.091,-0.1802,-3,3.2712
738279.564686573,-0.0887,-0.1798,-3,3.2685
738279.564688435,-0.0862,-0.1796,-3,3.2658
738279.564690359,-0.0837,-0.1785,-2.7262,2.9884
738279.564692291,-0.0813,-0.1781,-2.2833,2.5427
738279.564694172,-0.0786,-0.1778,-1.9023,2.1587
738279.564696008,-0.0764,-0.1775,-1.5994,1.8533
738279.56469802,-0.0746,0.1771,-1.3453,1.597
738279.564700077,-0.0726,0.177,-1.1301,1.3797
738279.564702174,-0.0706,0.176,-0.9687,1.2153
738279.564704236,-0.0692,0.1758,-0.8717,1.1167
738279.564706202,-0.0683,0.1747,-0.8353,1.0783
738279.56470817,-0.0679,0.1743,-0.8423,1.0845
738279.56470999,-0.0674,0.1739,-0.8637,1.105
738279.564711882,-0.0675,0.1733,-0.8798,1.1206
738279.564713718,-0.0678,0.1729,-0.8833,1.124
738279.564715644,-0.0684,0.1716,-0.8809,1.1209
738279.564717473,-0.0694,0.171,-0.8857,1.1261
738279.564719348,-0.0706,0.1706,-0.9074,1.1486
738279.564721193,-0.0718,0.1702,-0.9406,1.1826
738279.564723055,-0.0738,0.1687,-0.9741,1.2166
738279.564724994,-0.0758,0.1685,-0.9913,1.2356
738279.564726859,-0.0783,0.1679,-0.9823,1.2285
738279.564728705,-0.0808,0.1666,-0.9515,1.1989
738279.56473064,-0.0837,0.1662,-0.9093,1.1592
738279.564732532,-0.0864,0.1651,-0.8715,1.123
738279.564734475,-0.0898,0.1637,-0.8475,1.101
738279.564736372,-0.0935,0.1624,-0.8382,1.0941
738279.564738296,-0.0972,0.1622,-0.8323,1.0917
738279.564740217,-0.1012,0.1609,-0.813,1.0751
738279.564742049,-0.105,0.1595,-0.7709,1.0354
738279.564744158,-0.1094,0.1585,-0.6971,0.965
738279.564746062,-0.1135,0.1572,-0.6217,0.8924
738279.564747966,-0.1177,0.156,-0.5546,0.8283
738279.564749815,-0.1218,0.1547,-0.5115,0.788
738279.564751765,-0.1259,0.1526,-0.4868,0.7653
738279.564753727,-0.1306,0.1515,-0.4735,0.7556
738279.564755647,-0.1354,0.1503,-0.4611,0.7468
738279.564757556,-0.1397,0.1482,-0.4505,0.7384
738279.564759503,-0.1444,0.147,-0.4572,0.7486
738279.564761388,-0.1493,0.1449,-0.4833,0.7775
738279.564763305,-0.1546,0.1438,-0.515,0.8134
738279.564765262,-0.1598,0.1417,-0.5248,0.8263
738279.564767215,-0.1649,0.1396,-0.4972,0.8017
738279.564769117,-0.17,0.1384,-0.445,0.7534
738279.564771076,-0.1749,0.1363,-0.3923,0.7035
738279.564773021,-0.18,0.1343,-0.3474,0.6617
738279.564774973,-0.185,0.1313,-0.3072,0.6235
738279.564776868,-0.19,0.1292,-0.2566,0.5758
738279.564778783,-0.1949,0.1273,-0.1939,0.5161
738279.564780838,-0.1999,0.1253,-0.126,0.4512
738279.564782709,-0.2047,0.1232,-0.0716,0.3995
738279.564784629,-0.2093,0.1203,-0.0365,0.3661
738279.5647865,-0.214,0.1182,-0.0184,0.3506
738279.564788382,-0.2188,0.1161,-0.007,0.3419
738279.564790301,-0.2235,0.1141,0.0098,0.3474
738279.564792281,-0.2283,0.1112,0.0349,0.3744
738279.56479421,-0.2329,0.1091,0.0546,0.3966
738279.564796332,-0.2383,0.1073,0.0572,0.4028
738279.564798425,-0.2435,0.1046,0.0447,0.3928
738279.564800422,-0.2483,0.1019,0.04,0.3902
738279.564802297,-0.2526,0.0998,0.0579,0.4103
738279.564804114,-0.2572,0.0976,0.0968,0.4516
738279.564805974,-0.2614,0.0955,0.1385,0.4954
738279.564807889,-0.2655,0.0926,0.1688,0.5269
738279.564809737,-0.2697,0.0905,0.1819,0.5421
738279.564811712,-0.2737,0.0875,0.1867,0.5479
738279.56481371,-0.2782,0.0856,0.1978,0.5616
738279.564815645,-0.2821,0.0827,0.2249,0.5897
738279.564817544,-0.2856,0.0807,0.2652,0.6315
738279.564819414,-0.2888,0.0778,0.3047,0.6713
738279.564821321,-0.2922,0.0747,0.3285,0.6954
738279.564823316,-0.2958,0.0719,0.3246,0.6923
738279.564825212,-0.2991,0.0698,0.3124,0.6813
738279.564827115,-0.3022,0.0669,0.3054,0.6745
738279.564829004,-0.3052,0.0639,0.2973,0.6664
738279.564830933,-0.3084,0.0601,0.279,0.6475
738279.564832859,-0.3111,0.0571,0.2589,0.6271
738279.564834733,-0.3139,0.054,0.2556,0.6235
738279.564836761,-0.3166,0.0503,0.2839,0.6508
738279.56483869,-0.3189,0.0464,0.3344,0.6997
738279.564840559,-0.3208,0.0435,0.3907,0.755
