time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738254.557420306,-0.104,0.0865,-0.2095,0.4
738254.557422463,-0.104,-0.0855,-0.2895,0.479
738254.557424653,-0.1047,-0.0847,-0.3546,0.544
738254.557426878,-0.1053,-0.0829,-0.3662,0.5544
738254.557429176,-0.106,-0.0824,-0.3535,0.5419
738254.557431418,-0.107,-0.0808,-0.3353,0.5231
738254.557433648,-0.1082,-0.08,-0.3227,0.5109
738254.557435849,-0.1098,-0.0791,-0.3187,0.5076
738254.557438065,-0.1113,-0.0773,-0.3244,0.513
738254.557440276,-0.1133,-0.0765,-0.3397,0.5295
738254.557442624,-0.1155,-0.0749,-0.3643,0.5547
738254.557444966,-0.1181,-0.0742,-0.3966,0.5889
738254.557447255,-0.1212,-0.0724,-0.434,0.6276
738254.557449561,-0.1244,-0.0717,-0.4757,0.6718
738254.557451853,-0.1281,-0.0709,-0.519,0.718
738254.557454219,-0.1323,-0.0693,-0.5657,0.7673
738254.557456518,-0.1369,-0.0684,-0.6114,0.8167
738254.557458803,-0.1419,-0.0666,-0.6573,0.8658
738254.55746114,-0.1475,-0.0658,-0.7025,0.9158
738254.557463448,-0.1534,-0.064,-0.7456,0.963
738254.557465705,-0.16,-0.062,-0.7871,1.0091
738254.55746795,-0.1668,-0.0612,-0.826,1.054
738254.557470414,-0.1743,-0.0594,-0.8633,1.097
738254.557472709,-0.1829,-0.0576,-0.8989,1.1394
738254.557475,-0.1911,-0.0556,-0.9273,1.174
738254.55747732,-0.2004,-0.0539,-0.9508,1.2051
738254.557479646,-0.2103,-0.0521,-0.9658,1.2282
738254.557481999,-0.2206,-0.0503,-0.9718,1.2427
738254.557484324,-0.2314,-0.0475,-0.9687,1.2476
738254.557486719,-0.243,-0.0448,-0.9558,1.2436
738254.557489132,-0.2551,-0.043,-0.9338,1.2319
738254.557491484,-0.2674,-0.0403,-0.9036,1.2113
738254.557493821,-0.2798,-0.0377,-0.8662,1.1837
738254.55749616,-0.2929,-0.035,-0.8227,1.1506
738254.557498412,-0.3054,0.0322,-0.7771,1.1147
738254.557500764,-0.3189,0.0295,-0.7261,1.0745
738254.55750319,-0.3328,-0.026,-0.6712,1.03
738254.557505575,-0.3471,-0.0225,-0.614,0.9836
738254.557508267,-0.3625,-0.0193,-0.5506,0.9324
738254.55751074,-0.3771,-0.0158,-0.4914,0.8843
738254.55751297,-0.3908,-0.0132,-0.4354,0.8394
738254.557515222,-0.4044,-0.0104,-0.3806,0.7954
738254.557517485,-0.418,-0.0069,-0.3254,0.7503
738254.557519735,-0.4314,-0.0041,-0.2725,0.708
738254.557522513,-0.446,-0.0008,-0.2152,0.662
738254.557524792,-0.4599,-0.003,-0.1625,0.6254
738254.557527122,-0.4735,-0.0063,-0.1095,0.5893
738254.557529455,-0.4871,-0.0099,-0.0582,0.5552
738254.557531737,-0.5002,-0.0134,-0.0092,0.5228
738254.557534093,-0.5139,-0.0168,0.0417,0.5724
738254.55753637,-0.527,-0.0204,0.0894,0.6368
738254.557538643,-0.5396,-0.0239,0.1349,0.6984
738254.557540902,-0.552,-0.0273,0.18,0.7593
738254.557543217,-0.5646,-0.0309,0.2241,0.8196
738254.557545521,-0.577,-0.0343,0.2678,0.8791
