time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738504.460883865,-0.104,0.0865,-0.2095,0.4
738504.460886119,-0.1039,-0.0849,-3,3.1888
738504.460888401,-0.1039,-0.0842,-3,3.1881
738504.460890745,-0.1039,-0.0826,-3,3.1865
738504.460893015,-0.1037,-0.0819,-3,3.1856
738504.460895279,-0.1035,-0.0803,-3,3.1838
738504.460897593,-0.1034,-0.0796,-2.6583,2.8413
738504.460899863,-0.1034,-0.078,-2.1588,2.3402
738504.46090216,-0.1036,-0.0773,-1.7544,1.9353
738504.460904192,-0.1042,-0.0762,-1.4638,1.6442
738504.460906154,-0.1048,-0.075,-1.2531,1.4329
738504.460908102,-0.1057,-0.0738,-1.0918,1.2713
738504.460910094,-0.1068,-0.0735,-0.9746,1.1549
738504.460912448,-0.1085,-0.0719,-0.8774,1.0578
738504.460914711,-0.1105,-0.0711,-0.8195,1.0011
738504.460917022,-0.1128,-0.0693,-0.7836,0.9657
738504.460919288,-0.1153,0.0686,-0.7615,0.9454
738504.460921603,-0.1184,0.0668,-0.7479,0.9331
738504.460923897,-0.1219,0.066,-0.7383,0.9262
738504.460926281,-0.1255,0.0643,-0.7298,0.9196
738504.460928263,-0.129,0.0631,-0.7218,0.9139
738504.4609306,-0.1329,0.0615,-0.7114,0.9058
738504.460932936,-0.137,0.0597,-0.6995,0.8962
738504.460935228,-0.141,0.0589,-0.6864,0.8863
738504.460937606,-0.1447,0.0574,-0.6716,0.8737
738504.460939942,-0.1487,0.0556,-0.6563,0.8606
738504.460942318,-0.1525,0.054,-0.6401,0.8466
738504.460944392,-0.1556,0.052,-0.6257,0.8333
738504.460946764,-0.159,0.0513,-0.6097,0.82
738504.460948854,-0.162,0.0494,-0.5954,0.8068
738504.460950882,-0.1646,0.0483,-0.5819,0.7948
738504.460952925,-0.1675,0.0471,-0.5685,0.7831
738504.460955006,-0.1703,0.0461,-0.5549,0.7713
738504.460957045,-0.1731,0.0441,-0.5416,0.7588
738504.460959119,-0.1759,0.0431,-0.5284,0.7474
738504.460961218,-0.1787,0.042,-0.5151,0.7358
738504.460963364,-0.1813,0.0402,-0.502,0.7235
