time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738504.455076985,-0.1308,-0.0082,-0.4078,0.5468
738504.455079322,-0.1307,-0.0084,-2.0958,2.2349
738504.455081467,-0.1309,-0.0093,-3,3.1402
738504.455083568,-0.131,-0.01,-3,3.141
738504.455085984,-0.1311,-0.0102,-3,3.1413
738504.455088007,-0.1311,-0.0102,-3,3.1413
738504.455090118,-0.1313,-0.011,-3,3.1423
738504.455092174,-0.1312,-0.0118,-2.5753,2.7183
738504.455094311,-0.1314,-0.0117,-2.1644,2.3075
738504.455096359,-0.1314,-0.0125,-1.8273,1.9712
738504.455098401,-0.1317,-0.0126,-1.5707,1.715
738504.45510047,-0.132,-0.0135,-1.3681,1.5136
738504.45510288,-0.1324,-0.0139,-1.1978,1.3441
738504.455104987,-0.1329,-0.0138,-1.0982,1.2449
738504.455107061,-0.1335,-0.0147,-1.0306,1.1788
738504.455109143,-0.1342,-0.0147,-0.987,1.1359
738504.455111201,-0.1351,-0.0148,-0.9605,1.1104
738504.455113265,-0.1359,-0.0157,-0.9449,1.0965
738504.455115326,-0.1367,-0.0157,-0.9369,1.0893
738504.455117399,-0.1378,-0.0167,-0.9332,1.0877
738504.455119453,-0.1386,-0.0167,-0.9318,1.0871
738504.455121589,-0.1396,-0.0176,-0.9311,1.0883
738504.455123716,-0.1406,-0.0185,-0.9304,1.0895
738504.455125837,-0.1413,-0.0183,-0.9291,1.0887
738504.455127919,-0.1423,-0.0193,-0.9272,1.0888
738504.455130051,-0.1431,-0.0202,-0.9245,1.0878
738504.455132173,-0.1437,-0.021,-0.9212,1.0859
738504.455134302,-0.1443,-0.0219,-0.9174,1.0836
738504.455136436,-0.1449,-0.0228,-0.9133,1.081
738504.455138661,-0.1454,-0.0235,-0.9089,1.0778
738504.45514085,-0.1457,-0.0242,-0.9043,1.0742
738504.455143001,-0.1461,-0.0251,-0.8999,1.0711
738504.455145136,-0.1462,-0.0268,-0.8954,1.0684
738504.455147237,-0.1463,-0.0277,-0.8913,1.0653
738504.455149419,-0.1464,-0.0284,-0.887,1.0618
738504.455151574,-0.1465,-0.0303,-0.883,1.0598
738504.455153668,-0.1464,-0.0312,-0.8793,1.0569
738504.455155781,-0.1464,-0.0321,-0.8756,1.0541
738504.4551579,-0.1464,-0.0339,-0.8721,1.0524
738504.455160147,-0.1462,-0.0346,-0.8687,1.0495
738504.455162327,-0.1458,-0.0363,-0.8655,1.0476
738504.455164496,-0.1456,-0.0382,-0.8626,1.0464
738504.455166703,-0.1453,-0.0398,-0.8598,1.0449
738504.455168877,-0.1448,-0.0415,-0.8573,1.0436
