time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738311.472282159,-0.0976,0.1816,-0.0264,0.3056
738311.472284343,-0.0964,0.1807,-0.1898,0.4669
738311.472286623,-0.0944,0.181,-0.3502,0.6256
738311.472288803,-0.0925,0.1802,-0.4259,0.6986
738311.472291054,-0.0903,0.1796,-0.4609,0.7308
738311.472293328,-0.0887,0.1789,-0.4919,0.7595
738311.472295591,-0.0877,0.1791,-0.5331,0.7999
738311.472297891,-0.0865,0.1784,-0.5754,0.8403
738311.472299894,-0.086,0.1782,-0.5861,0.8503
738311.47230201,-0.0857,0.1772,-0.5718,0.8347
738311.472304079,-0.0858,0.177,-0.5579,0.8207
738311.472306183,-0.0858,0.176,-0.5655,0.8273
738311.472308256,-0.086,0.176,-0.5879,0.8499
738311.472310724,-0.0868,0.1753,-0.616,0.8781
738311.472312877,-0.0878,0.1744,-0.6322,0.8944
738311.472314846,-0.0888,0.1741,-0.6381,0.901
738311.472317174,-0.0899,0.1733,-0.6421,0.9053
738311.472319471,-0.0914,0.1725,-0.6592,0.9231
738311.472321751,-0.0935,0.1715,-0.6946,0.9596
738311.472323961,-0.0957,0.1705,-0.7346,1.0008
738311.472326171,-0.098,0.1705,-0.7595,1.028
738311.472328367,-0.1005,0.1695,-0.7774,1.0474
738311.472330608,-0.1038,0.1684,-0.8204,1.0926
738311.47233279,-0.1071,0.1683,-0.9126,1.188
738311.472335006,-0.1109,0.1671,-1.0305,1.3085
738311.472336932,-0.1147,0.1667,-1.1307,1.4121
738311.472339124,-0.1193,0.1656,-1.2194,1.5043
738311.472341332,-0.1238,0.1646,-1.2908,1.5792
738311.472343513,-0.1289,0.1634,-1.3589,1.6512
738311.472345735,-0.1346,0.1623,-1.4199,1.7168
738311.472347939,-0.1401,0.1613,-1.4506,1.752
738311.472350206,-0.1459,0.1603,-1.4315,1.7377
738311.472352475,-0.152,0.1592,-1.3788,1.69
738311.472354776,-0.1581,0.1583,-1.3295,1.6459
738311.472356938,-0.1641,0.1562,-1.3075,1.6278
738311.472359087,-0.17,0.1551,-1.3064,1.6315
738311.472361313,-0.1761,0.1541,-1.321,1.6512
738311.472363449,-0.1823,0.152,-1.3411,1.6754
738311.472365585,-0.1886,0.1499,-1.3593,1.6978
738311.472367734,-0.1955,0.1478,-1.3714,1.7147
738311.472369894,-0.2021,0.1448,-1.3769,1.7238
738311.472372124,-0.2091,0.1419,-1.3777,1.7287
738311.472374323,-0.216,0.1391,-1.3675,1.7226
