time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738540.530506403,-0.104,0.0865,-0.2095,0.4
738540.530508665,-0.104,-0.0857,-2.2568,2.4465
738540.530510871,-0.1042,-0.0839,-3,3.1881
738540.530513111,-0.1038,-0.0833,-3,3.1871
738540.530515287,-0.1032,-0.0817,-3,3.1849
738540.530517611,-0.1027,-0.081,-3,3.1837
738540.530519857,-0.1023,-0.0792,-2.7298,2.9113
738540.530522111,-0.1018,-0.0785,-2.2262,2.4065
738540.530524324,-0.1017,-0.0777,-1.816,1.9954
738540.530526454,-0.1018,0.0767,-1.4997,1.6782
738540.530528784,-0.1019,0.0751,-1.2374,1.4144
738540.530531059,-0.1025,0.0742,-1.0509,1.2276
738540.530533405,-0.1033,0.0735,-0.9187,1.0955
738540.530535746,-0.1045,0.0719,-0.8304,1.0068
738540.53053771,-0.1058,0.0707,-0.7822,0.9587
738540.530540007,-0.1077,0.0699,-0.7472,0.9248
738540.530542057,-0.1097,0.0687,-0.7278,0.9062
738540.53054439,-0.1121,0.0671,-0.714,0.8932
738540.530546774,-0.1151,0.0664,-0.7048,0.8863
738540.530548786,-0.1178,0.0652,-0.6986,0.8816
738540.530550818,-0.1209,0.064,-0.692,0.8769
738540.530553126,-0.1247,0.0622,-0.6835,0.8704
738540.530555481,-0.1287,0.0606,-0.6732,0.8625
738540.530557556,-0.1323,0.0596,-0.6626,0.8545
738540.530559854,-0.1369,0.0578,-0.6491,0.8438
738540.530561836,-0.1408,0.0558,-0.6359,0.8325
738540.530564111,-0.1457,0.0548,-0.6202,0.8207
738540.530566107,-0.1498,0.0528,-0.6052,0.8078
738540.530568094,-0.154,0.0516,-0.5898,0.7954
738540.530570097,-0.1586,0.0495,-0.5734,0.7815
738540.530572069,-0.163,0.0483,-0.5571,0.7684
738540.530574398,-0.1681,0.0457,-0.5376,0.7514
738540.530576692,-0.1735,0.0439,-0.5185,0.7359
738540.530578738,-0.1778,0.0419,-0.5021,0.7218
738540.530581094,-0.1832,0.0394,-0.4831,0.7057
738540.530583423,-0.1881,0.0377,-0.4654,0.6912
738540.530585798,-0.193,0.0352,-0.4479,0.6761
738540.530588218,-0.198,0.0326,-0.4307,0.6613
738540.530590419,-0.202,0.0306,-0.4167,0.6493
738540.530592493,-0.2066,0.0279,-0.4013,0.6358
738540.530594849,-0.211,0.0243,-0.3863,0.6216
738540.530597134,-0.215,0.0217,-0.3722,0.6089
738540.530599457,-0.2191,0.0192,-0.3583,0.5966
738540.530601725,-0.2231,-0.0164,-0.3452,0.5847
738540.530604017,-0.2269,-0.0138,-0.3324,0.5731
738540.530606389,-0.2309,-0.0103,-0.3195,0.5607
738540.530608721,-0.2345,-0.0068,-0.3075,0.5488
738540.530611119,-0.238,-0.0042,-0.2962,0.5384
738540.530613426,-0.241,-0.0008,-0.2856,0.5274
738540.530615394,-0.2438,-0.0023,-0.277,0.5231
738540.53061765,-0.2468,-0.0051,-0.2677,0.5196
738540.530620004,-0.2497,-0.0086,-0.2586,0.5169
738540.530622304,-0.2523,-0.0122,-0.2504,0.5149
738540.530624602,-0.2547,-0.0148,-0.2428,0.5123
738540.530626942,-0.2568,-0.0184,-0.2363,0.5115
738540.530628896,-0.2584,-0.0215,-0.2314,0.5113
738540.53063125,-0.2599,-0.0251,-0.2268,0.5118
738540.530633523,-0.2611,-0.0286,-0.2232,0.5129
738540.530635753,-0.262,-0.0324,-0.2207,0.5151
