time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738505.453167078,-0.2313,-0.1252,0.233,0.5895
738505.453169277,-0.2318,-0.1257,-0.4349,0.7924
738505.453171513,-0.2345,-0.1256,-2.9649,3.325
738505.453173827,-0.236,-0.1256,-3,3.3616
738505.453176068,-0.2376,-0.1257,-3,3.3633
738505.453178387,-0.239,-0.1257,-3,3.3647
738505.453180756,-0.2402,-0.1256,-2.549,2.9148
738505.45318284,-0.2415,-0.1252,-2.0091,2.3758
738505.45318499,-0.2433,-0.1245,-1.5153,1.8831
738505.45318719,-0.2459,-0.1246,-1.1084,1.4789
738505.4531893,-0.2485,-0.1242,-0.8479,1.2206
738505.453191425,-0.2521,-0.1237,-0.6368,1.0126
738505.453193639,-0.2563,-0.1237,-0.44,0.82
738505.453196,-0.2615,-0.1229,-0.2618,0.6462
738505.453198177,-0.2664,-0.1222,-0.1505,0.5391
738505.453200425,-0.2726,-0.1214,-0.0981,0.4921
738505.45320278,-0.2793,-0.1206,-0.049,0.4489
738505.453204744,-0.2849,-0.1203,0.0115,0.4167
738505.453207045,-0.2915,-0.1195,0.0684,0.4794
738505.453209403,-0.2985,-0.1187,0.0789,0.4961
738505.453211676,-0.3047,-0.1179,0.0277,0.4503
738505.453214004,-0.3107,-0.1171,-0.0769,0.5047
738505.453216331,-0.3158,-0.1161,-0.1963,0.6282
738505.453218638,-0.321,-0.1153,-0.2827,0.719
738505.453220924,-0.3259,-0.1154,-0.3426,0.7839
738505.453223194,-0.3298,-0.1148,-0.413,0.8576
738505.453225451,-0.3338,-0.114,-0.4706,0.9184
738505.453227798,-0.3383,-0.1123,-0.4683,0.9189
738505.453230118,-0.3419,-0.1114,-0.4069,0.8602
738505.453232415,-0.3451,-0.1106,-0.3255,0.7812
738505.45323471,-0.348,-0.1098,-0.2619,0.7197
738505.453236982,-0.3512,-0.109,-0.2426,0.7028
738505.453239251,-0.3542,-0.1084,-0.2648,0.7274
738505.453241444,-0.3571,-0.1068,-0.3012,0.7651
738505.453243767,-0.36,-0.106,-0.328,0.794
738505.453246198,-0.3632,-0.105,-0.3472,0.8154
738505.453248555,-0.3661,-0.1042,-0.3863,0.8566
738505.45325067,-0.3682,-0.1027,-0.4585,0.9294
738505.453253027,-0.3707,-0.1019,-0.5666,1.0392
738505.453255185,-0.3731,-0.1003,-0.6592,1.1326
738505.453257536,-0.3755,-0.0995,-0.7156,1.1906
738505.453259845,-0.3773,-0.0987,-0.725,1.201
738505.453262225,-0.379,-0.0969,-0.7165,1.1924
738505.453264634,-0.3808,-0.0959,-0.7272,1.2039
738505.453266939,-0.383,-0.0943,-0.7587,1.236
738505.453269307,-0.3846,-0.0937,-0.775,1.2533
738505.45327155,-0.3864,-0.0917,-0.7362,1.2143
738505.45327385,-0.3882,-0.0901,-0.6484,1.1267
738505.453276149,-0.3899,-0.0884,-0.551,1.0293
738505.453278427,-0.3915,-0.0877,-0.4958,0.975
738505.453280428,-0.393,-0.0864,-0.4713,0.9507
738505.453282416,-0.3948,-0.0853,-0.4419,0.922
738505.453284394,-0.3963,-0.0831,-0.4013,0.8807
738505.453286704,-0.3975,-0.0824,-0.3732,0.8531
