time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738505.418840135,-0.1308,-0.0082,-0.4078,0.5468
738505.418842226,-0.131,0.0091,-3,3.1401
738505.418844298,-0.1304,0.0098,-3,3.1402
738505.418846355,-0.1298,0.0097,-3,3.1395
738505.418848451,-0.1288,0.0105,-3,3.1393
738505.41885056,-0.1281,0.0104,-3,3.1385
738505.418852745,-0.1269,0.011,-3,3.1379
738505.418854886,-0.1259,0.0117,-2.5363,2.6739
738505.418856917,-0.1252,0.0117,-2.1397,2.2766
738505.418858971,-0.1247,0.0127,-1.8286,1.966
738505.418860939,-0.1241,0.0127,-1.582,1.7188
738505.418862943,-0.1237,0.0128,-1.3987,1.5352
738505.418864884,-0.1235,-0.0129,-1.2632,1.3996
738505.418866836,-0.1235,-0.0131,-1.1654,1.302
738505.418868771,-0.1236,-0.0132,-1.0992,1.236
738505.41887074,-0.1241,-0.0144,-1.0538,1.1923
738505.418872643,-0.1245,-0.0146,-1.0241,1.1632
738505.418874598,-0.1252,-0.0147,-1.0049,1.1448
738505.418876505,-0.1262,-0.015,-0.9931,1.1343
738505.418878573,-0.1274,-0.0151,-0.9855,1.128
738505.418880625,-0.1287,-0.0151,-0.9804,1.1242
738505.41888268,-0.1302,-0.0152,-0.9763,1.1217
738505.418884805,-0.1318,-0.0159,-0.9716,1.1193
738505.418886882,-0.1337,-0.0159,-0.9662,1.1158
738505.418888782,-0.1358,-0.0162,-0.9601,1.1121
738505.418890687,-0.1376,-0.0163,-0.9531,1.107
738505.418892655,-0.1397,-0.0165,-0.9448,1.101
738505.418894684,-0.1422,-0.0166,-0.9352,1.094
738505.418896697,-0.1448,-0.0167,-0.9245,1.086
738505.418898745,-0.1474,-0.0167,-0.9127,1.0768
738505.418900714,-0.15,-0.0168,-0.9006,1.0674
738505.418902723,-0.1528,-0.0169,-0.8879,1.0576
738505.418904767,-0.1558,-0.0169,-0.8738,1.0465
738505.41890677,-0.1586,-0.0169,-0.8599,1.0354
738505.418908796,-0.1616,-0.017,-0.8456,1.0242
738505.418910785,-0.1647,-0.017,-0.8305,1.0122
738505.418912778,-0.168,-0.0171,-0.8155,1.0006
738505.418914741,-0.171,-0.0171,-0.8003,0.9884
738505.418916796,-0.1743,-0.0172,-0.7847,0.9762
738505.418918824,-0.1778,-0.0172,-0.7682,0.9632
738505.41892121,-0.1815,-0.0168,-0.7503,0.9486
738505.41892323,-0.1849,-0.0168,-0.734,0.9357
738505.41892527,-0.1885,-0.0169,-0.7179,0.9233
738505.418927255,-0.1919,-0.0169,-0.7015,0.9103
738505.418929251,-0.1951,-0.0168,-0.6858,0.8977
738505.418931299,-0.1985,-0.0158,-0.6695,0.8838
738505.418933364,-0.2019,-0.0158,-0.6533,0.871
738505.41893532,-0.2049,-0.0158,-0.6383,0.859
738505.418937366,-0.2082,-0.0159,-0.6233,0.8474
