time_dn,ecg_projection_ll_ra_mV,ecg_projection_la_ra_mV,ecg_projection_vx_rl_mV
738505.48111207480542361736,-18.8052766502884,-4.63438825647755,-298.521073030793
738505.48111216526012867689,-18.7960448011719,-4.63438825647755,-298.521073030793
738505.48111225571483373642,-18.8329721976379,-4.67131565294351,-298.511841181677
738505.48111234616953879595,-18.8514358958708,-4.68977935117649,-298.53030487991
738505.48111243650782853365,-18.8145084994049,-4.66208380382702,-298.465681936094
738505.48111252696253359318,-18.7868129520554,-4.65285195471053,-298.511841181677
738505.48111261741723865271,-18.7683492538224,-4.63438825647755,-298.354899746696
738505.48111270787194371223,-18.7775811029389,-4.63438825647755,-298.410290841395
738505.48111279832664877176,-18.7775811029389,-4.63438825647755,-298.484145634327
738505.48111288878135383129,-18.740653706473,-4.61592455824457,-298.521073030793
738505.48111297911964356899,-18.7314218573565,-4.60669270912809,-298.484145634327
738505.48111306957434862852,-18.703726310007,-4.60669270912809,-298.456450086978
738505.48111316002905368805,-18.6667989135411,-4.57899716177862,-298.474913785211
738505.48111325048375874758,-18.6760307626576,-4.58822901089511,-298.474913785211
738505.48111334093846380711,-18.6206396679586,-4.54206976531266,-298.465681936094
738505.48111343139316886663,-18.5652485732597,-4.49591051973022,-298.447218237861
738505.48111352184787392616,-18.5560167241432,-4.51437421796319,-298.447218237861
738505.48111361218616366386,-18.5098574785607,-4.48667867061373,-298.437986388745
738505.48111370264086872339,-18.5006256294443,-4.52360606707968,-298.401058992279
738505.48111379309557378292,-18.4636982329783,-4.50514236884671,-298.354899746696
738505.48111388355027884245,-18.4175389873959,-4.47744682149724,-298.31797235023
738505.48111397400498390198,-18.3806115909299,-4.45898312326426,-298.31797235023
738505.48111406445968896151,-18.3344523453475,-4.44051942503128,-298.336436048463
738505.48111415491439402103,-18.3159886471145,-4.46821497238075,-298.354899746696
738505.48111424525268375874,-18.3529160435804,-4.51437421796319,-298.364131595813
738505.48111433570738881826,-18.3621478926969,-4.50514236884671,-298.437986388745
738505.48111442616209387779,-18.4267708365123,-4.53283791619617,-298.474913785211
738505.48111451661679893732,-18.5006256294443,-4.57899716177862,-298.437986388745
738505.48111460707150399685,-18.5744804223762,-4.61592455824457,-298.474913785211
738505.48111469752620905638,-18.6391033661916,-4.65285195471053,-298.419522690512
738505.48111478798091411591,-18.685262611774,-4.68054750206,-298.456450086978
738505.48111487831920385361,-18.7129581591235,-4.67131565294351,-298.456450086978
738505.48111496877390891314,-18.7314218573565,-4.66208380382702,-298.465681936094
738505.48111505922861397266,-18.7498855555895,-4.68054750206,-298.484145634327
738505.48111514968331903219,-18.7498855555895,-4.68054750206,-298.465681936094
738505.48111524013802409172,-18.7498855555895,-4.68054750206,-298.474913785211
738505.48111533059272915125,-18.759117404706,-4.68977935117649,-298.456450086978
