time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738304.458312891,-0.0976,0.1816,-0.0264,0.3056
738304.458315085,-0.0954,0.1808,-2.9642,3.2404
738304.458317191,-0.0926,0.1809,-3,3.2735
738304.458319295,-0.0899,0.18,-3,3.2699
738304.458321389,-0.0873,0.1799,-3,3.2672
738304.458323496,-0.0846,0.1791,-3,3.2637
738304.458325661,-0.082,0.1781,-2.9377,3.1978
738304.458327775,-0.0793,0.1783,-2.4519,2.7095
738304.458329889,-0.0773,0.178,-2.0292,2.2845
738304.458332174,-0.0752,0.1772,-1.6552,1.9076
738304.458334181,-0.0735,0.177,-1.4054,1.6559
738304.458336505,-0.0718,0.1762,-1.2205,1.4685
738304.458338861,-0.0706,0.1756,-1.0943,1.3405
738304.458341143,-0.0699,0.1757,-0.9922,1.2378
738304.458343368,-0.0693,0.1749,-0.8969,1.1411
738304.458345499,-0.0692,0.1746,-0.8117,1.0555
738304.458347542,-0.0692,0.1735,-0.7501,0.9928
738304.458349698,-0.0696,0.1734,-0.7175,0.9605
738304.458351801,-0.0702,0.1734,-0.7096,0.9532
738304.458353963,-0.071,0.1724,-0.6981,0.9415
738304.458356053,-0.0723,0.1722,-0.6803,0.9248
738304.45835817,-0.074,0.1719,-0.6826,0.9285
738304.458360316,-0.0756,0.171,-0.7212,0.9678
738304.458362509,-0.0779,0.1709,-0.776,1.0248
738304.458364678,-0.0806,0.1699,-0.8128,1.0633
738304.458366865,-0.0835,0.1689,-0.8194,1.0718
738304.458369143,-0.0867,0.169,-0.8069,1.0626
738304.458371342,-0.0902,0.1681,-0.7999,1.0582
738304.458373567,-0.094,0.1671,-0.8151,1.0762
738304.458375802,-0.098,0.1663,-0.8517,1.116
738304.458377962,-0.1024,0.1653,-0.8954,1.1631
738304.4583801,-0.1072,0.1652,-0.9311,1.2035
738304.458382308,-0.1124,0.1641,-0.9398,1.2163
738304.458384525,-0.1176,0.1632,-0.9085,1.1893
738304.458386734,-0.1231,0.1622,-0.8402,1.1255
738304.458388906,-0.1288,0.1613,-0.7678,1.0579
738304.458391102,-0.1342,0.1612,-0.7193,1.0147
738304.458393341,-0.14,0.1602,-0.693,0.9932
738304.458395615,-0.1459,0.1594,-0.6759,0.9812
738304.458397862,-0.1517,0.1586,-0.6555,0.9658
738304.458400112,-0.1574,0.1566,-0.6317,0.9457
738304.458402146,-0.1621,0.1564,-0.6241,0.9426
738304.4584044,-0.1677,0.1556,-0.6286,0.9519
738304.458406727,-0.1729,0.1538,-0.6291,0.9558
738304.45840876,-0.1772,0.1526,-0.62,0.9498
738304.458411091,-0.1822,0.1518,-0.6212,0.9552
738304.458413446,-0.1872,0.151,-0.6634,1.0016
738304.458415786,-0.1923,0.1492,-0.7522,1.0937
738304.458418177,-0.1973,0.1476,-0.8545,1.1994
738304.458420506,-0.2021,0.1468,-0.9251,1.274
738304.458422519,-0.2067,0.1456,-0.9605,1.3128
738304.458424893,-0.2116,0.1439,-0.9783,1.3338
738304.458427258,-0.2162,0.1423,-0.9894,1.3479
738304.458429584,-0.2208,0.1414,-1.0028,1.365
738304.458431959,-0.2255,0.1397,-1.012,1.3772
738304.458434083,-0.2294,0.1387,-1.0057,1.3738
738304.458436129,-0.2333,0.1375,-0.9787,1.3495
738304.458438199,-0.2366,0.1363,-0.9401,1.313
738304.458440633,-0.2404,0.1338,-0.9035,1.2777
738304.458442654,-0.2434,0.1326,-0.9028,1.2788
738304.458444974,-0.2469,0.1308,-0.9368,1.3145
738304.458447288,-0.25,0.129,-0.9824,1.3614
738304.458449526,-0.2529,0.1272,-1.0038,1.3839
738304.458451713,-0.2558,0.1262,-1.0046,1.3866
738304.458453904,-0.2585,0.1243,-1.006,1.3888
738304.458456076,-0.2612,0.1223,-1.0127,1.3962
738304.458458309,-0.2641,0.1213,-1.0161,1.4015
738304.458460331,-0.2668,0.1192,-1.0084,1.3944
738304.458462501,-0.2699,0.1172,-0.9833,1.3704
738304.458464625,-0.2727,0.1162,-0.9445,1.3334
738304.45846675,-0.2755,0.1141,-0.9009,1.2905
738304.458468984,-0.2783,0.1123,-0.876,1.2666
738304.458471107,-0.2816,0.1111,-0.8945,1.2872
738304.458473215,-0.2848,0.1091,-0.9513,1.3452
738304.458475402,-0.2882,0.1071,-1.0202,1.4155
738304.458477551,-0.2915,0.1052,-1.065,1.4617
738304.458479822,-0.2951,0.1032,-1.066,1.4643
