time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738304.465442185,-0.104,0.0865,-0.2095,0.4
738304.465444293,-0.1041,0.0851,-2.6061,2.7953
738304.465446422,-0.1041,0.0843,-3,3.1884
738304.465448539,-0.1039,0.0834,-3,3.1873
738304.465450702,-0.1037,0.0817,-3,3.1854
738304.465452932,-0.1034,0.081,-3,3.1844
738304.465455047,-0.1034,0.08,-2.8365,3.0199
738304.465457194,-0.1033,0.0791,-2.351,2.5334
738304.465459298,-0.1034,0.0783,-1.9361,2.1178
738304.465461467,-0.1039,0.0773,-1.5962,1.7774
738304.465463764,-0.1045,0.0764,-1.3294,1.5103
738304.465466051,-0.1054,0.0748,-1.1211,1.3013
738304.465468334,-0.1068,0.0739,-0.9768,1.1575
738304.465470639,-0.1082,0.0733,-0.8794,1.0609
738304.465472908,-0.1103,0.0724,-0.817,0.9997
738304.465474938,-0.1122,0.0714,-0.7823,0.9659
738304.465477085,-0.1146,0.0704,-0.7589,0.9439
738304.465479181,-0.1174,0.0692,-0.7446,0.9312
738304.465481392,-0.1203,0.0683,-0.7343,0.9229
738304.465483567,-0.1237,0.0673,-0.7263,0.9173
738304.465485619,-0.1269,0.0663,-0.7188,0.912
738304.465487697,-0.1303,0.0662,-0.7106,0.9071
738304.46548988,-0.1339,0.0644,-0.7006,0.8989
738304.465491976,-0.1378,0.0632,-0.6898,0.8908
738304.465494138,-0.1412,0.0623,-0.6776,0.8811
738304.465496304,-0.1449,0.0613,-0.6642,0.8704
738304.465498493,-0.1483,0.0604,-0.6502,0.8589
738304.465500604,-0.1517,0.0594,-0.6361,0.8472
738304.465502748,-0.1546,0.0585,-0.6221,0.8352
738304.465504875,-0.1576,0.0575,-0.6082,0.8233
738304.465507033,-0.1606,0.0555,-0.5945,0.8106
738304.465509122,-0.1632,0.0545,-0.5814,0.7991
738304.465511234,-0.1654,0.0536,-0.569,0.788
738304.465513339,-0.1677,0.0526,-0.557,0.7773
738304.465515491,-0.17,0.0516,-0.5455,0.7671
738304.465517586,-0.172,0.0505,-0.5354,0.7579
738304.465519779,-0.1738,0.0487,-0.5264,0.7489
738304.465521956,-0.1755,0.0479,-0.5193,0.7427
738304.465524131,-0.177,0.047,-0.5147,0.7387
738304.465526287,-0.1785,0.045,-0.5127,0.7362
738304.465528523,-0.18,0.0441,-0.513,0.7371
738304.465530718,-0.1811,0.0425,-0.5152,0.7388
738304.46553285,-0.1823,0.0415,-0.5183,0.7421
738304.465535054,-0.1835,0.0396,-0.5219,0.745
738304.465537127,-0.1846,0.0386,-0.525,0.7482
738304.465539258,-0.1857,0.0376,-0.5275,0.7508
738304.465541406,-0.1868,0.0365,-0.5291,0.7524
738304.465543602,-0.1877,0.0347,-0.5297,0.7521
738304.465545739,-0.1885,0.0338,-0.5294,0.7517
738304.46554789,-0.1895,0.0318,-0.5286,0.7499
738304.465550035,-0.1903,0.0309,-0.5277,0.7489
738304.465552202,-0.1912,0.029,-0.527,0.7472
738304.465554436,-0.1921,0.0271,-0.5268,0.746
738304.465556662,-0.1929,0.0262,-0.527,0.7461
738304.465558816,-0.1934,-0.0244,-0.5275,0.7453
738304.46556098,-0.1942,-0.0224,-0.5281,0.7447
738304.465563112,-0.1948,-0.0214,-0.5287,0.7449
738304.465565353,-0.1951,-0.0197,-0.5293,0.7441
738304.465567474,-0.1956,-0.0177,-0.53,0.7433
738304.465569691,-0.196,-0.0159,-0.5307,0.7426
738304.465571893,-0.1962,-0.014,-0.5317,0.7419
738304.465574053,-0.1965,-0.013,-0.533,0.7425
738304.465576201,-0.1966,-0.011,-0.5346,0.7422
738304.465578343,-0.1963,-0.0091,-0.5365,0.7419
738304.465580536,-0.1964,-0.0081,-0.5386,0.7431
738304.465582676,-0.1961,-0.0062,-0.5409,0.7432
738304.46558485,-0.196,-0.0042,-0.5433,0.7435
738304.465586943,-0.1959,-0.0032,-0.5459,0.745
738304.465589111,-0.1955,-0.0013,-0.5486,0.7454
738304.46559132,-0.1952,-0.0005,-0.5516,0.7473
738304.465593582,-0.1949,-0.0014,-0.5547,0.751
738304.465595741,-0.1947,-0.0035,-0.5581,0.7563
738304.465597943,-0.1942,-0.0053,-0.5617,0.7612
738304.465600229,-0.1936,-0.0072,-0.5659,0.7667
738304.465602254,-0.1928,-0.0082,-0.5699,0.7709
738304.465604611,-0.1919,-0.0099,-0.5751,0.7769
738304.465606917,-0.191,-0.0118,-0.5807,0.7835
738304.465609254,-0.1897,-0.0135,-0.5867,0.7899
738304.465611497,-0.1886,-0.0153,-0.5928,0.7967
738304.465613734,-0.1875,-0.0181,-0.599,0.8046
738304.465615843,-0.1863,-0.0192,-0.6051,0.8106
738304.465618061,-0.1852,-0.0213,-0.6116,0.8181
738304.465620303,-0.1838,-0.0231,-0.6186,0.8255
738304.465622497,-0.1823,-0.025,-0.6255,0.8328
738304.465624641,-0.1809,-0.027,-0.6323,0.8402
738304.465626865,-0.1795,-0.0289,-0.6393,0.8477
738304.465628983,-0.1782,-0.0309,-0.6459,0.855
738304.465631031,-0.1773,-0.0332,-0.6522,0.8627
738304.465633175,-0.1761,-0.0352,-0.6585,0.8698
738304.465635326,-0.175,-0.0371,-0.6654,0.8775
738304.465637657,-0.174,-0.039,-0.6725,0.8855
738304.465639899,-0.173,-0.0418,-0.6791,0.8939
738304.465642102,-0.1724,-0.0438,-0.6853,0.9015
738304.465644227,-0.1717,-0.0459,-0.6908,0.9084
738304.465646313,-0.171,-0.048,-0.6955,0.9145
738304.46564843,-0.1703,-0.05,-0.6997,0.92
738304.46565062,-0.1696,-0.0521,-0.7032,0.9249
738304.465652923,-0.1691,-0.054,-0.7065,0.9296
738304.465655264,-0.1685,-0.0559,-0.7092,0.9336
738304.465657566,-0.1676,-0.0585,-0.7116,0.9377
738304.465659906,-0.1671,-0.0614,-0.7137,0.9422
738304.4656622,-0.1664,-0.0633,-0.7156,0.9453
738304.465664618,-0.1657,-0.066,-0.7176,0.9493
738304.465666635,-0.1651,-0.0682,-0.7192,0.9525
738304.465668932,-0.1642,-0.0699,-0.721,0.9551
738304.465671203,-0.1637,-0.073,-0.7227,0.9594
738304.465673597,-0.1629,-0.0747,-0.7245,0.9621
738304.465676066,-0.162,-0.0772,-0.7263,0.9655
738304.465678034,-0.1616,-0.0797,-0.7277,0.969
738304.465680202,-0.1607,-0.0816,-0.7294,0.9717
738304.465682283,-0.1601,-0.0838,-0.7311,0.975
738304.465684482,-0.1593,-0.0869,-0.7331,0.9793
738304.465686499,-0.1584,-0.0891,-0.735,0.9825
738304.465688839,-0.1575,-0.0911,-0.7376,0.9862
738304.46569128,-0.1563,-0.0938,-0.7404,0.9905
738304.465693275,-0.1554,-0.096,-0.7429,0.9943
