time_dn,ecg_projection_ll_ra_mV,ecg_projection_la_ra_mV,ecg_projection_vx_rl_mV
738239.73196432343684136868,-19.2884100873847,-1.73558763389996,333.355917030346
738239.73196441389154642820,-19.30071921954,-1.73558763389996,333.368226162501
738239.73196450434625148773,-19.30071921954,-1.74789676605528,333.392844426812
738239.73196459480095654726,-19.30071921954,-1.74789676605528,333.454390087588
738239.73196468513924628496,-19.30071921954,-1.74789676605528,333.417462691122
738239.73196477559395134449,-19.30071921954,-1.74789676605528,333.34360789819
738239.73196486604865640402,-19.30071921954,-1.74789676605528,333.429771823277
738239.73196495650336146355,-19.30071921954,-1.74789676605528,333.429771823277
738239.73196504695806652308,-19.30071921954,-1.74789676605528,333.417462691122
738239.73196513741277158260,-19.30071921954,-1.74789676605528,333.380535294656
738239.73196522775106132030,-19.30071921954,-1.74789676605528,333.466699219743
738239.73196531820576637983,-19.3130283516953,-1.7602058982106,333.442080955433
738239.73196540866047143936,-19.3130283516953,-1.74789676605528,333.368226162501
738239.73196549911517649889,-19.3130283516953,-1.74789676605528,333.417462691122
738239.73196558956988155842,-19.3130283516953,-1.7602058982106,333.405153558967
738239.73196568002458661795,-19.3130283516953,-1.74789676605528,333.417462691122
738239.73196577047929167747,-19.3130283516953,-1.7602058982106,333.429771823277
738239.73196586081758141518,-19.3253374838506,-1.77251503036592,333.454390087588
738239.73196595127228647470,-19.3130283516953,-1.7602058982106,333.429771823277
738239.73196604172699153423,-19.30071921954,-1.7602058982106,333.331298766035
738239.73196613218169659376,-19.2884100873847,-1.74789676605528,333.294371369569
738239.73196622263640165329,-19.2884100873847,-1.73558763389996,333.306680501724
738239.73196631309110671282,-19.2391735587634,-1.698660237434,333.294371369569
738239.73196640342939645052,-19.2268644266081,-1.66173284096805,333.368226162501
738239.73196649388410151005,-19.2514826909187,-1.67404197312337,333.380535294656
738239.73196658433880656958,-19.2761009552293,-1.67404197312337,333.392844426812
738239.73196667479351162910,-19.30071921954,-1.68635110527868,333.429771823277
738239.73196676524821668863,-19.30071921954,-1.698660237434,333.380535294656
738239.73196685570292174816,-19.3130283516953,-1.73558763389996,333.31898963388
738239.73196694615762680769,-19.3253374838506,-1.74789676605528,333.294371369569
738239.73196703649591654539,-19.3376466160059,-1.77251503036592,333.245134840948
738239.73196712695062160492,-19.3499557481613,-1.78482416252124,333.392844426812
738239.73196721740532666445,-19.3622648803166,-1.78482416252124,333.392844426812
738239.73196730786003172398,-19.3622648803166,-1.78482416252124,333.442080955433
738239.73196739831473678350,-19.3499557481613,-1.78482416252124,333.429771823277
738239.73196748876944184303,-19.3499557481613,-1.78482416252124,333.429771823277
738239.73196757910773158073,-19.3499557481613,-1.77251503036592,333.368226162501
738239.73196766956243664026,-19.3622648803166,-1.77251503036592,333.368226162501
738239.73196776001714169979,-19.3376466160059,-1.67404197312337,333.454390087588
738239.73196785047184675932,-19.0668457085889,-1.44016846217231,333.429771823277
738239.73196794092655181885,-18.6729534796187,-1.08320362966806,333.282062237414
738239.73196803138125687838,-18.3159886471145,-0.861639250872321,332.962024801375
738239.73196812183596193790,-18.6483352153081,-1.58787804803613,332.678914761803
738239.73196821217425167561,-19.6207566555783,-2.65877254554888,332.777387819046
738239.73196830262895673513,-20.0761945453251,-2.81879126356802,333.097425255084
738239.73196839308366179466,-19.8053936379081,-2.43720816675314,333.15897091586
738239.73196848353836685419,-19.4361196732485,-1.99407940916166,333.146661783705
738239.73196857399307191372,-19.3745740124719,-1.89560635191911,333.195898312326
