time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738472.367166629,-0.1278,0.0121,-2.1126,2.2525
738472.367168872,-0.1273,0.0125,-1.7547,1.8945
738472.367171029,-0.1272,0.0123,-1.5017,1.6412
738472.367173231,-0.1274,0.0132,-1.3176,1.4582
738472.367175556,-0.1276,0.0137,-1.1793,1.3206
738472.367177583,-0.128,0.0139,-1.0995,1.2414
738472.367179893,-0.1286,0.0144,-1.0396,1.1826
738472.367182003,-0.1295,0.0144,-1.0054,1.1493
738472.367184254,-0.1305,0.0151,-0.9843,1.1299
738472.367186576,-0.1318,-0.0147,-0.9718,1.1183
738472.3671889,-0.1335,-0.0153,-0.965,1.1138
738472.367191218,-0.1355,-0.016,-0.9607,1.1122
738472.367193536,-0.1374,-0.0166,-0.9566,1.1106
738472.36719587,-0.1396,-0.0172,-0.9513,1.1081
738472.367198155,-0.1422,-0.017,-0.9445,1.1037
738472.367200422,-0.1447,-0.0175,-0.9361,1.0983
738472.367202417,-0.1471,-0.0176,-0.9276,1.0923
738472.36720476,-0.1499,-0.0182,-0.917,1.0851
738472.367206992,-0.1528,-0.0188,-0.9063,1.0779
738472.367209257,-0.1559,-0.0186,-0.8966,1.0711
738472.367211534,-0.1593,-0.0193,-0.8881,1.0667
738472.367213841,-0.1627,-0.0199,-0.8816,1.0642
738472.3672161,-0.1664,-0.0206,-0.8781,1.0651
738472.367218298,-0.1698,-0.0204,-0.8784,1.0686
738472.367220642,-0.1737,-0.021,-0.8833,1.078
738472.367222877,-0.1777,-0.0208,-0.8928,1.0913
738472.367224957,-0.1814,-0.0218,-0.905,1.1082
738472.367227005,-0.1853,-0.0218,-0.921,1.1281
738472.367229322,-0.1901,-0.0225,-0.9426,1.1552
738472.367231302,-0.1941,-0.0227,-0.9632,1.18
738472.367233593,-0.1989,-0.0225,-0.9887,1.2101
738472.367235896,-0.204,-0.0232,-1.0164,1.2436
738472.367238245,-0.2091,-0.0239,-1.0449,1.2779
738472.367240529,-0.2143,-0.0236,-1.075,1.3129
738472.367242515,-0.219,-0.0248,-1.1011,1.3449
738472.367244779,-0.2241,-0.0246,-1.1305,1.3792
738472.367247072,-0.2295,-0.0253,-1.1602,1.415
738472.36724934,-0.2351,-0.0263,-1.1896,1.451
738472.367251664,-0.2408,-0.0261,-1.2192,1.4861
738472.367253972,-0.2462,-0.0268,-1.2473,1.5203
738472.367256279,-0.2519,-0.0275,-1.275,1.5544
738472.367258579,-0.2579,-0.0275,-1.3008,1.5862
738472.367260892,-0.2636,-0.0282,-1.3249,1.6167
738472.367263159,-0.2693,-0.0291,-1.3466,1.645
738472.367265112,-0.2742,-0.0295,-1.3638,1.6675
738472.367267093,-0.2789,-0.0296,-1.3796,1.6881
738472.36726939,-0.2845,-0.0305,-1.396,1.711
738472.367271607,-0.2897,-0.0314,-1.41,1.7311
738472.367273888,-0.2949,-0.0322,-1.4202,1.7473
738472.367276073,-0.3001,-0.0332,-1.4247,1.758
738472.367278315,-0.305,-0.0332,-1.425,1.7632
738472.367280573,-0.3097,-0.0339,-1.422,1.7656
738472.367282557,-0.3139,-0.0352,-1.4176,1.7667
738472.367284779,-0.3183,-0.0361,-1.4119,1.7663
738472.367287033,-0.3227,-0.037,-1.4056,1.7653
738472.367289289,-0.3269,-0.0378,-1.3993,1.764
738472.367291548,-0.3309,-0.0387,-1.3934,1.763
738472.367293823,-0.3347,-0.0394,-1.3878,1.7619
738472.367296039,-0.3384,-0.0404,-1.3826,1.7614
738472.36729802,-0.3417,-0.0416,-1.378,1.7613
738472.36730038,-0.3452,-0.0424,-1.3727,1.7603
738472.36730266,-0.3486,-0.0441,-1.3673,1.76
738472.367304903,-0.3519,-0.045,-1.3619,1.7588
738472.367306854,-0.3545,-0.0461,-1.357,1.7576
738472.367309145,-0.3579,-0.047,-1.3512,1.7561
738472.367311226,-0.3608,-0.0481,-1.3456,1.7545
738472.367313633,-0.3643,-0.0496,-1.3387,1.7526
738472.36731566,-0.3674,-0.0507,-1.3324,1.7505
738472.367317661,-0.3707,-0.052,-1.3258,1.7485
738472.367319651,-0.3738,-0.0531,-1.319,1.7459
738472.367321867,-0.3777,-0.054,-1.3109,1.7426
738472.367324124,-0.3816,-0.0559,-1.3025,1.74
738472.367326406,-0.3854,-0.0565,-1.2936,1.7355
738472.367328697,-0.3894,-0.0582,-1.2848,1.7324
738472.367331009,-0.3934,-0.0601,-1.2763,1.7298
738472.367333237,-0.3971,-0.0609,-1.268,1.726
738472.36733552,-0.4007,-0.0626,-1.2599,1.7232
738472.367337759,-0.4044,-0.0645,-1.2522,1.7211
