time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738359.384702645,-0.129,0.0109,-3,3.1399
738359.38470475,-0.1286,0.0118,-2.7453,2.8857
738359.38470696,-0.128,0.0114,-2.2772,2.4166
738359.384709037,-0.1278,0.0123,-1.9154,2.0555
738359.38471107,-0.1276,0.0123,-1.6406,1.7805
738359.384713201,-0.1275,0.0131,-1.431,1.5716
738359.384715267,-0.1277,0.0131,-1.2699,1.4107
738359.384717687,-0.1279,-0.0135,-1.1452,1.2866
738359.384720099,-0.1285,-0.0141,-1.0671,1.2097
738359.384722153,-0.129,-0.014,-1.0258,1.1688
738359.384724211,-0.13,-0.0151,-0.9995,1.1446
738359.384726207,-0.1308,-0.015,-0.9841,1.1299
738359.384728629,-0.1321,-0.0156,-0.9747,1.1224
738359.384730797,-0.1337,-0.0156,-0.9709,1.1202
738359.384732895,-0.1353,-0.0155,-0.9697,1.1205
738359.384734958,-0.1369,-0.0164,-0.9694,1.1227
738359.384737022,-0.1389,-0.0164,-0.969,1.1243
738359.38473902,-0.1408,-0.0165,-0.9679,1.1252
738359.384741082,-0.143,-0.0167,-0.9658,1.1255
738359.384743109,-0.1451,-0.0175,-0.9624,1.125
738359.384745154,-0.1474,-0.0175,-0.9578,1.1227
738359.384747201,-0.1498,-0.0176,-0.9523,1.1197
738359.38474917,-0.1524,-0.0187,-0.9457,1.1168
738359.384751507,-0.1553,-0.0183,-0.9372,1.1108
738359.384753583,-0.1579,-0.0192,-0.9287,1.1058
738359.384755609,-0.1609,-0.0194,-0.9197,1.1
738359.384757729,-0.1637,-0.0193,-0.9101,1.0931
738359.384759812,-0.1667,-0.0202,-0.8998,1.0867
738359.384761908,-0.1696,-0.02,-0.8889,1.0785
738359.384763978,-0.1727,-0.0211,-0.8784,1.0722
738359.384766244,-0.1758,-0.0209,-0.8669,1.0636
738359.384768466,-0.1791,-0.0215,-0.8546,1.0552
738359.384770615,-0.1821,-0.0224,-0.8434,1.0479
738359.38477267,-0.1846,-0.0227,-0.8338,1.0411
738359.384774763,-0.1875,-0.0236,-0.8231,1.0342
738359.384776848,-0.1903,-0.0235,-0.8125,1.0263
738359.384778913,-0.1929,-0.0244,-0.8024,1.0197
738359.384780914,-0.1955,-0.0244,-0.7925,1.0124
738359.384783335,-0.1986,-0.025,-0.7813,1.0049
738359.384785385,-0.2009,-0.0259,-0.7721,0.9989
738359.384787447,-0.2033,-0.0268,-0.763,0.9931
738359.384789549,-0.2055,-0.0266,-0.7542,0.9863
738359.384791614,-0.2078,-0.0277,-0.7461,0.9816
738359.384793744,-0.2098,-0.0284,-0.738,0.9762
738359.384795785,-0.212,-0.0284,-0.7304,0.9708
738359.384797878,-0.2139,-0.0293,-0.7233,0.9665
738359.384799944,-0.2157,-0.0302,-0.7165,0.9624
738359.38480204,-0.2174,-0.03,-0.7096,0.957
738359.384804123,-0.2191,-0.0311,-0.7031,0.9533
738359.38480632,-0.2208,-0.0316,-0.6956,0.948
738359.384808426,-0.2223,-0.0325,-0.6886,0.9434
738359.384810522,-0.2237,-0.0325,-0.6818,0.938
738359.384812588,-0.225,-0.0333,-0.6748,0.9331
738359.384814672,-0.2261,-0.0342,-0.6685,0.9288
738359.384816727,-0.2272,-0.0341,-0.6623,0.9236
738359.384818816,-0.2282,-0.0351,-0.6564,0.9197
738359.384820847,-0.2291,-0.035,-0.6511,0.9152
738359.384823274,-0.2299,-0.0354,-0.6452,0.9105
738359.384825338,-0.2302,-0.0362,-0.6405,0.9069
738359.384827415,-0.2307,-0.0371,-0.6359,0.9037
738359.384829466,-0.2311,-0.0371,-0.6314,0.8996
738359.384831525,-0.2314,-0.038,-0.6267,0.8961
738359.384833595,-0.2316,-0.038,-0.6223,0.8919
