time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738359.413206722,-0.0613,0.1763,-1.4762,1.7138
738359.413209224,-0.0576,0.1749,-1.2105,1.443
738359.413211604,-0.0547,0.1741,-1.0487,1.2775
738359.413213967,-0.0526,0.1732,-0.9729,1.1987
738359.413216209,-0.0505,0.1724,-0.9343,1.1572
738359.413218607,-0.0491,0.1705,-0.9028,1.1224
738359.413220836,-0.048,0.1697,-0.8937,1.1114
738359.413223147,-0.0479,0.1686,-0.9201,1.1366
738359.413225209,-0.0478,0.1676,-0.9775,1.1929
738359.413227565,-0.0483,0.1668,-1.0602,1.2753
738359.41322986,-0.0496,0.1649,-1.14,1.3545
738359.413231939,-0.0513,0.1635,-1.1937,1.4085
738359.413234232,-0.0539,0.1618,-1.2329,1.4486
738359.413236436,-0.0568,0.1608,-1.2574,1.475
738359.413238624,-0.0605,0.1587,-1.2788,1.498
738359.413240871,-0.0645,0.1568,-1.3019,1.5232
738359.413243041,-0.0692,0.1557,-1.3263,1.5512
738359.413245275,-0.0744,0.153,-1.3484,1.5758
738359.413247477,-0.0803,0.1509,-1.3471,1.5783
738359.41324974,-0.0861,0.149,-1.3047,1.5398
738359.413251889,-0.0922,0.1469,-1.2459,1.485
738359.413254381,-0.0991,0.1442,-1.1993,1.4426
738359.413256609,-0.1062,0.1415,-1.1682,1.4159
738359.413258814,-0.1131,0.1387,-1.126,1.3778
738359.41326101,-0.1201,0.1358,-1.0623,1.3182
738359.413263396,-0.1275,0.1331,-0.9758,1.2364
738359.413265693,-0.1348,0.1294,-0.8872,1.1514
738359.413267939,-0.1411,0.1265,-0.8209,1.0885
738359.413270132,-0.1471,0.1227,-0.784,1.0538
738359.41327235,-0.1529,0.1198,-0.7675,1.0402
738359.413274607,-0.1582,0.1162,-0.7443,1.0187
738359.413276853,-0.163,0.1124,-0.7162,0.9916
738359.41327905,-0.1673,0.1086,-0.7123,0.9882
738359.413281277,-0.1715,0.1048,-0.7467,1.023
738359.413283492,-0.1749,0.101,-0.7975,1.0734
738359.413285685,-0.178,0.097,-0.834,1.109
738359.413287905,-0.1809,0.0932,-0.8451,1.1192
738359.413290162,-0.1835,0.0893,-0.8448,1.1176
738359.413292328,-0.1855,0.0859,-0.8524,1.1238
738359.413294495,-0.1879,0.0821,-0.8787,1.1487
738359.413296735,-0.1903,0.0783,-0.9132,1.1818
738359.413298886,-0.1927,0.0744,-0.9363,1.2034
738359.413301193,-0.1953,0.0697,-0.9374,1.2024
738359.413303485,-0.1975,0.0658,-0.9198,1.1831
738359.413305648,-0.1992,0.062,-0.9009,1.1621
738359.413307799,-0.2007,0.0581,-0.8921,1.1509
738359.413309974,-0.2025,0.0541,-0.8991,1.1557
738359.413312192,-0.2042,0.0503,-0.9209,1.1754
738359.413314498,-0.206,0.0455,-0.9497,1.2012
738359.413316698,-0.2074,0.0416,-0.9705,1.2195
738359.413318959,-0.2087,0.0378,-0.9754,1.2219
738359.41332121,-0.21,0.033,-0.963,1.206
738359.413323432,-0.2111,0.0291,-0.9445,1.1847
738359.413325671,-0.2119,0.0243,-0.9323,1.1685
738359.413327858,-0.2127,0.0202,-0.9304,1.1633
738359.41333008,-0.2133,0.0154,-0.9293,1.158
738359.413332282,-0.2137,0.0115,-0.9136,1.1388
738359.413334504,-0.214,0.0076,-0.874,1.0956
738359.413336724,-0.2139,-0.0026,-0.8274,1.0439
738359.413339141,-0.2132,-0.0018,-0.7983,1.0133
738359.4133414,-0.213,-0.0067,-0.8118,1.0315
738359.413343639,-0.2122,-0.0115,-0.8351,1.0588
738359.413345843,-0.2113,-0.0156,-0.8354,1.0623
738359.413348029,-0.2104,-0.0206,-0.8368,1.0678
738359.413350223,-0.2091,-0.0255,-0.8677,1.1023
738359.413352525,-0.2076,-0.0303,-0.9136,1.1515
738359.413354756,-0.206,-0.0352,-0.9309,1.1721
738359.413356933,-0.2042,-0.04,-0.9054,1.1496
738359.413359195,-0.202,-0.0449,-0.8557,1.1026
738359.413361408,-0.1997,-0.049,-0.8147,1.0634
738359.413363552,-0.1971,-0.0539,-0.7916,1.0426
738359.413365549,-0.1947,-0.0591,-0.7732,1.027
738359.413367939,-0.1915,-0.064,-0.7351,0.9906
738359.413370262,-0.1875,-0.0696,-0.6863,0.9434
738359.413372277,-0.1842,-0.0739,-0.6555,0.9136
738359.413374392,-0.1807,-0.079,-0.6522,0.9119
738359.413376725,-0.1769,-0.0848,-0.6855,0.9472
738359.413378925,-0.1733,-0.0899,-0.7463,1.0095
738359.413381014,-0.1697,-0.095,-0.8138,1.0785
738359.41338337,-0.1659,-0.1007,-0.8831,1.1497
738359.413385358,-0.1632,-0.1051,-0.932,1.2003
738359.413387454,-0.1598,-0.1102,-0.981,1.251
738359.413389562,-0.1568,-0.1155,-1.0453,1.3176
738359.413391649,-0.154,-0.1206,-1.1242,1.3988
738359.413393809,-0.1515,-0.1257,-1.2032,1.4804
738359.413395951,-0.1493,-0.1308,-1.2623,1.5424
738359.413398005,-0.1475,-0.136,-1.297,1.5805
738359.41340006,-0.1462,-0.1404,-1.327,1.6136
738359.413402653,-0.145,-0.1475,-1.3871,1.6796
738359.413404929,-0.1447,-0.1526,-1.434,1.7313
738359.413407243,-0.1447,-0.1585,-1.4501,1.7533
738359.41340955,-0.1452,-0.1644,-1.4337,1.7433
738359.413411792,-0.1462,-0.1694,-1.4111,1.7267
738359.41341403,-0.1478,-0.1745,-1.3975,1.7198
738359.413416123,-0.1495,-0.1798,-1.3926,1.7219
738359.413418545,-0.1518,-0.1856,-1.3942,1.7316
738359.413420901,-0.1541,-0.1914,-1.4024,1.7479
738359.413423287,-0.157,-0.1973,-1.4139,1.7682
738359.413425278,-0.1599,-0.2026,-1.4074,1.7699
738359.413427581,-0.1631,-0.2076,-1.3584,1.7291
738359.413429883,-0.1659,-0.2136,-1.2769,1.6564
