time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738508.442650042,-0.2313,-0.1252,0.233,0.5895
738508.442652478,-0.2335,-0.1255,-1.9199,2.2789
738508.442654861,-0.2358,-0.1258,-2.6434,3.005
738508.442656986,-0.2391,-0.1248,-2.6453,3.0092
738508.442659705,-0.2426,-0.1248,-2.2744,2.6418
738508.442661866,-0.2463,-0.1246,-1.737,2.1079
738508.442664182,-0.2502,-0.125,-1.2691,1.6443
738508.442666292,-0.2551,-0.1252,-0.847,1.2273
738508.442668452,-0.2598,-0.1245,-0.56,0.9443
738508.442670623,-0.2653,-0.1239,-0.3503,0.7395
738508.442672908,-0.2714,-0.1242,-0.1869,0.5825
738508.442675042,-0.2782,-0.1234,-0.0536,0.4552
738508.442677153,-0.2849,-0.1237,0.0169,0.4255
738508.442679476,-0.2924,-0.1232,0.0225,0.4381
738508.442681619,-0.3014,-0.1224,-0.0376,0.4614
738508.442683934,-0.3107,-0.1227,-0.1214,0.5548
738508.442686225,-0.3216,-0.1226,-0.1905,0.6347
738508.44268859,-0.3321,-0.1222,-0.2141,0.6684
738508.442690854,-0.3448,-0.1212,-0.2172,0.6832
738508.442693216,-0.3565,-0.1215,-0.2157,0.6937
738508.442695553,-0.3693,-0.1205,-0.2151,0.7049
738508.442697805,-0.3826,-0.1197,-0.1907,0.693
738508.442700148,-0.3957,-0.1198,-0.1137,0.6292
738508.442702528,-0.4102,-0.1185,0.0208,0.5495
738508.442704955,-0.4255,-0.1183,0.1702,0.714
738508.442707282,-0.4381,-0.1175,0.2744,0.83
738508.442709566,-0.4515,-0.1166,0.3523,0.9204
738508.442711916,-0.465,-0.1156,0.4293,1.0099
738508.442714066,-0.4775,-0.1145,0.5375,1.1295
738508.442716336,-0.4895,-0.1135,0.6185,1.2215
738508.442718646,-0.4994,-0.1127,0.6496,1.2617
738508.442720966,-0.5091,-0.1115,0.6881,1.3087
738508.442723277,-0.518,-0.1104,0.7485,1.3769
738508.442725589,-0.5255,-0.1102,0.8042,1.4399
738508.442727928,-0.5322,-0.1089,0.8379,1.479
738508.442730449,-0.5381,-0.1077,0.8502,1.496
738508.442732783,-0.5441,-0.1062,0.875,1.5253
738508.442735267,-0.5494,-0.106,0.9446,1.6
738508.442737525,-0.554,-0.1047,1.0452,1.7039
738508.442739924,-0.5587,-0.1054,1.123,1.7871
738508.442742222,-0.5627,-0.1051,1.1935,1.8613
738508.442744574,-0.5665,-0.1058,1.3024,1.9747
738508.442747212,-0.5698,-0.1062,1.4136,2.0896
738508.442749561,-0.5724,-0.1069,1.463,2.1423
738508.442751891,-0.5747,-0.1074,1.4831,2.1652
738508.442754193,-0.5767,-0.1091,1.5168,2.2026
738508.442756329,-0.5778,-0.1096,1.5535,2.2409
738508.442758622,-0.5784,-0.1111,1.5499,2.2394
738508.442760922,-0.5787,-0.1112,1.5132,2.2031
738508.442763087,-0.578,-0.1118,1.4638,2.1536
738508.442765171,-0.5764,-0.1127,1.4392,2.1283
738508.442767392,-0.5738,-0.1125,1.4551,2.1414
738508.442769489,-0.5706,-0.1115,1.4907,2.1728
738508.442771748,-0.5673,-0.1105,1.5102,2.188
738508.442773738,-0.5638,-0.1095,1.4902,2.1635
738508.442776049,-0.56,-0.1076,1.4531,2.1207
738508.442778204,-0.5557,-0.1062,1.4405,2.1024
738508.442780376,-0.5514,-0.1041,1.4584,2.1139
738508.442782567,-0.5466,-0.1031,1.4673,2.117
738508.442784919,-0.5414,-0.1009,1.4429,2.0852
738508.442787256,-0.5364,-0.0995,1.4049,2.0408
738508.442789381,-0.5311,-0.0982,1.3972,2.0265
738508.442791754,-0.526,-0.0972,1.4208,2.044
738508.442794055,-0.5197,-0.0953,1.4406,2.0556
738508.442796367,-0.5147,-0.0943,1.4069,2.0159
738508.442798492,-0.5093,-0.0932,1.3329,1.9354
738508.442800805,-0.5046,-0.0921,1.274,1.8707
738508.442803082,-0.5002,-0.091,1.2237,1.8149
738508.442805202,-0.4955,-0.0894,1.1575,1.7424
738508.442807603,-0.4921,-0.0886,1.0935,1.6742
738508.442809693,-0.4885,-0.0873,1.077,1.6528
738508.442812035,-0.4849,-0.0862,1.1363,1.7074
738508.442814182,-0.4812,-0.085,1.2312,1.7974
738508.442816482,-0.478,-0.084,1.2984,1.8604
738508.442818789,-0.4748,-0.0828,1.3562,1.9138
738508.442821272,-0.4718,-0.0815,1.4319,1.9852
738508.44282348,-0.4695,-0.0809,1.4746,2.025
738508.442825877,-0.4681,-0.0797,1.4484,1.9962
738508.442828155,-0.4678,-0.0783,1.404,1.9501
738508.442830698,-0.4687,-0.0771,1.3871,1.9329
738508.442833089,-0.4703,-0.0756,1.3786,1.9245
738508.442835495,-0.473,-0.0744,1.352,1.8994
738508.442838079,-0.4768,-0.0737,1.339,1.8895
738508.442840644,-0.4805,-0.0719,1.3797,1.9321
738508.442843348,-0.4854,-0.0702,1.4253,1.9809
738508.442845666,-0.49,-0.0689,1.4172,1.9761
738508.442848168,-0.4959,-0.0681,1.3519,1.9159
738508.442850679,-0.5021,-0.0665,1.2847,1.8533
738508.442853097,-0.5085,-0.0653,1.2541,1.8279
