time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738465.454770364,-0.1342,0.1713,-0.9038,1.2093
738465.454772274,-0.1381,0.1709,-0.8636,1.1726
738465.454774137,-0.1418,0.1707,-0.8355,1.148
738465.454776032,-0.146,0.1703,-0.8195,1.1358
738465.454777921,-0.1501,0.1699,-0.8035,1.1235
738465.454779844,-0.1542,0.1697,-0.7705,1.0944
738465.454781761,-0.1588,0.1694,-0.7138,1.042
738465.454783725,-0.1633,0.169,-0.6521,0.9844
738465.45478569,-0.1673,0.1679,-0.6058,0.941
738465.454787661,-0.1712,0.1678,-0.5734,0.9124
738465.454789578,-0.1748,0.1676,-0.541,0.8834
738465.454791577,-0.178,0.1673,-0.4969,0.8422
738465.454793567,-0.1807,0.1662,-0.4492,0.7961
738465.454795555,-0.1831,0.1661,-0.4197,0.7689
738465.454797572,-0.1855,0.1659,-0.4192,0.7706
738465.454799511,-0.187,0.1649,-0.4328,0.7847
738465.454801472,-0.1887,0.1647,-0.4397,0.7931
738465.454803371,-0.1898,0.1644,-0.4326,0.7868
738465.454805306,-0.1908,0.1633,-0.4101,0.7642
738465.454807318,-0.1912,0.1632,-0.3778,0.7322
738465.45480924,-0.1913,0.163,-0.3519,0.7062
738465.454811191,-0.1913,0.1618,-0.3264,0.6795
738465.454813133,-0.1913,0.1616,-0.2924,0.6453
738465.454815081,-0.1908,0.1604,-0.2466,0.5978
738465.454816978,-0.1897,0.1602,-0.1871,0.537
738465.45481895,-0.188,0.1601,-0.1252,0.4733
738465.454820908,-0.1863,0.159,-0.0824,0.4277
738465.454822822,-0.1845,0.1587,-0.0637,0.4069
738465.454824773,-0.1822,0.1585,-0.0539,0.3946
738465.454826687,-0.1795,0.1573,-0.0355,0.3723
738465.454828626,-0.1766,0.1571,-0.0081,0.3418
738465.45483061,-0.1732,0.1561,0.0134,0.3427
738465.454832555,-0.1699,0.1558,0.0083,0.334
738465.454834477,-0.1665,0.1547,-0.0361,0.3573
738465.454836438,-0.1629,0.1544,-0.1195,0.4368
738465.454838372,-0.1593,0.1533,-0.2255,0.5381
738465.454840302,-0.1559,0.153,-0.3267,0.6356
