time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738454.451166333,-0.2313,-0.1252,0.233,0.5895
738454.45116891,-0.2318,-0.1257,-0.4441,0.8016
738454.451171604,-0.2333,0.1259,-3,3.3592
738454.451173766,-0.2346,0.1259,-3,3.3605
738454.451176264,-0.2358,0.1257,-3,3.3615
738454.451178867,-0.2368,0.1251,-2.7103,3.0722
738454.451181489,-0.2386,0.1257,-1.9594,2.3237
738454.451183967,-0.2404,0.1255,-1.3781,1.744
738454.45118663,-0.2429,-0.1253,-0.8895,1.2577
738454.451188725,-0.2454,-0.1245,-0.5465,0.9164
738454.451191007,-0.2487,-0.1246,-0.2601,0.6334
738454.451193524,-0.2529,-0.1246,-0.0346,0.4121
738454.451195704,-0.2571,-0.1249,0.0827,0.4647
738454.451198041,-0.2616,-0.1242,0.1205,0.5063
738454.451200072,-0.2675,-0.1236,0.1339,0.525
738454.451202377,-0.2731,-0.124,0.159,0.5561
738454.451204559,-0.2794,-0.1231,0.1731,0.5756
738454.451207089,-0.2872,-0.1229,0.1306,0.5407
738454.451209505,-0.2953,-0.1228,0.0586,0.4767
738454.451211772,-0.3027,-0.1224,0.0126,0.4377
738454.451213787,-0.3107,-0.1226,0.0032,0.4365
738454.45121595,-0.3191,-0.122,0.016,0.4571
738454.451218128,-0.3274,-0.1214,0.015,0.4638
738454.4512203,-0.336,-0.1216,-0.0218,0.4794
738454.451222457,-0.3455,-0.121,-0.0698,0.5363
738454.451224645,-0.3559,-0.1204,-0.0921,0.5684
738454.451226704,-0.3655,-0.12,-0.0828,0.5683
738454.451229002,-0.3762,-0.1202,-0.0646,0.561
738454.451231053,-0.3882,-0.1195,-0.0664,0.5741
738454.451233217,-0.4011,-0.1189,-0.0864,0.6064
738454.451235509,-0.4139,-0.1182,-0.0812,0.6133
738454.45123805,-0.4297,-0.1177,-0.0101,0.5575
738454.451240382,-0.4455,-0.1167,0.0804,0.6426
738454.451242405,-0.4594,-0.1161,0.1325,0.708
738454.45124467,-0.4731,-0.1153,0.1494,0.7378
738454.451246985,-0.4866,-0.1144,0.1654,0.7664
738454.451249237,-0.5005,-0.1133,0.2245,0.8383
738454.451251338,-0.5116,-0.1127,0.3176,0.9419
738454.451253501,-0.5219,-0.1118,0.4375,1.0712
738454.45125573,-0.5317,-0.1109,0.5538,1.1964
738454.451257842,-0.5398,-0.1093,0.635,1.2841
738454.451259986,-0.5476,-0.1094,0.7342,1.3912
