time_dn,ecg_projection_ll_ra_mV,ecg_projection_la_ra_mV,ecg_projection_vx_rl_mV
738336.40624603291507810354,-1.90791548407442,-4.34512365082756,344.249498987803
738336.40624612336978316307,-1.92022461622974,-4.34512365082756,344.274117252113
738336.40624621370807290077,-1.92022461622974,-4.33281451867224,344.286426384269
738336.40624630416277796030,-1.93253374838506,-4.34512365082756,344.200262459181
738336.40624639461748301983,-1.92022461622974,-4.34512365082756,344.298735516424
738336.40624648507218807936,-1.92022461622974,-4.33281451867224,344.286426384269
738336.40624657552689313889,-1.93253374838506,-4.34512365082756,344.200262459181
738336.40624666598159819841,-1.92022461622974,-4.33281451867224,344.261808119958
738336.40624675631988793612,-1.92022461622974,-4.34512365082756,344.261808119958
738336.40624684677459299564,-1.92022461622974,-4.33281451867224,344.298735516424
738336.40624693722929805517,-1.92022461622974,-4.29588712220628,344.261808119958
738336.40624702768400311470,-1.89560635191911,-4.12355927203182,344.298735516424
738336.40624711813870817423,-1.82175155898719,-4.04970447909991,344.421826837977
738336.40624720859341323376,-1.53864151941486,-4.35743278298288,344.52029989522
738336.40624729904811829329,-1.16936755475529,-4.80056154057436,344.557227291686
738336.40624738938640803099,-1.08320362966806,-4.92365286212755,344.643391216773
738336.40624747984111309052,-1.47709585863826,-4.65285195471053,344.557227291686
738336.40624757029581815004,-1.90791548407442,-4.5666880296233,344.15102593056
738336.40624766075052320957,-1.83406069114251,-4.45590584022543,344.274117252113
738336.40624775120522826910,-1.82175155898719,-4.3697419151382,344.261808119958
738336.40624784165993332863,-1.84636982329783,-4.34512365082756,344.212571591337
738336.40624793199822306633,-1.85867895545315,-4.34512365082756,344.237189855647
738336.40624802245292812586,-1.85867895545315,-4.32050538651692,344.224880723492
738336.40624811290763318539,-1.87098808760847,-4.32050538651692,344.101789401939
738336.40624820336233824492,-1.85867895545315,-4.32050538651692,344.138716798405
738336.40624829381704330444,-1.85867895545315,-4.32050538651692,344.249498987803
738336.40624838427174836397,-1.85867895545315,-4.3081962543616,344.212571591337
738336.40624847461003810167,-1.85867895545315,-4.32050538651692,344.237189855647
738336.40624856506474316120,-1.85867895545315,-4.32050538651692,344.298735516424
738336.40624865551944822073,-1.84636982329783,-4.3081962543616,344.224880723492
738336.40624874597415328026,-1.84636982329783,-4.3081962543616,344.261808119958
738336.40624883642885833979,-1.83406069114251,-4.32050538651692,344.274117252113
738336.40624892688356339931,-1.83406069114251,-4.32050538651692,344.274117252113
738336.40624901733826845884,-1.83406069114251,-4.3081962543616,344.274117252113
738336.40624910767655819654,-1.82175155898719,-4.3081962543616,344.249498987803
738336.40624919813126325607,-1.80944242683187,-4.3081962543616,344.249498987803
738336.40624928858596831560,-1.80944242683187,-4.3081962543616,344.298735516424
738336.40624937904067337513,-1.79713329467655,-4.29588712220628,344.261808119958
738336.40624946949537843466,-1.77251503036592,-4.29588712220628,344.33566291289
738336.40624955995008349419,-1.7602058982106,-4.27126885789565,344.347972045045
738336.40624965028837323189,-1.73558763389996,-4.27126885789565,344.249498987803
738336.40624974074307829142,-1.72327850174464,-4.25895972574033,344.323353780735
738336.40624983119778335094,-1.698660237434,-4.24665059358501,344.286426384269
738336.40624992165248841047,-1.66173284096805,-4.23434146142969,344.33566291289
738336.40625001210719347000,-1.63711457665741,-4.23434146142969,344.372590309356
738336.40625010256189852953,-1.61249631234677,-4.22203232927437,344.347972045045
738336.40625019301660358906,-1.58787804803613,-4.22203232927437,344.434135970133
738336.40625028335489332676,-1.5632597837255,-4.22203232927437,344.446445102288
738336.40625037380959838629,-1.53864151941486,-4.22203232927437,344.446445102288
738336.40625046426430344582,-1.52633238725954,-4.22203232927437,344.384899441511
738336.40625055471900850534,-1.53864151941486,-4.23434146142969,344.372590309356
738336.40625064517371356487,-1.5632597837255,-4.24665059358501,344.33566291289
738336.40625073562841862440,-1.60018718019145,-4.27126885789565,344.261808119958
738336.40625082596670836210,-1.63711457665741,-4.28357799005097,344.261808119958
738336.40625091642141342163,-1.68635110527868,-4.29588712220628,344.249498987803
738336.40625100687611848116,-1.72327850174464,-4.3081962543616,344.261808119958
738336.40625109733082354069,-1.77251503036592,-4.33281451867224,344.187953327026
738336.40625118778552860022,-1.79713329467655,-4.33281451867224,344.261808119958
738336.40625127824023365974,-1.82175155898719,-4.35743278298288,344.311044648579
738336.40625136857852339745,-1.84636982329783,-4.34512365082756,344.187953327026
738336.40625145903322845697,-1.84636982329783,-4.34512365082756,344.261808119958
738336.40625154948793351650,-1.85867895545315,-4.35743278298288,344.249498987803
738336.40625163994263857603,-1.85867895545315,-4.3697419151382,344.200262459181
738336.40625173039734363556,-1.85867895545315,-4.35743278298288,344.077171137628
738336.40625182085204869509,-1.87098808760847,-4.35743278298288,344.237189855647
738336.40625191130675375462,-1.85867895545315,-4.35743278298288,344.249498987803
738336.40625200164504349232,-1.87098808760847,-4.35743278298288,344.200262459181
738336.40625209209974855185,-1.85867895545315,-4.35743278298288,344.212571591337
738336.40625218255445361137,-1.87098808760847,-4.35743278298288,344.224880723492
738336.40625227300915867090,-1.87098808760847,-4.35743278298288,344.175644194871
738336.40625236346386373043,-1.87098808760847,-4.3697419151382,344.187953327026
738336.40625245391856878996,-1.85867895545315,-4.34512365082756,344.175644194871
