time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738532.55225302,-0.2313,-0.1252,0.233,0.5895
738532.552255456,-0.2322,-0.1258,-0.9592,1.3172
738532.552257696,-0.2345,0.1257,-2.6451,3.0053
738532.552259806,-0.2367,0.1251,-3,3.3618
738532.552261909,-0.2391,0.1254,-2.9409,3.3054
738532.552264045,-0.2423,0.1258,-2.6122,2.9803
738532.552266167,-0.2462,0.1252,-2.1938,2.5652
738532.552268358,-0.2505,0.1252,-1.7284,2.1041
738532.552270541,-0.2551,0.1254,-1.3066,1.6871
738532.552272729,-0.2603,-0.1248,-0.9263,1.3114
738532.552275062,-0.2664,-0.1249,-0.6096,1.0009
738532.552277249,-0.2729,-0.1241,-0.3814,0.7784
738532.552279397,-0.2798,-0.1244,-0.2034,0.6076
738532.552281533,-0.2869,-0.1238,-0.0504,0.4611
738532.55228368,-0.2955,-0.1242,0.0565,0.4762
738532.552285789,-0.3037,-0.1238,0.0855,0.513
738532.552287923,-0.3124,-0.1231,0.0739,0.5094
738532.552290046,-0.3223,-0.1226,0.0696,0.5145
738532.552292164,-0.3324,-0.122,0.0851,0.5395
738532.552294338,-0.3428,-0.1215,0.0973,0.5616
738532.552296419,-0.3532,-0.1211,0.0824,0.5567
738532.552298502,-0.3643,-0.1206,0.0394,0.5243
738532.552300678,-0.3761,-0.1199,-0.0042,0.5002
738532.552302832,-0.3885,-0.1193,-0.0089,0.5167
738532.552304993,-0.4013,-0.1186,0.0289,0.5488
738532.552307123,-0.4145,-0.118,0.0768,0.6093
738532.552309161,-0.4281,-0.1175,0.1033,0.6489
738532.552311168,-0.4413,-0.1161,0.108,0.6654
738532.552313331,-0.4558,-0.1155,0.1188,0.6901
738532.552315422,-0.4709,-0.115,0.1643,0.7502
738532.552317707,-0.487,-0.1142,0.2535,0.8547
738532.55231985,-0.5033,-0.1134,0.3573,0.974
738532.552321949,-0.5191,-0.1127,0.4379,1.0697
738532.552324079,-0.5353,-0.1121,0.496,1.1434
738532.552326148,-0.5512,-0.1105,0.5597,1.2214
738532.55232866,-0.5691,-0.1103,0.6672,1.3466
738532.552331085,-0.5877,-0.1091,0.7571,1.4539
738532.552333308,-0.6053,-0.108,0.7977,1.511
738532.552335559,-0.6226,-0.107,0.8522,1.5818
738532.552337834,-0.6403,-0.106,0.9283,1.6746
738532.552340102,-0.6574,-0.106,0.9931,1.7565
738532.55234225,-0.6744,-0.105,1.0414,1.8208
738532.55234457,-0.6918,-0.104,1.0814,1.8772
738532.552346765,-0.7079,-0.104,1.1297,1.9416
738532.552348964,-0.7239,-0.1039,1.1962,2.024
738532.552351741,-0.74,-0.1027,1.2483,2.091
738532.552353944,-0.7549,-0.1025,1.2467,2.1041
738532.552356125,-0.7691,-0.1025,1.2088,2.0804
738532.552358312,-0.7829,-0.1024,1.1821,2.0674
738532.552360473,-0.7961,-0.1024,1.1901,2.0886
738532.552362708,-0.809,-0.1021,1.2057,2.1168
738532.552364931,-0.8214,-0.1021,1.1936,2.1171
738532.552367154,-0.8334,-0.1028,1.1683,2.1045
738532.552369322,-0.8455,-0.1026,1.1712,2.1193
738532.552371454,-0.8559,-0.1025,1.2094,2.1678
738532.55237361,-0.866,-0.1034,1.2517,2.2211
738532.552375852,-0.8761,-0.1032,1.265,2.2443
738532.552378081,-0.8863,-0.1037,1.2798,2.2698
738532.552380446,-0.896,-0.1043,1.3511,2.3514
738532.552382832,-0.9051,-0.1047,1.4427,2.4525
738532.552385086,-0.9131,-0.1054,1.5082,2.5267
738532.552387771,-0.9209,-0.1064,1.59,2.6173
738532.552390467,-0.9286,-0.1071,1.7238,2.7595
738532.552392901,-0.9341,-0.1075,1.8409,2.8825
738532.552395087,-0.938,-0.1091,1.9094,2.9565
738532.552397431,-0.9413,-0.1095,1.9394,2.9902
738532.55239976,-0.9438,-0.1103,1.9567,3.0108
738532.552401898,-0.9449,-0.111,1.9602,3.0161
738532.552404054,-0.9458,-0.1119,1.9099,2.9676
738532.55240624,-0.9459,-0.1128,1.8083,2.867
738532.55240841,-0.9455,-0.1137,1.7152,2.7744
738532.55241081,-0.945,-0.1152,1.6222,2.6824
738532.552413176,-0.9437,-0.1165,1.5249,2.5851
738532.552415591,-0.9422,-0.1171,1.4316,2.4909
738532.552418507,-0.9402,-0.1189,1.3661,2.4252
738532.552421167,-0.9371,-0.1197,1.3834,2.4402
738532.552423626,-0.9334,-0.1211,1.4296,2.4841
738532.552425995,-0.9298,-0.1226,1.4407,2.4931
738532.552428329,-0.9254,-0.1232,1.4336,2.4822
738532.552430551,-0.9208,-0.1251,1.4614,2.5073
738532.552432964,-0.9155,-0.1256,1.5144,2.5555
738532.552435149,-0.91,-0.1275,1.5377,2.5752
738532.552437349,-0.904,-0.1284,1.5322,2.5646
738532.552439633,-0.898,-0.1295,1.5192,2.5467
738532.552442115,-0.8903,-0.1309,1.5074,2.5286
738532.552444638,-0.8818,-0.1322,1.4646,2.4786
738532.552447201,-0.8732,-0.1346,1.3659,2.3737
738532.552449854,-0.8646,-0.1359,1.2421,2.2426
738532.552452775,-0.8553,-0.1379,1.1262,2.1194
738532.552455584,-0.8454,-0.1388,1.0712,2.0554
738532.552458011,-0.8363,-0.1413,1.0671,2.0447
738532.552460301,-0.8276,-0.1421,1.0586,2.0283
738532.552462599,-0.8193,-0.1441,1.0159,1.9793
738532.552464877,-0.8105,-0.145,0.9496,1.9051
738532.552467274,-0.8019,-0.1469,0.9082,1.857
738532.552469778,-0.7924,-0.1485,0.9187,1.8596
738532.552472259,-0.7823,-0.15,0.9374,1.8697
738532.552474773,-0.7726,-0.1516,0.9123,1.8365
738532.552477158,-0.7629,-0.1533,0.8847,1.8009
738532.552479549,-0.7529,-0.1541,0.8854,1.7924
738532.552481989,-0.7435,-0.156,0.8767,1.7762
738532.55248421,-0.7344,-0.1571,0.8447,1.7362
738532.552486424,-0.7251,-0.1582,0.815,1.6983
738532.552488786,-0.7158,-0.1603,0.821,1.6971
738532.55249124,-0.7057,-0.1611,0.8561,1.7229
738532.552493738,-0.6952,-0.1628,0.8577,1.7157
738532.552496157,-0.6852,-0.1637,0.8132,1.6621
738532.552498566,-0.6749,-0.1655,0.7494,1.5898
738532.552501207,-0.6646,-0.1663,0.7072,1.5381
738532.552503543,-0.6546,-0.1672,0.6987,1.5205
738532.552506024,-0.6444,-0.1682,0.6862,1.4988
738532.552508561,-0.634,-0.1689,0.6083,1.4112
738532.552510949,-0.6243,-0.1699,0.4522,1.2464
738532.552513242,-0.6154,-0.17,0.2886,1.074
738532.552515478,-0.6074,-0.1704,0.1731,0.9509
738532.552517984,-0.5993,-0.1713,0.1017,0.8723
738532.55252028,-0.5913,-0.1715,0.043,0.8058
738532.552522787,-0.5831,-0.1714,-0.0172,0.7717
738532.552525179,-0.5762,-0.1724,-0.0269,0.7755
738532.55252774,-0.5684,-0.1722,0.0006,0.7412
738532.552529992,-0.562,-0.1725,0.0066,0.7411
738532.552532335,-0.5558,-0.1717,-0.0248,0.7523
738532.552534744,-0.5496,-0.1717,-0.0628,0.7841
738532.552537081,-0.5438,-0.1708,-0.0693,0.7839
738532.552539395,-0.5386,-0.1712,-0.047,0.7568
738532.552541715,-0.5337,-0.1703,-0.0321,0.7361
738532.552543886,-0.5291,-0.1698,-0.0521,0.751
738532.552546852,-0.5244,-0.1687,-0.0768,0.7699
738532.552549088,-0.5202,-0.1673,-0.0699,0.7574
738532.552551256,-0.517,-0.1658,-0.0797,0.7625
738532.552553523,-0.5143,-0.1652,-0.1335,0.813
738532.552555799,-0.5123,-0.1635,-0.2215,0.8973
738532.552558001,-0.5107,-0.162,-0.3052,0.9779
738532.552560264,-0.5092,-0.1604,-0.363,1.0326
738532.552562562,-0.5081,-0.1587,-0.3895,1.0563
738532.552564866,-0.5077,-0.1571,-0.406,1.0708
738532.552567075,-0.5075,-0.1554,-0.4231,1.086
738532.552569304,-0.5077,-0.1529,-0.4258,1.0864
738532.552571663,-0.5082,-0.1501,-0.3856,1.0439
738532.552574075,-0.5094,-0.1473,-0.3026,0.9593
738532.55257659,-0.5107,-0.1445,-0.2247,0.8799
738532.552579147,-0.5123,-0.1413,-0.1688,0.8224
738532.552581693,-0.5143,-0.1383,-0.1435,0.7961
738532.552584147,-0.5169,-0.1343,-0.1326,0.7838
738532.552586774,-0.5199,-0.1309,-0.1038,0.7546
738532.552589222,-0.523,-0.1269,-0.0449,0.6948
738532.55259156,-0.526,-0.1232,-0.0064,0.6556
738532.552594061,-0.5299,-0.1182,-0.0472,0.6953
738532.552596312,-0.5336,-0.1143,-0.1525,0.8004
738532.55259862,-0.5384,-0.1096,-0.2523,0.9003
738532.552600933,-0.544,-0.105,-0.3141,0.9631
738532.55260324,-0.5504,-0.1001,-0.3668,1.0173
738532.552605419,-0.5566,-0.0956,-0.4243,1.0765
738532.552607646,-0.5636,-0.0909,-0.4837,1.1382
738532.552609841,-0.5713,-0.0852,-0.5078,1.1643
738532.552612085,-0.5793,-0.0805,-0.4655,1.1253
738532.552614338,-0.5869,-0.0748,-0.3666,1.0283
738532.552616466,-0.595,-0.0692,-0.2727,0.9369
738532.552618705,-0.6032,-0.0635,-0.2112,0.8779
738532.552620957,-0.612,-0.0568,-0.1582,0.827
738532.552623113,-0.6205,-0.051,-0.1003,0.7718
738532.552625277,-0.6296,-0.0445,-0.0461,0.7202
738532.552627704,-0.64,-0.0372,-0.0045,0.6817
738532.552629951,-0.6502,-0.0304,0.0169,0.6975
