time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738360.446496947,-0.1932,0.0626,-0.5904,0.8462
738360.446498959,-0.1966,0.0616,-0.5856,0.8438
738360.446501322,-0.2006,0.0598,-0.5801,0.8405
738360.446503477,-0.2036,0.0589,-0.5748,0.8373
738360.446505445,-0.2063,0.0579,-0.5696,0.8338
738360.446507555,-0.2088,0.0576,-0.5645,0.8309
738360.446509691,-0.2114,0.0558,-0.5588,0.826
738360.446511685,-0.2135,0.0546,-0.5541,0.8222
738360.446513899,-0.2152,0.0537,-0.5492,0.8181
738360.44651594,-0.217,0.0527,-0.5447,0.8144
738360.44651795,-0.2184,0.0524,-0.5408,0.8116
738360.446519969,-0.2193,0.0514,-0.5374,0.8081
738360.446522362,-0.2203,0.0498,-0.534,0.8041
738360.446524389,-0.2208,0.0487,-0.5319,0.8014
738360.446526747,-0.2213,0.048,-0.5303,0.7996
738360.446529575,-0.2212,0.0467,-0.5299,0.7978
738360.446531551,-0.2211,0.0457,-0.5306,0.7974
738360.446533568,-0.2207,0.0445,-0.5322,0.7974
738360.446535876,-0.2199,0.0438,-0.535,0.7987
738360.446537833,-0.2191,0.0425,-0.5382,0.7998
738360.446540098,-0.2179,0.0417,-0.5427,0.8023
738360.446542386,-0.2164,0.041,-0.5482,0.8056
738360.446544747,-0.2148,0.0393,-0.5546,0.8087
738360.446546669,-0.2133,0.039,-0.5608,0.8131
738360.446548659,-0.2116,0.0378,-0.5674,0.8168
738360.446551036,-0.2094,0.0371,-0.5762,0.8227
738360.446553387,-0.207,0.0364,-0.5856,0.829
738360.446555772,-0.2045,0.0348,-0.5959,0.8352
738360.446558128,-0.2018,0.034,-0.6067,0.8425
738360.446560532,-0.199,0.0333,-0.6182,0.8505
738360.446562843,-0.1961,0.0317,-0.6296,0.8574
738360.446565202,-0.1932,0.031,-0.6414,0.8656
738360.446567527,-0.1903,0.0302,-0.6533,0.8738
738360.446569811,-0.1875,0.0294,-0.665,0.8819
738360.446572163,-0.1846,0.0286,-0.677,0.8902
738360.44657446,-0.1819,-0.0278,-0.689,0.8987
738360.446576789,-0.1792,-0.0269,-0.7007,0.9068
738360.446578865,-0.1766,-0.0258,-0.7111,0.9135
738360.446581214,-0.1738,-0.0251,-0.7228,0.9217
738360.446583552,-0.1713,-0.0242,-0.7341,0.9296
738360.446585886,-0.1686,-0.0244,-0.745,0.938
738360.446588212,-0.1663,-0.0235,-0.7556,0.9454
738360.446590553,-0.1638,-0.0228,-0.7658,0.9524
738360.446592871,-0.1616,-0.0219,-0.7756,0.9591
738360.446595242,-0.1593,-0.0212,-0.7852,0.9657
738360.446597588,-0.1571,-0.0205,-0.7942,0.9718
738360.446599593,-0.1555,-0.0202,-0.8017,0.9774
738360.446601756,-0.1539,-0.019,-0.809,0.9819
738360.446603958,-0.1521,-0.019,-0.8163,0.9874
738360.446605991,-0.1505,-0.0179,-0.8229,0.9913
738360.446608147,-0.1491,-0.0178,-0.8293,0.9962
738360.44661029,-0.1478,-0.0177,-0.8353,1.0008
738360.446612658,-0.1463,-0.017,-0.8414,1.0047
738360.446615059,-0.1449,-0.0163,-0.8471,1.0083
738360.446617426,-0.1438,-0.0154,-0.8524,1.0116
738360.446619785,-0.1426,-0.0156,-0.8572,1.0154
738360.446621785,-0.1417,-0.0143,-0.861,1.017
738360.446624147,-0.1406,-0.0146,-0.8649,1.0201
738360.446626238,-0.14,-0.0143,-0.8681,1.0224
738360.446628499,-0.1393,-0.0134,-0.8712,1.0239
738360.446630826,-0.1387,-0.0134,-0.874,1.0261
738360.446633236,-0.138,-0.0127,-0.8764,1.0271
738360.446635633,-0.1375,-0.012,-0.8784,1.0279
738360.446638059,-0.1371,-0.0122,-0.8801,1.0294
738360.446640442,-0.1366,-0.0114,-0.8813,1.0293
738360.446642429,-0.1365,-0.0112,-0.8821,1.0298
738360.446644428,-0.1363,-0.0109,-0.8826,1.0298
738360.446646432,-0.1362,-0.0106,-0.8829,1.0297
738360.446648485,-0.1362,-0.0103,-0.8829,1.0294
738360.446650869,-0.1362,-0.0095,-0.8826,1.0283
738360.446652905,-0.1363,-0.0092,-0.8821,1.0276
738360.44665489,-0.1364,-0.009,-0.8813,1.0267
738360.446657234,-0.1366,-0.0092,-0.8802,1.026
738360.44665963,-0.137,-0.0083,-0.8787,1.024
738360.446661784,-0.1374,-0.0081,-0.877,1.0225
738360.446663864,-0.1376,-0.008,-0.8749,1.0205
738360.446665972,-0.1381,-0.0079,-0.8725,1.0185
738360.446668057,-0.1388,-0.0076,-0.8697,1.0161
738360.446670132,-0.1392,-0.0075,-0.8666,1.0133
738360.446672236,-0.1398,-0.0062,-0.8634,1.0094
738360.446674483,-0.1404,-0.0063,-0.8595,1.0062
738360.446676781,-0.141,-0.0063,-0.8556,1.0029
738360.446678996,-0.1417,-0.0054,-0.8514,0.9985
738360.446681219,-0.1426,-0.0053,-0.8471,0.995
738360.446683587,-0.1433,-0.0055,-0.8425,0.9913
738360.446685732,-0.1441,-0.0044,-0.8381,0.9866
738360.446687856,-0.1449,-0.0043,-0.8337,0.9829
738360.446690037,-0.1456,-0.0043,-0.8291,0.979
738360.446692239,-0.1464,-0.0034,-0.8243,0.9741
738360.446694536,-0.1473,-0.0035,-0.8194,0.9702
738360.446696848,-0.1482,-0.0026,-0.8145,0.9653
738360.446699178,-0.1491,-0.0028,-0.8094,0.9613
738360.44670147,-0.15,-0.0019,-0.8045,0.9564
738360.446703738,-0.151,-0.0019,-0.7994,0.9523
738360.446705753,-0.1517,-0.0008,-0.7949,0.9474
738360.446707795,-0.1526,-0.0005,-0.7904,0.9435
738360.446709821,-0.1535,-0.0002,-0.7861,0.9398
738360.446712002,-0.1543,-0.0003,-0.7812,0.9358
738360.446714069,-0.155,-0.0008,-0.7768,0.9326
738360.446716161,-0.1561,-0.0011,-0.7723,0.9295
738360.446718317,-0.1567,-0.0011,-0.7676,0.9254
738360.446720433,-0.1577,-0.0023,-0.7631,0.9231
738360.446722642,-0.1584,-0.0023,-0.7585,0.9192
738360.446724929,-0.1596,-0.0032,-0.7533,0.9161
738360.446727204,-0.1605,-0.0032,-0.7484,0.9121
738360.446729476,-0.1615,-0.0041,-0.7432,0.9088
738360.446731691,-0.1627,-0.005,-0.7379,0.9056
738360.446733836,-0.1635,-0.005,-0.7329,0.9014
738360.446735873,-0.1648,-0.0053,-0.7279,0.898
738360.446737908,-0.1658,-0.0064,-0.7228,0.895
738360.446740071,-0.167,-0.0065,-0.7174,0.8909
738360.446742142,-0.1681,-0.0076,-0.712,0.8877
738360.446744252,-0.1693,-0.0077,-0.7066,0.8836
738360.446746268,-0.1707,-0.009,-0.701,0.8807
738360.446748606,-0.172,-0.0088,-0.6948,0.8756
738360.446750946,-0.1733,-0.0096,-0.6884,0.8713
738360.446753019,-0.1748,-0.0108,-0.6826,0.8682
738360.446755147,-0.1761,-0.011,-0.6766,0.8637
738360.446757268,-0.1773,-0.0119,-0.6705,0.8597
738360.44675933,-0.1789,-0.0132,-0.6645,0.8566
738360.446761577,-0.1803,-0.0131,-0.6583,0.8517
738360.446763769,-0.1815,-0.0141,-0.6522,0.8478
738360.446765924,-0.1829,-0.0152,-0.6464,0.8445
738360.446768107,-0.1838,-0.0161,-0.641,0.8409
738360.446770589,-0.185,-0.0169,-0.6355,0.8374
738360.446772872,-0.1857,-0.0176,-0.6308,0.8341
738360.446775075,-0.1865,-0.0176,-0.6268,0.8309
738360.446777383,-0.1869,-0.0184,-0.6235,0.8288
738360.446779665,-0.1872,-0.0193,-0.621,0.8275
738360.446781778,-0.1873,-0.0204,-0.6193,0.827
738360.446784172,-0.187,-0.021,-0.6181,0.8261
738360.446786307,-0.1867,-0.0211,-0.6177,0.8255
738360.446788363,-0.1863,-0.0213,-0.618,0.8256
738360.446790245,-0.1861,-0.0225,-0.6185,0.8271
738360.446792566,-0.1849,-0.0223,-0.6205,0.8277
738360.446794912,-0.1838,-0.0231,-0.6228,0.8297
738360.446797197,-0.1827,-0.0241,-0.6259,0.8327
738360.446799567,-0.1813,-0.0238,-0.6298,0.8349
738360.446801616,-0.1799,-0.0242,-0.6336,0.8377
738360.446803657,-0.1783,-0.0243,-0.6381,0.8407
738360.446805673,-0.1765,-0.0254,-0.6431,0.845
738360.446808064,-0.1744,-0.0252,-0.6495,0.8491
738360.446810381,-0.1721,-0.026,-0.6566,0.8547
738360.446812494,-0.1701,-0.0261,-0.6632,0.8594
738360.446814607,-0.1679,-0.0262,-0.6698,0.8639
738360.446816663,-0.1657,-0.0264,-0.6767,0.8688
738360.446818711,-0.1638,-0.0267,-0.6836,0.8741
738360.446821241,-0.1611,-0.0273,-0.6918,0.8802
738360.446823257,-0.1589,-0.0274,-0.6987,0.885
738360.446825374,-0.1569,-0.0276,-0.7057,0.8902
738360.446827388,-0.1551,-0.0279,-0.7121,0.8951
738360.446829419,-0.1533,-0.0282,-0.7181,0.8996
738360.446831481,-0.1515,-0.0283,-0.7241,0.9039
738360.446833625,-0.1499,-0.0285,-0.73,0.9084
738360.446835699,-0.1485,-0.0288,-0.7351,0.9124
738360.446837946,-0.1469,-0.0288,-0.7404,0.9161
738360.446840042,-0.1455,-0.0289,-0.745,0.9194
738360.446842209,-0.1442,-0.029,-0.7494,0.9226
738360.446844313,-0.1427,-0.03,-0.7535,0.9262
738360.4468465,-0.1416,-0.0301,-0.7573,0.929
738360.446848661,-0.1405,-0.0303,-0.7607,0.9315
738360.446850805,-0.1394,-0.0304,-0.7638,0.9336
738360.446852909,-0.1385,-0.0306,-0.7668,0.9359
738360.446854974,-0.1374,-0.0307,-0.7693,0.9374
738360.446857452,-0.1365,-0.0315,-0.772,0.94
738360.446859497,-0.1355,-0.0316,-0.774,0.9411
738360.446861581,-0.1349,-0.0319,-0.7758,0.9426
738360.446863622,-0.134,-0.0321,-0.7774,0.9435
738360.446865651,-0.1334,-0.0334,-0.7787,0.9455
738360.446867668,-0.133,-0.0337,-0.7797,0.9464
738360.446869758,-0.1323,-0.0339,-0.7805,0.9467
738360.446871853,-0.1318,-0.034,-0.7811,0.9469
738360.446873974,-0.1316,-0.0343,-0.7814,0.9473
738360.446876046,-0.1313,-0.0345,-0.7815,0.9473
738360.446878101,-0.1311,-0.0358,-0.7813,0.9482
738360.446880159,-0.1307,-0.0359,-0.7809,0.9475
738360.446882206,-0.1305,-0.0361,-0.7803,0.9469
738360.446884227,-0.1304,-0.0364,-0.7795,0.9463
738360.446886305,-0.1305,-0.0367,-0.7784,0.9456
738360.446888485,-0.1305,-0.0369,-0.7771,0.9445
738360.446890495,-0.1304,-0.037,-0.7756,0.943
738360.446892632,-0.1305,-0.0381,-0.7739,0.9425
738360.446894681,-0.1308,-0.0385,-0.772,0.9413
738360.446896767,-0.1309,-0.0386,-0.77,0.9395
738360.446898789,-0.1312,-0.0389,-0.7678,0.9379
738360.446900793,-0.1316,-0.0393,-0.7655,0.9364
738360.44690282,-0.1319,-0.0396,-0.763,0.9345
738360.446905276,-0.1322,-0.0392,-0.7598,0.9312
738360.446907346,-0.1326,-0.0393,-0.7569,0.9288
738360.44690935,-0.1331,-0.0397,-0.754,0.9268
738360.446911709,-0.1335,-0.0404,-0.7505,0.9244
738360.446914088,-0.1341,-0.0402,-0.7468,0.9211
738360.446916112,-0.1346,-0.0406,-0.7436,0.9188
738360.446918115,-0.1352,-0.0409,-0.7404,0.9165
738360.446920198,-0.1358,-0.0412,-0.737,0.914
738360.446922271,-0.1364,-0.0413,-0.7335,0.9112
738360.446924325,-0.1368,-0.0415,-0.73,0.9083
738360.44692669,-0.1374,-0.0413,-0.7259,0.9046
738360.446928738,-0.1381,-0.0416,-0.7224,0.9021
738360.446930919,-0.1388,-0.0418,-0.7186,0.8992
738360.446932989,-0.1392,-0.0417,-0.7148,0.8957
738360.446935165,-0.1401,-0.042,-0.711,0.8931
738360.446937283,-0.1405,-0.042,-0.7071,0.8896
