time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738548.483405322,-0.0824,0.173,-0.7962,1.0516
738548.483407324,-0.0839,0.1726,-0.7656,1.0221
738548.483409182,-0.0857,0.1722,-0.7561,1.014
738548.483411049,-0.0878,0.1718,-0.7618,1.0214
738548.483412976,-0.0903,0.1705,-0.7748,1.0356
738548.483414959,-0.0933,0.1703,-0.7854,1.049
738548.483416804,-0.0962,0.1699,-0.7904,1.0565
738548.483418657,-0.0995,0.1686,-0.7987,1.0668
738548.483420568,-0.1034,0.1682,-0.8206,1.0922
738548.483422436,-0.1073,0.1669,-0.8539,1.1281
738548.483424371,-0.1116,0.1665,-0.8812,1.1593
738548.483426268,-0.1161,0.1661,-0.884,1.1662
738548.483428117,-0.1206,0.1647,-0.8573,1.1426
738548.483429997,-0.1254,0.1634,-0.806,1.0948
738548.483431852,-0.1299,0.163,-0.75,1.0429
738548.483433821,-0.1348,0.1619,-0.6987,0.9954
738548.483435744,-0.1401,0.1605,-0.6616,0.9622
738548.48343766,-0.1453,0.1603,-0.6301,0.9357
738548.483439639,-0.151,0.159,-0.5891,0.8991
738548.483441697,-0.1565,0.158,-0.5314,0.8459
738548.483443614,-0.1619,0.1568,-0.477,0.7957
738548.483445565,-0.1676,0.1557,-0.4431,0.7664
738548.483447496,-0.1735,0.1552,-0.4353,0.764
738548.483449473,-0.1793,0.1541,-0.4478,0.7812
738548.48345141,-0.185,0.1529,-0.4655,0.8034
738548.483453331,-0.1905,0.1518,-0.4723,0.8146
738548.483455237,-0.1959,0.1504,-0.4647,0.811
738548.48345713,-0.2011,0.1502,-0.4491,0.8004
738548.483459094,-0.2063,0.149,-0.4381,0.7934
738548.483461022,-0.2108,0.1478,-0.4436,0.8022
738548.483463021,-0.2157,0.1467,-0.4645,0.8269
738548.483464982,-0.2204,0.1455,-0.4899,0.8558
738548.48346696,-0.225,0.1453,-0.5069,0.8772
738548.483468895,-0.2292,0.1441,-0.5051,0.8784
738548.483470831,-0.2329,0.1439,-0.4841,0.8609
738548.483472746,-0.2366,0.1427,-0.4561,0.8354
738548.483475024,-0.2403,0.1415,-0.4369,0.8187
738548.483477254,-0.2446,0.141,-0.4259,0.8115
738548.483479205,-0.2481,0.14,-0.4069,0.795
738548.483481165,-0.2516,0.1398,-0.3672,0.7586
738548.483483212,-0.2552,0.1388,-0.3227,0.7167
738548.483485157,-0.2587,0.1376,-0.3022,0.6985
738548.483487158,-0.2623,0.1374,-0.3085,0.7082
738548.483489231,-0.2662,0.1364,-0.3236,0.7262
738548.483491188,-0.2698,0.1353,-0.3263,0.7314
738548.483493118,-0.2732,0.1351,-0.3155,0.7238
738548.483495092,-0.2765,0.1339,-0.2994,0.7098
738548.483497086,-0.2796,0.1338,-0.2866,0.7
738548.483499055,-0.2827,0.1327,-0.284,0.6994
738548.483501038,-0.2859,0.1324,-0.289,0.7073
738548.483502992,-0.2886,0.1314,-0.2896,0.7096
738548.483504969,-0.2912,0.1312,-0.2705,0.6929
738548.483506959,-0.2937,0.1302,-0.2291,0.653
738548.483508905,-0.2961,0.1299,-0.1904,0.6164
738548.483510868,-0.2982,0.1287,-0.1714,0.5983
738548.483512861,-0.2999,0.1286,-0.167,0.5955
738548.483514934,-0.3019,0.1276,-0.1553,0.5848
738548.483517041,-0.3037,0.1266,-0.1318,0.5621
738548.483519029,-0.305,0.1265,-0.1147,0.5462
738548.483521019,-0.306,0.1255,-0.1133,0.5448
738548.483523011,-0.3072,0.1253,-0.1272,0.5597
738548.483525008,-0.3081,0.1243,-0.1441,0.5765
738548.483527018,-0.3086,0.1242,-0.1438,0.5766
738548.483529126,-0.309,0.123,-0.1177,0.5497
738548.483531623,-0.3089,0.1231,-0.0822,0.5142
738548.483533812,-0.3087,0.122,-0.0758,0.5065
738548.483536005,-0.3086,0.1211,-0.1155,0.5452
738548.483538057,-0.3081,0.1201,-0.1643,0.5925
738548.483540237,-0.308,0.1193,-0.2037,0.631
738548.483542261,-0.3079,0.1192,-0.2229,0.65
738548.483544584,-0.3077,0.1183,-0.2456,0.6716
738548.483546601,-0.3074,0.1173,-0.2812,0.7059
738548.483548572,-0.3073,0.1163,-0.3239,0.7475
738548.483550558,-0.3076,0.116,-0.3553,0.7789
738548.483552653,-0.3077,0.115,-0.3668,0.7895
738548.483554873,-0.3075,0.1143,-0.3535,0.7753
738548.483556941,-0.3076,0.1131,-0.3252,0.7459
738548.483558978,-0.3072,0.1123,-0.2949,0.7144
738548.483561085,-0.3072,0.1112,-0.2758,0.6942
738548.483563152,-0.3073,0.111,-0.2738,0.6921
738548.483565203,-0.3068,0.1099,-0.2834,0.7001
738548.483567268,-0.3066,0.1091,-0.2918,0.7075
738548.483569305,-0.3066,0.1081,-0.3072,0.7219
738548.483571336,-0.3064,0.107,-0.3487,0.7621
738548.483573339,-0.3066,0.1058,-0.413,0.8254
738548.483575446,-0.3071,0.1048,-0.4848,0.8967
738548.483577444,-0.3077,0.1037,-0.537,0.9484
738548.483579535,-0.3084,0.1027,-0.5605,0.9716
738548.483581771,-0.3091,0.102,-0.5553,0.9664
