time_dn,glideslope_error_deg,localizer_error_deg,airspeed_error_kts,total_error
738506.392135383,-0.104,0.0865,-0.2095,0.4
738506.392137158,-0.1039,-0.0858,-1.4978,1.6875
738506.392138977,-0.104,-0.0844,-3,3.1884
738506.39214078,-0.1041,-0.084,-3,3.1881
738506.392142561,-0.104,-0.0827,-3,3.1867
738506.392144369,-0.1036,-0.0824,-3,3.186
738506.392146163,-0.1035,-0.0811,-3,3.1846
738506.392147988,-0.1034,-0.0806,-3,3.184
738506.392149769,-0.1034,-0.0793,-2.6839,2.8666
738506.392151574,-0.1035,-0.0789,-2.2897,2.4721
738506.39215336,-0.1036,-0.0775,-1.9507,2.1318
738506.392155165,-0.104,-0.0771,-1.6667,1.8478
738506.392157018,-0.1045,-0.0767,-1.4335,1.6147
738506.392158875,-0.1052,-0.0755,-1.2397,1.4204
738506.39216065,-0.1061,-0.0749,-1.1055,1.2865
738506.392162511,-0.1074,0.0735,-0.9953,1.1762
738506.392164278,-0.1088,0.0729,-0.92,1.1017
738506.39216598,-0.1104,0.0723,-0.8665,1.0492
738506.392167757,-0.112,0.0719,-0.8275,1.0114
738506.392169583,-0.1141,0.0713,-0.7999,0.9853
738506.392171463,-0.1163,0.0699,-0.7806,0.9668
738506.392173414,-0.1192,0.0697,-0.7664,0.9553
738506.392175215,-0.1219,0.0683,-0.7577,0.9479
738506.392177044,-0.1248,0.0679,-0.7515,0.9442
738506.392178837,-0.128,0.0673,-0.7468,0.9421
738506.392180631,-0.1315,0.0658,-0.7429,0.9402
738506.392182434,-0.135,0.0653,-0.7392,0.9395
738506.392184206,-0.1388,0.064,-0.7354,0.9382
738506.392186016,-0.1431,0.0634,-0.731,0.9375
738506.392187835,-0.1471,0.062,-0.7258,0.9349
738506.392189631,-0.1517,0.0614,-0.7192,0.9323
738506.392191414,-0.1562,0.06,-0.7109,0.9271
738506.392193204,-0.1612,0.0594,-0.7008,0.9214
738506.392195003,-0.1662,0.058,-0.6889,0.9131
738506.392196801,-0.1713,0.0567,-0.6754,0.9034
738506.3921986,-0.1767,0.0561,-0.6606,0.8934
738506.392200415,-0.1823,0.0547,-0.6441,0.8811
738506.392202254,-0.1879,0.0533,-0.6265,0.8677
738506.392204007,-0.1936,0.052,-0.6081,0.8537
738506.392205804,-0.1996,0.0514,-0.5886,0.8396
738506.392207658,-0.2058,0.05,-0.5672,0.823
738506.392209429,-0.2118,0.0486,-0.5457,0.8061
738506.392211235,-0.2181,0.0472,-0.5228,0.7881
738506.392213009,-0.2241,0.0459,-0.5001,0.7701
738506.392214817,-0.2306,0.0445,-0.4758,0.7509
738506.392216615,-0.2369,0.0429,-0.4523,0.7321
738506.392218418,-0.243,0.0408,-0.4277,0.7115
738506.392220257,-0.2491,0.0394,-0.4037,0.6922
738506.392222084,-0.2554,0.038,-0.3792,0.6726
738506.392223838,-0.2609,0.0367,-0.3564,0.654
738506.392225616,-0.2663,0.0343,-0.334,0.6346
738506.392227405,-0.2716,0.033,-0.3122,0.6168
738506.392229306,-0.2773,0.0316,-0.2895,0.5984
738506.392231011,-0.2822,0.0302,-0.2693,0.5817
738506.392232824,-0.2872,0.0279,-0.2491,0.5642
738506.3922346,-0.2922,0.0265,-0.2292,0.5479
738506.392236406,-0.2968,0.0251,-0.2106,0.5325
738506.392238215,-0.301,0.0229,-0.1927,0.5166
738506.392240009,-0.305,-0.0215,-0.176,0.5025
738506.392241833,-0.3089,-0.0201,-0.1602,0.4892
738506.392243617,-0.3123,-0.018,-0.1452,0.4755
738506.392245401,-0.3156,-0.0166,-0.1316,0.4638
738506.392247229,-0.3188,-0.0152,-0.1185,0.4525
738506.392249033,-0.3214,-0.013,-0.1067,0.4411
738506.392250892,-0.3238,-0.0118,-0.0959,0.4315
738506.392252619,-0.3261,-0.0102,-0.0868,0.4231
738506.392254415,-0.3278,-0.009,-0.0786,0.4154
738506.392256344,-0.3296,-0.0078,-0.0708,0.4082
738506.392258295,-0.3311,-0.0058,-0.0641,0.401
738506.392260204,-0.3324,-0.0045,-0.0587,0.3956
738506.392262012,-0.3334,-0.0031,-0.0546,0.3911
738506.392263883,-0.3341,-0.0019,-0.0512,0.3872
738506.392265893,-0.3345,-0.0008,-0.0488,0.3841
738506.392267893,-0.3346,-0.001,-0.0472,0.3828
738506.392269874,-0.3346,-0.0021,-0.0468,0.3835
738506.392271746,-0.3345,-0.0033,-0.0472,0.385
738506.392273568,-0.3342,-0.0047,-0.0484,0.3873
738506.392275385,-0.3335,-0.006,-0.0503,0.3898
738506.392277183,-0.3329,-0.0064,-0.0529,0.3922
738506.392278909,-0.3321,-0.0078,-0.056,0.3959
738506.392280674,-0.3311,-0.0093,-0.0596,0.4
738506.392282462,-0.33,-0.0096,-0.0638,0.4034
738506.392284257,-0.3289,-0.011,-0.0683,0.4082
738506.392286035,-0.328,-0.0124,-0.0732,0.4136
